xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot,zmint,oretypet,dens,CAT,CATN,FASE
4060,8370,2937.5,0.08185417,1,11,dic-16,0.03915625,0.001,LIX,LAS,2.6,MED,1,42
4080,8370,2937.5,0.122625,1,11,dic-16,0.0700625,0.001,LIX,LAS,2.6,MED,1,19
4060,8390,2937.5,0.208875,1,22,dic-16,0.12516667,0.001,LIX,OXML,2.6,MED,1,34
4100,8370,2937.5,0.15,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,34
4120,8370,2937.5,0.15,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,IND,2,19N
4140,8370,2937.5,0.13,1,11,dic-16,0.08,0.001,LIX,LAS,2.6,MED,1,19
4160,8370,2937.5,0.13354167,1,11,dic-16,0.083125,0.001,LIX,LAS,2.6,IND,2,19N
4160,8390,2937.5,0.12,1,11,nov-16,0.07,0.001,LIX,LAS,2.6,IND,2,19N
4140,8370,2952.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,34
4160,8370,2952.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,42
4180,8390,2937.5,0.18666667,1,12,nov-16,0.12666667,0.001,LIX,OXBL,2.6,MED,1,34
4200,8390,2937.5,0.41,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,MED,1,34
4180,8370,2952.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,34
4200,8370,2952.5,0.3145625,3,22,oct-16,0.25394792,0.001,OXI,OXML,2.6,MED,1,34
4200,8390,2952.5,0.001,-99,11,sept-16,0.0005,0.001,NULL,LAS,2.6,MED,1,19
4220,8370,2952.5,0.33875,3,22,oct-16,0.26854167,0.001,OXI,OXML,2.6,IND,2,19N
4220,8390,2952.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,IND,2,19N
4240,8390,2952.5,0.02733333,-99,11,oct-16,0.01033333,0.001,NULL,LAS,2.6,IND,2,19N
4260,8390,2952.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,42
3860,8410,2937.5,0.001,-99,11,nov-16,0.0005,0.001,NULL,LAS,2.6,MED,1,19
3860,8430,2937.5,0.001,-99,11,nov-16,0.0005,0.001,NULL,LAS,2.6,MED,1,34
3880,8430,2937.5,0.04860417,-99,11,nov-16,0.02492708,0.001,NULL,LAS,2.6,MED,1,19
3960,8430,2937.5,0.034375,-99,11,dic-16,0.0153125,0.001,NULL,LAS,2.6,INF,3,19N
3980,8410,2937.5,0.089,-99,11,dic-16,0.06325,0.001,NULL,LAS,2.6,MED,1,19
4000,8410,2937.5,0.001,-99,11,dic-16,0.0005,0.001,NULL,LAS,2.6,MED,1,34
3980,8430,2937.5,0.058375,-99,11,dic-16,0.03408333,0.001,NULL,LAS,2.6,MED,1,19
4000,8430,2937.5,0.001,-99,11,dic-16,0.0005,0.001,NULL,LAS,2.6,MED,1,19
4020,8410,2937.5,0.001,-99,11,dic-16,0.0005,0.001,NULL,LAS,2.6,MED,1,19
4020,8430,2937.5,0.1619375,3,12,oct-16,0.12003125,0.001,OXI,OXBL,2.6,INF,3,19N
4040,8430,2937.5,0.05875,1,11,oct-16,0.02354167,0.001,LIX,LAS,2.6,MED,1,19
4060,8410,2937.5,0.18429167,1,12,oct-16,0.11329167,0.001,LIX,OXBL,2.6,MED,1,42
4060,8430,2937.5,0.0649375,1,11,oct-16,0.03246875,0.001,LIX,LAS,2.6,MED,1,42
4080,8430,2937.5,0.08033333,1,11,oct-16,0.04016667,0.001,LIX,LAS,2.6,MED,1,34
4100,8430,2937.5,0.08033333,1,11,oct-16,0.04683333,0.001,LIX,LAS,2.6,MED,1,19
4120,8430,2937.5,0.07625,1,11,oct-16,0.05854167,0.001,LIX,LAS,2.6,MED,1,19
4160,8410,2937.5,0.11270833,1,11,nov-16,0.0659375,0.001,LIX,LAS,2.6,MED,1,42
4140,8430,2937.5,0.05554167,-99,11,oct-16,0.0369375,0.001,NULL,LAS,2.6,MED,1,34
4160,8430,2937.5,0.05785417,-99,11,nov-16,0.03194792,0.001,NULL,LAS,2.6,MED,1,42
4180,8410,2937.5,0.13945833,1,11,nov-16,0.08504167,0.001,LIX,LAS,2.6,MED,1,19
4200,8410,2937.5,0.456875,3,23,nov-16,0.350625,0.001,OXI,OXAL,2.6,MED,1,42
4180,8430,2937.5,0.079375,1,11,nov-16,0.039375,0.001,LIX,LAS,2.6,INF,3,19N
4200,8430,2937.5,0.13414583,1,11,nov-16,0.08655208,0.001,LIX,LAS,2.6,IND,2,19N
4220,8410,2937.5,0.395,3,22,nov-16,0.29,0.001,OXI,OXML,2.6,IND,2,19N
4240,8410,2937.5,0.11,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,34
4220,8430,2937.5,0.179375,1,12,nov-16,0.1125,0.001,LIX,OXBL,2.6,MED,1,42
4240,8430,2937.5,0.12,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,19
4220,8410,2952.5,0.001,-99,11,sept-16,0.0005,0.001,NULL,LAS,2.6,MED,1,42
4240,8410,2952.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,19
4240,8430,2952.5,0.03889583,-99,11,sept-16,0.01403125,0.001,NULL,LAS,2.6,MED,1,19
4260,8430,2937.5,0.12,1,11,nov-16,0.08,0.001,LIX,LAS,2.6,MED,1,42
4280,8430,2937.5,0.28895833,1,22,nov-16,0.2375,0.001,LIX,OXML,2.6,MED,1,42
4260,8410,2952.5,0.15720833,1,12,oct-16,0.07370833,0.001,LIX,OXBL,2.6,MED,1,19
4280,8410,2952.5,0.61775,3,23,oct-16,0.522625,0.001,OXI,OXAL,2.6,MED,1,19
4260,8430,2952.5,0.06629167,1,11,sept-16,0.02575,0.001,LIX,LAS,2.6,MED,1,34
4280,8430,2952.5,0.1610625,1,12,sept-16,0.09542708,0.001,LIX,OXBL,2.6,MED,1,34
4300,8410,2952.5,1,3,23,oct-16,0.85,0.001,OXI,OXAL,2.6,MED,1,34
4300,8430,2952.5,0.528125,1,23,oct-16,0.40875,0.001,LIX,OXAL,2.6,IND,2,19N
4320,8430,2952.5,0.13,1,11,oct-16,0.06,0.001,LIX,LAS,2.6,MED,1,34
3800,8470,2937.5,0.19041667,1,12,nov-16,0.0875,0.001,LIX,OXBL,2.6,MED,1,19
3820,8450,2937.5,0.14689583,1,11,nov-16,0.08813542,0.001,LIX,LAS,2.6,IND,2,19N
3840,8450,2937.5,0.21516667,3,22,nov-16,0.15341667,0.001,OXI,OXML,2.6,MED,1,34
3820,8470,2937.5,0.14,1,11,nov-16,0.08,0.001,LIX,LAS,2.6,MED,1,42
3840,8470,2937.5,0.22958333,1,22,nov-16,0.155,0.001,LIX,OXML,2.6,INF,3,19N
3860,8450,2937.5,0.28033333,3,22,nov-16,0.2135,0.001,OXI,OXML,2.6,MED,1,34
3880,8450,2937.5,0.2245,3,22,oct-16,0.15683333,0.001,OXI,OXML,2.6,MED,1,34
3860,8470,2937.5,0.4031875,3,23,oct-16,0.30003125,0.001,OXI,OXAL,2.6,IND,2,19N
3880,8470,2937.5,0.347,3,22,oct-16,0.2735,0.001,OXI,OXML,2.6,MED,1,19
3900,8450,2937.5,0.08033333,1,11,oct-16,0.0335,0.001,LIX,LAS,2.6,INF,3,19N
3920,8450,2937.5,0.08033333,1,11,oct-16,0.04016667,0.001,LIX,LAS,2.6,MED,1,19
3900,8470,2937.5,0.18075,1,12,oct-16,0.12808333,0.001,LIX,OXBL,2.6,INF,3,19N
3920,8470,2937.5,0.08033333,1,11,oct-16,0.04016667,0.001,LIX,LAS,2.6,IND,2,42
3940,8470,2937.5,0.06545833,1,11,oct-16,0.03272917,0.001,LIX,LAS,2.6,MED,1,19
3980,8450,2937.5,0.03920833,-99,11,oct-16,0.01991667,0.001,NULL,LAS,2.6,MED,1,42
3980,8470,2937.5,0.0256875,-99,11,oct-16,0.00971875,0.001,NULL,LAS,2.6,INF,3,19N
4020,8450,2937.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,34
4040,8450,2937.5,0.05477083,1,11,oct-16,0.02436458,0.001,LIX,LAS,2.6,IND,2,42
4020,8470,2937.5,0.073875,-99,11,oct-16,0.04975,0.001,NULL,LAS,2.6,MED,1,19
4040,8470,2937.5,0.03325,-99,11,oct-16,0.015375,0.001,NULL,LAS,2.6,MED,1,34
4060,8450,2937.5,0.0566875,1,11,oct-16,0.02834375,0.001,LIX,LAS,2.6,MED,1,19
4080,8450,2937.5,0.054625,1,11,oct-16,0.0273125,0.001,LIX,LAS,2.6,MED,1,19
4060,8470,2937.5,0.0381875,-99,11,oct-16,0.01596875,0.001,NULL,LAS,2.6,INF,3,19N
4160,8450,2937.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,42
4160,8470,2937.5,0.01595833,-99,11,oct-16,0.00985417,0.001,NULL,LAS,2.6,IND,2,19N
4200,8450,2937.5,0.049875,1,11,nov-16,0.02139583,0.001,LIX,LAS,2.6,MED,1,19
4180,8470,2937.5,0.03227083,-99,11,nov-16,0.01613542,0.001,NULL,LAS,2.6,MED,1,19
4200,8470,2937.5,0.0585,1,11,nov-16,0.02508333,0.001,LIX,LAS,2.6,MED,1,19
4200,8470,2952.5,0.001,-99,11,sept-16,0.0005,0.001,NULL,LAS,2.6,MED,1,34
4220,8450,2937.5,0.08,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,42
4240,8450,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,42
4220,8470,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,IND,2,42
4240,8470,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,IND,2,19N
4240,8450,2952.5,0.027,1,11,sept-16,0.00683333,0.001,LIX,LAS,2.6,IND,2,19N
4220,8470,2952.5,0.01835417,-99,11,sept-16,0.00740625,0.001,NULL,LAS,2.6,IND,2,19N
4240,8470,2952.5,0.0335,1,11,sept-16,0.00841667,0.001,LIX,LAS,2.6,MED,1,34
4260,8450,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4280,8450,2937.5,0.11,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,34
4260,8470,2937.5,0.1,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,34
4280,8470,2937.5,0.11,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4260,8450,2952.5,0.06,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,MED,1,19
4280,8450,2952.5,0.08,1,11,sept-16,0.03,0.001,LIX,LAS,2.6,MED,1,34
4260,8470,2952.5,0.05,1,11,sept-16,0.01,0.001,LIX,LAS,2.6,IND,2,19N
4280,8470,2952.5,0.09,1,11,sept-16,0.03,0.001,LIX,LAS,2.6,MED,1,19
4300,8450,2937.5,0.13,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4300,8470,2937.5,0.13,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4320,8470,2937.5,0.17,1,12,nov-16,0.06,0.001,LIX,OXBL,2.6,MED,1,42
4300,8450,2952.5,0.14,1,11,sept-16,0.07,0.001,LIX,LAS,2.6,MED,1,34
4320,8450,2952.5,0.13,1,11,oct-16,0.07,0.001,LIX,LAS,2.6,IND,2,42
4300,8470,2952.5,0.13,1,11,sept-16,0.06,0.001,LIX,LAS,2.6,MED,1,34
4320,8470,2952.5,0.15,1,12,sept-16,0.07,0.001,LIX,OXBL,2.6,MED,1,34
4340,8450,2952.5,0.14,1,11,oct-16,0.09,0.001,LIX,LAS,2.6,INF,3,19N
4340,8470,2952.5,0.19,1,12,sept-16,0.1,0.001,LIX,OXBL,2.6,MED,1,19
4360,8470,2952.5,0.15,1,12,oct-16,0.09,0.001,LIX,OXBL,2.6,MED,1,19
3780,8490,2937.5,0.15666667,1,12,dic-16,0.06208333,0.001,LIX,OXBL,2.6,INF,3,19N
3800,8490,2937.5,0.13291667,1,11,nov-16,0.06145833,0.001,LIX,LAS,2.6,MED,1,34
3780,8510,2937.5,0.127625,1,11,oct-16,0.05610417,0.001,LIX,LAS,2.6,MED,1,42
3800,8510,2937.5,0.1563125,1,12,oct-16,0.06753125,0.001,LIX,OXBL,2.6,IND,2,19N
3820,8490,2937.5,0.15,1,12,oct-16,0.08,0.001,LIX,OXBL,2.6,MED,1,34
3840,8490,2937.5,0.19520833,1,12,dic-16,0.12291667,0.001,LIX,OXBL,2.6,MED,1,42
3820,8510,2937.5,0.153375,1,12,dic-16,0.0766875,0.001,LIX,OXBL,2.6,MED,1,19
3840,8510,2937.5,0.1585,1,12,oct-16,0.09591667,0.001,LIX,OXBL,2.6,MED,1,19
3860,8490,2937.5,0.3709375,3,22,oct-16,0.28171875,0.001,OXI,OXML,2.6,MED,1,34
3880,8490,2937.5,0.35366667,3,22,oct-16,0.28683333,0.001,OXI,OXML,2.6,MED,1,42
3860,8510,2937.5,0.181375,3,12,oct-16,0.12933333,0.001,OXI,OXBL,2.6,MED,1,34
3880,8510,2937.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,42
3920,8490,2937.5,0.05475,-99,11,oct-16,0.02529167,0.001,NULL,LAS,2.6,MED,1,34
3940,8490,2937.5,0.07485417,-99,11,oct-16,0.04680208,0.001,NULL,LAS,2.6,MED,1,19
3940,8510,2937.5,0.0036875,-99,11,oct-16,0.00173958,0.001,NULL,LAS,2.6,MED,1,42
3980,8490,2937.5,0.00264583,-99,11,oct-16,0.00111458,0.001,NULL,LAS,2.6,MED,1,19
4020,8490,2937.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,IND,2,19N
4160,8510,2937.5,0.00675,-99,11,oct-16,0.002125,0.001,NULL,LAS,2.6,MED,1,19
4180,8490,2937.5,0.03060417,1,11,nov-16,0.00623958,0.001,LIX,LAS,2.6,INF,3,19N
4200,8490,2937.5,0.06,1,11,nov-16,0.02,0.001,LIX,LAS,2.6,MED,1,19
4180,8510,2937.5,0.04033333,1,11,nov-16,0.00683333,0.001,LIX,LAS,2.6,INF,3,19N
4200,8510,2937.5,0.08,1,11,nov-16,0.03,0.001,LIX,LAS,2.6,MED,1,42
4200,8490,2952.5,0.007125,-99,11,sept-16,0.0029375,0.001,NULL,LAS,2.6,IND,2,42
4220,8490,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4240,8490,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4220,8510,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,42
4240,8510,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4220,8490,2952.5,0.02652083,1,11,sept-16,0.01065625,0.001,LIX,LAS,2.6,MED,1,34
4240,8490,2952.5,0.04489583,1,11,sept-16,0.01796875,0.001,LIX,LAS,2.6,IND,2,42
4220,8510,2952.5,0.02958333,1,11,sept-16,0.011875,0.001,LIX,LAS,2.6,IND,2,19N
4240,8510,2952.5,0.04591667,1,11,sept-16,0.018375,0.001,LIX,LAS,2.6,INF,3,19N
4260,8490,2937.5,0.11,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,IND,2,19N
4280,8490,2937.5,0.1,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,34
4260,8510,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4280,8510,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4260,8490,2952.5,0.05,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,MED,1,34
4280,8490,2952.5,0.07,1,11,sept-16,0.03,0.001,LIX,LAS,2.6,MED,1,42
4260,8510,2952.5,0.05,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,IND,2,19N
4280,8510,2952.5,0.07,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,MED,1,34
4300,8490,2937.5,0.12,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,INF,3,19N
4320,8490,2937.5,0.17,1,12,nov-16,0.06,0.001,LIX,OXBL,2.6,MED,1,42
4300,8510,2937.5,0.11,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4320,8510,2937.5,0.19,1,12,nov-16,0.08,0.001,LIX,OXBL,2.6,MED,1,34
4300,8490,2952.5,0.11,1,11,sept-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4320,8490,2952.5,0.15,1,12,sept-16,0.06,0.001,LIX,OXBL,2.6,MED,1,42
4300,8510,2952.5,0.11,1,11,sept-16,0.04,0.001,LIX,LAS,2.6,IND,2,42
4320,8510,2952.5,0.15,1,12,sept-16,0.07,0.001,LIX,OXBL,2.6,MED,1,19
4340,8490,2937.5,0.20583333,1,22,nov-16,0.085,0.001,LIX,OXML,2.6,MED,1,42
4360,8490,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4340,8510,2937.5,0.18958333,1,12,nov-16,0.07854167,0.001,LIX,OXBL,2.6,MED,1,19
4360,8510,2937.5,0.186875,1,12,nov-16,0.06958333,0.001,LIX,OXBL,2.6,MED,1,34
4340,8490,2952.5,0.210625,1,22,sept-16,0.125,0.001,LIX,OXML,2.6,MED,1,19
4360,8490,2952.5,0.16,1,12,sept-16,0.1,0.001,LIX,OXBL,2.6,MED,1,19
4340,8510,2952.5,0.26166667,1,22,sept-16,0.16541667,0.001,LIX,OXML,2.6,INF,3,19N
4360,8510,2952.5,0.28979167,1,22,sept-16,0.214375,0.001,LIX,OXML,2.6,MED,1,42
4380,8510,2937.5,0.1175,1,11,nov-16,0.09333333,0.001,LIX,LAS,2.6,MED,1,19
4380,8490,2952.5,0.09,1,11,sept-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4380,8510,2952.5,0.155,1,12,sept-16,0.1325,0.001,LIX,OXBL,2.6,MED,1,19
4400,8510,2952.5,0.07,1,11,sept-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4420,8510,2952.5,0.04,1,11,oct-16,0.01,0.001,LIX,LAS,2.6,INF,3,19N
3820,8530,2937.5,0.13979167,-99,11,oct-16,0.06583333,0.001,NULL,LAS,2.6,INF,3,19N
3840,8530,2937.5,0.090125,-99,11,oct-16,0.04985417,0.001,NULL,LAS,2.6,MED,1,19
3860,8530,2937.5,0.07585417,-99,11,oct-16,0.04969792,0.001,NULL,LAS,2.6,MED,1,19
4160,8530,2937.5,0.0071875,-99,11,oct-16,0.00682813,0.001,NULL,LAS,2.6,MED,1,19
4160,8550,2937.5,0.001,-99,11,oct-16,0.0005,0.001,NULL,LAS,2.6,MED,1,42
4180,8530,2937.5,0.0426875,1,11,nov-16,0.01228125,0.001,LIX,LAS,2.6,MED,1,19
4200,8530,2937.5,0.08,1,11,nov-16,0.03,0.001,LIX,LAS,2.6,MED,1,19
4180,8550,2937.5,0.03885417,-99,11,nov-16,0.00984375,0.001,NULL,LAS,2.6,MED,1,34
4200,8550,2937.5,0.08814583,1,11,nov-16,0.02938542,0.001,LIX,LAS,2.6,INF,3,19N
4220,8530,2937.5,0.09,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4240,8530,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4220,8550,2937.5,0.11,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4240,8550,2937.5,0.13,1,11,nov-16,0.06,0.001,LIX,LAS,2.6,INF,3,19N
4220,8530,2952.5,0.03172917,1,11,sept-16,0.01065625,0.001,LIX,LAS,2.6,MED,1,34
4240,8530,2952.5,0.0628125,1,11,sept-16,0.01796875,0.001,LIX,LAS,2.6,INF,3,19N
4220,8550,2952.5,0.03391667,-99,11,ene-16,0.008625,0.001,NULL,LAS,2.6,MED,1,19
4240,8550,2952.5,0.06354167,1,11,ene-16,0.0159375,0.001,LIX,LAS,2.6,MED,1,34
4260,8530,2937.5,0.1,1,11,nov-16,0.03,0.001,LIX,LAS,2.6,MED,1,19
4280,8530,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4260,8550,2937.5,0.1,1,11,nov-16,0.03,0.001,LIX,LAS,2.6,MED,1,19
4280,8550,2937.5,0.11,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4260,8530,2952.5,0.05,1,11,sept-16,0.01,0.001,LIX,LAS,2.6,INF,3,19N
4280,8530,2952.5,0.06,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,INF,3,19N
4260,8550,2952.5,0.07,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,INF,3,19N
4280,8550,2952.5,0.07,1,11,sept-16,0.02,0.001,LIX,LAS,2.6,MED,1,42
4300,8530,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4320,8530,2937.5,0.15,1,12,nov-16,0.05,0.001,LIX,OXBL,2.6,MED,1,42
4300,8550,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,IND,2,19N
4320,8550,2937.5,0.15,1,12,nov-16,0.06,0.001,LIX,OXBL,2.6,MED,1,34
4300,8530,2952.5,0.09,1,11,sept-16,0.04,0.001,LIX,LAS,2.6,MED,1,42
4320,8530,2952.5,0.14,1,11,sept-16,0.06,0.001,LIX,LAS,2.6,MED,1,19
4300,8550,2952.5,0.07,1,11,sept-16,0.03,0.001,LIX,LAS,2.6,IND,2,19N
4320,8550,2952.5,0.14,1,11,sept-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4340,8530,2937.5,0.21208333,1,22,nov-16,0.10333333,0.001,LIX,OXML,2.6,MED,1,42
4360,8530,2937.5,0.32291667,3,22,nov-16,0.23979167,0.001,OXI,OXML,2.6,MED,1,34
4340,8550,2937.5,0.22229167,1,22,nov-16,0.150625,0.001,LIX,OXML,2.6,IND,2,19N
4360,8550,2937.5,0.34,3,22,nov-16,0.27,0.001,OXI,OXML,2.6,MED,1,19
4340,8530,2952.5,0.28291667,1,22,sept-16,0.20416667,0.001,LIX,OXML,2.6,MED,1,34
4360,8530,2952.5,0.35,3,22,sept-16,0.28,0.001,OXI,OXML,2.6,IND,2,42
4340,8550,2952.5,0.29666667,3,22,sept-16,0.25833333,0.001,OXI,OXML,2.6,MED,1,34
4360,8550,2952.5,0.32,3,22,sept-16,0.25,0.001,OXI,OXML,2.6,MED,1,19
4380,8530,2937.5,0.245,1,22,nov-16,0.19,0.001,LIX,OXML,2.6,MED,1,34
4400,8530,2937.5,0.14,1,11,nov-16,0.1,0.001,LIX,LAS,2.6,MED,1,34
4380,8550,2937.5,0.268125,1,22,nov-16,0.209375,0.001,LIX,OXML,2.6,IND,2,19N
4400,8550,2937.5,0.19,1,12,nov-16,0.15,0.001,LIX,OXBL,2.6,MED,1,34
4380,8530,2952.5,0.255,1,22,sept-16,0.2,0.001,LIX,OXML,2.6,IND,2,42
4400,8530,2952.5,0.14,1,11,sept-16,0.1,0.001,LIX,LAS,2.6,INF,3,19N
4380,8550,2952.5,0.26625,1,22,sept-16,0.2075,0.001,LIX,OXML,2.6,MED,1,42
4400,8550,2952.5,0.21,1,22,sept-16,0.17,0.001,LIX,OXML,2.6,MED,1,34
4420,8550,2937.5,0.04,1,11,nov-16,0.01,0.001,LIX,LAS,2.6,MED,1,34
4420,8530,2952.5,0.08,1,11,oct-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4440,8530,2952.5,0.13520833,1,11,oct-16,0.09229167,0.001,LIX,LAS,2.6,MED,1,19
4420,8550,2952.5,0.1,1,11,oct-16,0.06,0.001,LIX,LAS,2.6,MED,1,19
4440,8550,2952.5,0.22479167,3,22,oct-16,0.16020833,0.001,OXI,OXML,2.6,MED,1,42
4460,8550,2952.5,0.219375,1,22,oct-16,0.161875,0.001,LIX,OXML,2.6,IND,2,42
4200,8570,2937.5,0.0733125,1,11,nov-16,0.02446875,0.001,LIX,LAS,2.6,INF,3,19N
4180,8590,2937.5,0.001,-99,11,feb-16,0.0005,0.001,NULL,LAS,2.6,IND,2,19N
4200,8590,2937.5,0.05875,1,11,ene-16,0.029375,0.001,LIX,LAS,2.6,MED,1,34
4220,8570,2937.5,0.13,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4240,8570,2937.5,0.13,1,11,nov-16,0.06,0.001,LIX,LAS,2.6,MED,1,19
4220,8590,2937.5,0.12,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,34
4240,8590,2937.5,0.14,1,11,nov-16,0.06,0.001,LIX,LAS,2.6,INF,3,19N
4220,8570,2952.5,0.0236875,-99,11,dic-15,0.00955208,0.001,NULL,LAS,2.6,INF,3,19N
4240,8570,2952.5,0.050375,1,11,ene-16,0.0189375,0.001,LIX,LAS,2.6,IND,2,19N
4260,8570,2937.5,0.11,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,INF,3,19N
4280,8570,2937.5,0.11,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,19
4260,8590,2937.5,0.12,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,34
4280,8590,2937.5,0.13,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,INF,3,19N
4260,8570,2952.5,0.08629167,1,11,ene-16,0.02877083,0.001,LIX,LAS,2.6,MED,1,19
4280,8570,2952.5,0.08,1,11,ene-16,0.03,0.001,LIX,LAS,2.6,MED,1,19
4260,8590,2952.5,0.08729167,1,11,ene-16,0.03177083,0.001,LIX,LAS,2.6,MED,1,34
4280,8590,2952.5,0.09,1,11,ene-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4300,8570,2937.5,0.1,1,11,nov-16,0.04,0.001,LIX,LAS,2.6,MED,1,34
4320,8570,2937.5,0.12,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
4300,8590,2937.5,0.12,1,11,nov-16,0.05,0.001,LIX,LAS,2.6,MED,1,19
4320,8590,2937.5,0.12,1,11,nov-16,0.1,0.001,LIX,LAS,2.6,INF,3,19N
4300,8570,2952.5,0.06,1,11,ene-16,0.02,0.001,LIX,LAS,2.6,MED,1,19
4320,8570,2952.5,0.18,1,12,sept-16,0.171,0.001,LIX,OXBL,2.6,MED,1,19
4300,8590,2952.5,0.08,1,11,ene-16,0.03,0.001,LIX,LAS,2.6,MED,1,34
4320,8590,2952.5,0.15,1,12,ene-16,0.1,0.001,LIX,OXBL,2.6,IND,2,19N
4340,8570,2937.5,0.20958333,1,22,nov-16,0.17916667,0.001,LIX,OXML,2.6,IND,2,19N
4360,8570,2937.5,0.28854167,3,22,nov-16,0.20833333,0.001,OXI,OXML,2.6,INF,3,19N
4340,8590,2937.5,0.18,1,12,nov-16,0.11625,0.001,LIX,OXBL,2.6,INF,3,19N
4360,8590,2937.5,0.15,1,12,nov-16,0.12,0.001,LIX,OXBL,2.6,INF,3,19N
4340,8570,2952.5,0.32041667,3,22,sept-16,0.249375,0.001,OXI,OXML,2.6,INF,3,19N
4360,8570,2952.5,0.255,3,22,sept-16,0.1825,0.001,OXI,OXML,2.6,INF,3,19N
4340,8590,2952.5,0.28166667,3,22,sept-16,0.20041667,0.001,OXI,OXML,2.6,IND,2,19N
4360,8590,2952.5,0.14,1,11,sept-16,0.1,0.001,LIX,LAS,2.6,MED,1,34
4380,8570,2937.5,0.19875,1,12,nov-16,0.14458333,0.001,LIX,OXBL,2.6,IND,2,19N
