xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot,zmint,oretypet,dens,CAT,CATN,FASE
4020,10670,2637.5,0.74854167,8,45,dic-16,0.08875,0.0245,SSF,SCHAL,2.6,MED,1,19
4020,10650,2652.5,0.69083333,8,43,dic-16,0.17041667,0.028,SSF,SASOL,2.6,MED,1,42
4040,10650,2652.5,0.52645833,2,33,dic-16,0.16916667,0.001,MIX,MXAL,2.6,MED,1,19
4020,10670,2652.5,0.704375,8,43,dic-16,0.1375,0.0257,SSF,SASOL,2.6,MED,1,19
4040,10670,2652.5,0.661875,2,33,dic-16,0.14229167,0.001,MIX,MXAL,2.6,MED,1,42
4060,10650,2652.5,0.545,62,43,oct-16,0.175,0.0178,BO,SASOL,2.6,MED,1,42
4080,10650,2652.5,0.45125,61,45,oct-16,0.031875,0.0178,CPY,SCHAL,2.6,MED,1,19
4060,10670,2652.5,0.6575,2,33,oct-16,0.33333333,0.001,MIX,MXAL,2.6,INF,3,19N
4080,10670,2652.5,0.41083333,62,44,oct-16,0.04083333,0.015,BO,SCHBL,2.6,MED,1,19
3660,10690,2652.5,0.461875,7,45,dic-16,0.04625,0.0052,SSD,SCHAL,2.6,MED,1,34
3680,10690,2652.5,0.536875,8,43,dic-16,0.12229167,0.0067,SSF,SASOL,2.6,MED,1,34
3660,10710,2652.5,0.43416667,8,43,dic-16,0.06583333,0.0046,SSF,SASOL,2.6,MED,1,42
3680,10710,2652.5,0.57708333,8,43,dic-16,0.07375,0.0054,SSF,SASOL,2.6,MED,1,34
3700,10690,2637.5,0.38479167,5,43,dic-16,0.04958333,0.0044,EST_PY,SASOL,2.6,INF,3,19N
3720,10690,2637.5,0.335625,61,44,dic-16,0.02,0.0034,CPY,SCHBL,2.6,MED,1,42
3700,10710,2637.5,0.40958333,62,44,dic-16,0.03625,0.0079,BO,SCHBL,2.6,MED,1,19
3720,10710,2637.5,0.46,61,45,dic-16,0.024375,0.0021,CPY,SCHAL,2.6,MED,1,42
3700,10690,2652.5,0.48375,2,33,dic-16,0.06666667,0.001,MIX,MXAL,2.6,INF,3,19N
3720,10690,2652.5,0.37666667,61,44,dic-16,0.02,0.0042,CPY,SCHBL,2.6,MED,1,19
3700,10710,2652.5,0.48520833,62,45,dic-16,0.040625,0.0059,BO,SCHAL,2.6,MED,1,42
3720,10710,2652.5,0.54,61,45,dic-16,0.02166667,0.0021,CPY,SCHAL,2.6,MED,1,42
3740,10690,2637.5,0.39,61,44,dic-16,0.02,0.0038,CPY,SCHBL,2.6,MED,1,42
3760,10690,2637.5,0.3425,62,44,dic-16,0.02541667,0.0034,BO,SCHBL,2.6,MED,1,42
3740,10710,2637.5,0.42,61,44,dic-16,0.02,0.0019,CPY,SCHBL,2.6,MED,1,19
3760,10710,2637.5,0.37666667,61,44,dic-16,0.02166667,0.0037,CPY,SCHBL,2.6,MED,1,42
3740,10690,2652.5,0.35,61,44,dic-16,0.01,0.004,CPY,SCHBL,2.6,MED,1,19
3760,10690,2652.5,0.35166667,61,44,dic-16,0.02479167,0.004,CPY,SCHBL,2.6,MED,1,42
3740,10710,2652.5,0.42,61,44,dic-16,0.02,0.0019,CPY,SCHBL,2.6,MED,1,19
3760,10710,2652.5,0.359375,61,44,nov-16,0.02,0.0037,CPY,SCHBL,2.6,MED,1,34
3780,10690,2637.5,0.38,62,44,dic-16,0.03,0.0066,BO,SCHBL,2.6,INF,3,19N
3800,10690,2637.5,0.503125,62,45,dic-16,0.03708333,0.0129,BO,SCHAL,2.6,MED,1,19
3780,10710,2637.5,0.36,62,44,dic-16,0.02979167,0.0059,BO,SCHBL,2.6,MED,1,19
3800,10710,2637.5,0.58020833,62,45,dic-16,0.03916667,0.0095,BO,SCHAL,2.6,MED,1,19
3780,10690,2652.5,0.415,7,44,nov-16,0.03,0.0059,SSD,SCHBL,2.6,MED,1,19
3800,10690,2652.5,0.51104167,7,45,nov-16,0.03583333,0.0073,SSD,SCHAL,2.6,MED,1,34
3780,10710,2652.5,0.365,62,44,nov-16,0.02666667,0.0061,BO,SCHBL,2.6,MED,1,34
3800,10710,2652.5,0.576875,7,45,nov-16,0.05625,0.0081,SSD,SCHAL,2.6,IND,2,42
3820,10690,2637.5,0.52125,62,45,dic-16,0.03875,0.0169,BO,SCHAL,2.6,INF,3,19N
3840,10690,2637.5,0.57,62,45,dic-16,0.04,0.0137,BO,SCHAL,2.6,MED,1,42
3820,10710,2637.5,0.556875,7,45,dic-16,0.03979167,0.0114,SSD,SCHAL,2.6,MED,1,19
3840,10710,2637.5,0.63333333,62,45,dic-16,0.04166667,0.014,BO,SCHAL,2.6,MED,1,19
3820,10690,2652.5,0.51604167,62,45,nov-16,0.034375,0.0093,BO,SCHAL,2.6,MED,1,34
3840,10690,2652.5,0.48833333,62,45,nov-16,0.02833333,0.0129,BO,SCHAL,2.6,MED,1,34
3820,10710,2652.5,0.618125,7,45,nov-16,0.04041667,0.0104,SSD,SCHAL,2.6,MED,1,42
3840,10710,2652.5,0.63770833,62,45,nov-16,0.03291667,0.0146,BO,SCHAL,2.6,MED,1,19
3860,10690,2637.5,0.58875,62,45,dic-16,0.035625,0.0191,BO,SCHAL,2.6,MED,1,19
3880,10690,2637.5,0.59,7,45,dic-16,0.03041667,0.0172,SSD,SCHAL,2.6,IND,2,19N
3860,10710,2637.5,0.5675,7,45,dic-16,0.035,0.0142,SSD,SCHAL,2.6,IND,2,19N
3880,10710,2637.5,0.54,7,45,dic-16,0.03,0.0211,SSD,SCHAL,2.6,MED,1,34
3860,10690,2652.5,0.6,7,45,nov-16,0.035,0.018,SSD,SCHAL,2.6,MED,1,19
3880,10690,2652.5,0.55,7,45,nov-16,0.05,0.0172,SSD,SCHAL,2.6,MED,1,34
3860,10710,2652.5,0.5775,7,45,nov-16,0.0275,0.0172,SSD,SCHAL,2.6,MED,1,19
3880,10710,2652.5,0.91,7,45,nov-16,0.04,0.0201,SSD,SCHAL,2.6,MED,1,42
3900,10690,2637.5,0.604375,7,45,dic-16,0.04,0.0198,SSD,SCHAL,2.6,MED,1,19
3920,10690,2637.5,0.53354167,7,45,dic-16,0.0375,0.0168,SSD,SCHAL,2.6,IND,2,19N
3900,10710,2637.5,0.6,7,45,dic-16,0.05,0.0167,SSD,SCHAL,2.6,IND,2,42
3920,10710,2637.5,0.55,62,45,dic-16,0.04,0.0132,BO,SCHAL,2.6,MED,1,34
3900,10690,2652.5,0.83729167,7,45,nov-16,0.03,0.0175,SSD,SCHAL,2.6,INF,3,19N
3920,10690,2652.5,0.57479167,7,45,nov-16,0.05479167,0.02,SSD,SCHAL,2.6,MED,1,42
3900,10710,2652.5,0.58,7,45,nov-16,0.04,0.021,SSD,SCHAL,2.6,IND,2,19N
3920,10710,2652.5,0.60395833,7,45,nov-16,0.04,0.0196,SSD,SCHAL,2.6,MED,1,19
3940,10690,2637.5,0.6675,8,43,dic-16,0.1075,0.014,SSF,SASOL,2.6,MED,1,42
3960,10690,2637.5,0.59458333,8,45,dic-16,0.06791667,0.0094,SSF,SCHAL,2.6,MED,1,34
3940,10710,2637.5,0.58541667,7,45,dic-16,0.04708333,0.0166,SSD,SCHAL,2.6,MED,1,42
3960,10710,2637.5,0.52125,7,45,dic-16,0.03625,0.012,SSD,SCHAL,2.6,MED,1,34
3940,10690,2652.5,0.79,8,43,nov-16,0.16,0.0143,SSF,SASOL,2.6,MED,1,34
3960,10690,2652.5,0.645625,8,43,dic-16,0.09854167,0.0108,SSF,SASOL,2.6,MED,1,42
3940,10710,2652.5,0.80583333,8,43,nov-16,0.1225,0.0157,SSF,SASOL,2.6,MED,1,19
3960,10710,2652.5,0.57479167,8,43,dic-16,0.06958333,0.009,SSF,SASOL,2.6,MED,1,42
3980,10690,2637.5,0.60375,8,43,dic-16,0.116875,0.0135,SSF,SASOL,2.6,IND,2,42
4000,10690,2637.5,0.65,8,43,dic-16,0.12,0.0195,SSF,SASOL,2.6,MED,1,42
3980,10710,2637.5,0.65333333,8,43,dic-16,0.16666667,0.0121,SSF,SASOL,2.6,INF,3,19N
4000,10710,2637.5,0.60270833,8,45,dic-16,0.06708333,0.0177,SSF,SCHAL,2.6,MED,1,34
3980,10690,2652.5,0.62145833,8,43,dic-16,0.09770833,0.0113,SSF,SASOL,2.6,MED,1,42
4000,10690,2652.5,0.61375,8,43,dic-16,0.100625,0.02,SSF,SASOL,2.6,MED,1,19
3980,10710,2652.5,0.57375,8,43,dic-16,0.12395833,0.0116,SSF,SASOL,2.6,MED,1,42
4000,10710,2652.5,0.64541667,8,43,dic-16,0.07833333,0.0182,SSF,SASOL,2.6,MED,1,42
4020,10690,2637.5,0.75833333,8,43,dic-16,0.118125,0.0241,SSF,SASOL,2.6,MED,1,19
4020,10710,2637.5,0.73541667,8,43,dic-16,0.08833333,0.0241,SSF,SASOL,2.6,MED,1,34
4020,10690,2652.5,0.79,8,43,dic-16,0.14,0.0252,SSF,SASOL,2.6,INF,3,19N
4040,10690,2652.5,0.62395833,61,45,dic-16,0.05375,0.0309,CPY,SCHAL,2.6,IND,2,19N
4020,10710,2652.5,0.66416667,8,45,dic-16,0.075,0.0372,SSF,SCHAL,2.6,INF,3,19N
4040,10710,2652.5,0.58708333,61,45,dic-16,0.02979167,0.0317,CPY,SCHAL,2.6,MED,1,42
3660,10730,2652.5,0.35458333,8,43,dic-16,0.0725,0.0062,SSF,SASOL,2.6,MED,1,19
3680,10730,2652.5,0.49875,8,43,dic-16,0.075,0.0042,SSF,SASOL,2.6,MED,1,42
3680,10750,2652.5,0.43625,8,43,dic-16,0.07583333,0.0041,SSF,SASOL,2.6,MED,1,34
3700,10730,2637.5,0.50375,8,45,dic-16,0.04291667,0.0054,SSF,SCHAL,2.6,MED,1,42
3700,10750,2637.5,0.52,8,43,dic-16,0.065,0.005,SSF,SASOL,2.6,MED,1,19
3700,10730,2652.5,0.49958333,2,33,dic-16,0.07333333,0.001,MIX,MXAL,2.6,MED,1,19
3720,10730,2652.5,0.56166667,61,45,dic-16,0.024375,0.0022,CPY,SCHAL,2.6,IND,2,42
3700,10750,2652.5,0.49,2,33,dic-16,0.11208333,0.001,MIX,MXAL,2.6,IND,2,19N
3720,10750,2652.5,0.51291667,8,45,dic-16,0.05416667,0.0054,SSF,SCHAL,2.6,MED,1,19
3740,10730,2637.5,0.4775,61,45,dic-16,0.0275,0.0022,CPY,SCHAL,2.6,MED,1,19
3760,10730,2637.5,0.42916667,61,44,dic-16,0.02020833,0.0018,CPY,SCHBL,2.6,MED,1,34
3740,10750,2637.5,0.55604167,62,45,dic-16,0.03208333,0.0019,BO,SCHAL,2.6,MED,1,34
3760,10750,2637.5,0.46958333,62,45,dic-16,0.0275,0.0021,BO,SCHAL,2.6,MED,1,34
3740,10730,2652.5,0.37333333,61,44,dic-16,0.02166667,0.0021,CPY,SCHBL,2.6,MED,1,42
3760,10730,2652.5,0.32,61,44,nov-16,0.01,0.0017,CPY,SCHBL,2.6,MED,1,19
3740,10750,2652.5,0.38020833,61,44,nov-16,0.02395833,0.002,CPY,SCHBL,2.6,MED,1,34
3760,10750,2652.5,0.3325,62,44,nov-16,0.0175,0.0021,BO,SCHBL,2.6,MED,1,19
3780,10730,2637.5,0.39291667,62,44,dic-16,0.02645833,0.0058,BO,SCHBL,2.6,MED,1,19
3800,10730,2637.5,0.59625,62,45,dic-16,0.0475,0.0083,BO,SCHAL,2.6,MED,1,42
3780,10750,2637.5,0.444375,61,44,dic-16,0.02916667,0.0061,CPY,SCHBL,2.6,IND,2,19N
3800,10750,2637.5,0.4375,62,44,dic-16,0.02875,0.0125,BO,SCHBL,2.6,IND,2,19N
3780,10730,2652.5,0.375,61,44,nov-16,0.02375,0.0081,CPY,SCHBL,2.6,MED,1,19
3800,10730,2652.5,0.5975,7,45,nov-16,0.05083333,0.0082,SSD,SCHAL,2.6,MED,1,42
3780,10750,2652.5,0.38833333,61,44,nov-16,0.02229167,0.0049,CPY,SCHBL,2.6,MED,1,34
3800,10750,2652.5,0.49083333,62,45,nov-16,0.030625,0.002,BO,SCHAL,2.6,MED,1,42
3820,10730,2637.5,0.68229167,7,45,dic-16,0.04041667,0.0142,SSD,SCHAL,2.6,IND,2,42
3840,10730,2637.5,0.63,7,45,dic-16,0.03,0.0148,SSD,SCHAL,2.6,MED,1,42
3820,10750,2637.5,0.713125,7,45,dic-16,0.055625,0.0152,SSD,SCHAL,2.6,MED,1,34
3840,10750,2637.5,0.62,7,45,dic-16,0.03,0.0126,SSD,SCHAL,2.6,MED,1,42
3820,10730,2652.5,0.67916667,8,45,nov-16,0.06083333,0.0131,SSF,SCHAL,2.6,IND,2,19N
3840,10730,2652.5,0.6825,7,45,nov-16,0.0325,0.0124,SSD,SCHAL,2.6,MED,1,34
3820,10750,2652.5,0.69875,7,45,nov-16,0.06208333,0.0143,SSD,SCHAL,2.6,MED,1,34
3840,10750,2652.5,0.725625,8,45,oct-16,0.0675,0.0135,SSF,SCHAL,2.6,IND,2,19N
3860,10730,2637.5,0.58,7,45,dic-16,0.03,0.0135,SSD,SCHAL,2.6,INF,3,19N
3880,10730,2637.5,0.59,7,45,dic-16,0.03,0.0141,SSD,SCHAL,2.6,IND,2,19N
3860,10750,2637.5,0.57,7,45,dic-16,0.04,0.0144,SSD,SCHAL,2.6,MED,1,34
3880,10750,2637.5,0.67770833,7,45,dic-16,0.038125,0.0144,SSD,SCHAL,2.6,INF,3,19N
3860,10730,2652.5,0.61,7,45,oct-16,0.03,0.0169,SSD,SCHAL,2.6,IND,2,19N
3880,10730,2652.5,0.6,7,45,oct-16,0.03,0.0207,SSD,SCHAL,2.6,MED,1,42
3860,10750,2652.5,0.69416667,7,45,oct-16,0.06916667,0.0145,SSD,SCHAL,2.6,MED,1,34
3880,10750,2652.5,0.655,7,45,oct-16,0.040625,0.0171,SSD,SCHAL,2.6,MED,1,34
3900,10730,2637.5,0.61,7,45,dic-16,0.04,0.0251,SSD,SCHAL,2.6,INF,3,19N
3920,10730,2637.5,0.65229167,7,45,dic-16,0.04833333,0.0118,SSD,SCHAL,2.6,MED,1,34
3900,10750,2637.5,0.66625,7,45,dic-16,0.04,0.0211,SSD,SCHAL,2.6,MED,1,19
3920,10750,2637.5,0.74770833,7,43,dic-16,0.1425,0.0202,SSD,SASOL,2.6,MED,1,34
3900,10730,2652.5,0.64,7,45,nov-16,0.05,0.0168,SSD,SCHAL,2.6,IND,2,19N
3920,10730,2652.5,0.776875,7,45,nov-16,0.04729167,0.0177,SSD,SCHAL,2.6,MED,1,34
3900,10750,2652.5,0.66,7,45,oct-16,0.04,0.0169,SSD,SCHAL,2.6,MED,1,34
3920,10750,2652.5,0.774375,7,43,oct-16,0.16375,0.01,SSD,SASOL,2.6,MED,1,19
3940,10730,2637.5,0.618125,62,45,dic-16,0.06479167,0.0164,BO,SCHAL,2.6,INF,3,19N
3960,10730,2637.5,0.585,7,45,dic-16,0.05,0.0127,SSD,SCHAL,2.6,MED,1,42
3940,10750,2637.5,0.783125,2,33,dic-16,0.193125,0.001,MIX,MXAL,2.6,MED,1,34
3960,10750,2637.5,0.91666667,2,33,dic-16,0.39,0.001,MIX,MXAL,2.6,IND,2,19N
3940,10730,2652.5,0.72791667,8,43,nov-16,0.10875,0.0163,SSF,SASOL,2.6,MED,1,34
3960,10730,2652.5,0.66166667,8,43,nov-16,0.09958333,0.0144,SSF,SASOL,2.6,MED,1,34
3940,10750,2652.5,0.75104167,2,33,nov-16,0.26791667,0.001,MIX,MXAL,2.6,MED,1,19
3960,10750,2652.5,0.75854167,2,33,nov-16,0.40375,0.001,MIX,MXAL,2.6,MED,1,42
3980,10730,2637.5,0.62125,8,43,dic-16,0.08625,0.0152,SSF,SASOL,2.6,MED,1,42
4000,10730,2637.5,0.74958333,62,43,dic-16,0.16729167,0.0272,BO,SASOL,2.6,INF,3,19N
3980,10750,2637.5,0.74833333,8,43,dic-16,0.13833333,0.0149,SSF,SASOL,2.6,IND,2,19N
4000,10750,2637.5,1.0325,2,33,dic-16,0.25208333,0.001,MIX,MXAL,2.6,MED,1,42
3980,10730,2652.5,0.56,8,45,dic-16,0.06,0.0139,SSF,SCHAL,2.6,MED,1,42
4000,10730,2652.5,0.73708333,8,43,dic-16,0.11125,0.023,SSF,SASOL,2.6,MED,1,19
3980,10750,2652.5,0.765625,2,33,dic-16,0.25125,0.001,MIX,MXAL,2.6,MED,1,34
4000,10750,2652.5,0.84958333,8,43,dic-16,0.168125,0.0286,SSF,SASOL,2.6,INF,3,19N
4020,10730,2637.5,0.514375,62,45,dic-16,0.03645833,0.0287,BO,SCHAL,2.6,MED,1,34
4020,10750,2637.5,0.55,62,45,dic-16,0.04,0.0358,BO,SCHAL,2.6,INF,3,19N
4020,10730,2652.5,0.46104167,61,45,dic-16,0.02520833,0.0363,CPY,SCHAL,2.6,MED,1,19
4040,10730,2652.5,0.53375,61,45,dic-16,0.02458333,0.0333,CPY,SCHAL,2.6,MED,1,34
4020,10750,2652.5,0.65791667,62,45,dic-16,0.04208333,0.0394,BO,SCHAL,2.6,MED,1,19
4040,10750,2652.5,0.51,61,45,dic-16,0.02,0.0358,CPY,SCHAL,2.6,INF,3,19N
3680,10770,2652.5,0.40208333,8,43,dic-16,0.05854167,0.0046,SSF,SASOL,2.6,MED,1,19
3680,10790,2652.5,0.3925,7,44,dic-16,0.03541667,0.004,SSD,SCHBL,2.6,MED,1,34
3700,10770,2637.5,0.44125,8,43,dic-16,0.065625,0.0044,SSF,SASOL,2.6,MED,1,42
3720,10770,2637.5,0.4575,8,43,dic-16,0.07354167,0.0047,SSF,SASOL,2.6,IND,2,19N
3700,10790,2637.5,0.406875,7,44,dic-16,0.039375,0.0016,SSD,SCHBL,2.6,MED,1,19
3720,10790,2637.5,0.41,8,43,dic-16,0.06,0.0027,SSF,SASOL,2.6,IND,2,19N
3700,10770,2652.5,0.46625,8,43,dic-16,0.07625,0.0036,SSF,SASOL,2.6,IND,2,19N
3720,10770,2652.5,0.40083333,8,43,dic-16,0.075,0.0024,SSF,SASOL,2.6,MED,1,19
3700,10790,2652.5,0.42666667,8,43,dic-16,0.05666667,0.0017,SSF,SASOL,2.6,MED,1,34
3720,10790,2652.5,0.41,8,43,dic-16,0.06,0.0018,SSF,SASOL,2.6,MED,1,34
3740,10770,2637.5,0.5425,7,45,dic-16,0.03479167,0.0025,SSD,SCHAL,2.6,INF,3,19N
3760,10770,2637.5,0.43291667,62,44,dic-16,0.03041667,0.0021,BO,SCHBL,2.6,IND,2,19N
3740,10790,2637.5,0.501875,7,45,dic-16,0.0575,0.0028,SSD,SCHAL,2.6,IND,2,42
3760,10790,2637.5,0.49104167,62,45,dic-16,0.03479167,0.0026,BO,SCHAL,2.6,INF,3,19N
3740,10770,2652.5,0.40770833,7,44,nov-16,0.03104167,0.0023,SSD,SCHBL,2.6,MED,1,42
3760,10770,2652.5,0.35416667,62,44,nov-16,0.02895833,0.0021,BO,SCHBL,2.6,INF,3,19N
3740,10790,2652.5,0.429375,7,43,nov-16,0.054375,0.0025,SSD,SASOL,2.6,MED,1,42
3760,10790,2652.5,0.37666667,62,44,nov-16,0.029375,0.0022,BO,SCHBL,2.6,MED,1,34
3780,10770,2637.5,0.6275,7,45,dic-16,0.06125,0.0084,SSD,SCHAL,2.6,IND,2,19N
3800,10770,2637.5,0.5475,62,45,dic-16,0.04666667,0.0129,BO,SCHAL,2.6,MED,1,19
3780,10790,2637.5,0.46125,62,45,dic-16,0.03375,0.0091,BO,SCHAL,2.6,IND,2,19N
3800,10790,2637.5,0.52375,7,43,dic-16,0.064375,0.0102,SSD,SASOL,2.6,MED,1,42
3780,10770,2652.5,0.47375,7,45,nov-16,0.04625,0.0087,SSD,SCHAL,2.6,INF,3,19N
3800,10770,2652.5,0.49875,61,45,nov-16,0.03479167,0.0108,CPY,SCHAL,2.6,MED,1,34
3780,10790,2652.5,0.43770833,62,44,nov-16,0.03458333,0.0097,BO,SCHBL,2.6,MED,1,19
3800,10790,2652.5,0.49791667,7,45,nov-16,0.05458333,0.0102,SSD,SCHAL,2.6,MED,1,19
3820,10770,2637.5,0.735,7,45,dic-16,0.076875,0.0134,SSD,SCHAL,2.6,IND,2,19N
3840,10770,2637.5,0.6275,7,45,dic-16,0.043125,0.0108,SSD,SCHAL,2.6,MED,1,34
3820,10790,2637.5,0.52291667,7,43,dic-16,0.07916667,0.0115,SSD,SASOL,2.6,MED,1,34
3840,10790,2637.5,0.4875,7,43,dic-16,0.065,0.0063,SSD,SASOL,2.6,MED,1,19
3820,10770,2652.5,0.659375,7,45,oct-16,0.07375,0.0121,SSD,SCHAL,2.6,MED,1,42
3840,10770,2652.5,0.701875,8,45,oct-16,0.046875,0.01,SSF,SCHAL,2.6,INF,3,19N
3820,10790,2652.5,0.529375,7,43,oct-16,0.07854167,0.0096,SSD,SASOL,2.6,MED,1,34
3840,10790,2652.5,0.60125,7,45,oct-16,0.05875,0.0065,SSD,SCHAL,2.6,MED,1,19
3860,10770,2637.5,0.5725,7,43,dic-16,0.12458333,0.0129,SSD,SASOL,2.6,MED,1,42
3880,10770,2637.5,0.725,62,45,dic-16,0.05166667,0.013,BO,SCHAL,2.6,MED,1,42
3860,10790,2637.5,0.62729167,2,33,dic-16,0.26333333,0.001,MIX,MXAL,2.6,MED,1,19
3880,10790,2637.5,0.51458333,7,43,dic-16,0.07041667,0.0085,SSD,SASOL,2.6,IND,2,19N
3860,10770,2652.5,0.73083333,8,43,oct-16,0.15166667,0.0119,SSF,SASOL,2.6,MED,1,19
3880,10770,2652.5,0.72166667,7,45,oct-16,0.06,0.0126,SSD,SCHAL,2.6,MED,1,42
3860,10790,2652.5,0.695,2,33,oct-16,0.224375,0.001,MIX,MXAL,2.6,IND,2,19N
3880,10790,2652.5,0.576875,7,45,oct-16,0.06854167,0.008,SSD,SCHAL,2.6,IND,2,42
3900,10770,2637.5,0.7675,8,45,dic-16,0.08854167,0.021,SSF,SCHAL,2.6,MED,1,34
3920,10770,2637.5,0.815625,2,33,dic-16,0.19270833,0.001,MIX,MXAL,2.6,IND,2,19N
3900,10790,2637.5,0.665,62,45,dic-16,0.05375,0.0113,BO,SCHAL,2.6,MED,1,42
3920,10790,2637.5,0.73958333,2,33,dic-16,0.21041667,0.001,MIX,MXAL,2.6,IND,2,19N
3900,10770,2652.5,0.74375,8,43,oct-16,0.091875,0.0192,SSF,SASOL,2.6,MED,1,34
3920,10770,2652.5,0.778125,7,43,oct-16,0.160625,0.0097,SSD,SASOL,2.6,MED,1,34
3900,10790,2652.5,0.63729167,7,45,oct-16,0.05770833,0.007,SSD,SCHAL,2.6,INF,3,19N
3920,10790,2652.5,0.79083333,8,43,oct-16,0.193125,0.0088,SSF,SASOL,2.6,MED,1,42
3940,10770,2637.5,0.845,2,33,dic-16,0.26666667,0.001,MIX,MXAL,2.6,MED,1,42
3960,10770,2637.5,0.81625,2,33,dic-16,0.30125,0.001,MIX,MXAL,2.6,MED,1,34
3940,10790,2637.5,0.7975,2,33,dic-16,0.15291667,0.001,MIX,MXAL,2.6,INF,3,19N
3960,10790,2637.5,0.6475,62,45,dic-16,0.05,0.0125,BO,SCHAL,2.6,MED,1,42
3940,10770,2652.5,0.82,2,33,nov-16,0.225,0.001,MIX,MXAL,2.6,IND,2,42
3960,10770,2652.5,0.741875,2,33,nov-16,0.359375,0.001,MIX,MXAL,2.6,INF,3,19N
3940,10790,2652.5,0.8975,8,43,nov-16,0.13958333,0.0112,SSF,SASOL,2.6,INF,3,19N
3960,10790,2652.5,0.68479167,62,45,oct-16,0.0725,0.013,BO,SCHAL,2.6,MED,1,34
3980,10770,2637.5,0.89,2,33,dic-16,0.4,0.001,MIX,MXAL,2.6,MED,1,19
4000,10770,2637.5,0.92,2,33,dic-16,0.283125,0.001,MIX,MXAL,2.6,MED,1,34
3980,10790,2637.5,0.66604167,62,43,dic-16,0.14875,0.0148,BO,SASOL,2.6,MED,1,42
3980,10770,2652.5,0.82,2,33,oct-16,0.37,0.001,MIX,MXAL,2.6,IND,2,42
4000,10770,2652.5,0.873125,2,33,oct-16,0.389375,0.001,MIX,MXAL,2.6,MED,1,42
3980,10790,2652.5,0.67083333,2,33,oct-16,0.21583333,0.001,MIX,MXAL,2.6,IND,2,19N
4000,10790,2652.5,0.81,2,33,oct-16,0.37,0.001,MIX,MXAL,2.6,MED,1,19
4020,10770,2637.5,0.83,62,45,dic-16,0.06,0.0423,BO,SCHAL,2.6,MED,1,42
4020,10790,2637.5,0.63,62,45,dic-16,0.05,0.0381,BO,SCHAL,2.6,MED,1,42
4040,10790,2637.5,0.50041667,62,45,dic-16,0.03958333,0.0294,BO,SCHAL,2.6,IND,2,42
4020,10770,2652.5,0.72041667,62,45,dic-16,0.04916667,0.0393,BO,SCHAL,2.6,MED,1,34
4040,10770,2652.5,0.5075,61,45,dic-16,0.025,0.035,CPY,SCHAL,2.6,MED,1,34
4020,10790,2652.5,0.58416667,62,45,oct-16,0.05666667,0.0369,BO,SCHAL,2.6,MED,1,42
4040,10790,2652.5,0.46,62,45,oct-16,0.029375,0.0379,BO,SCHAL,2.6,IND,2,19N
3700,10810,2637.5,0.4275,7,44,dic-16,0.03,0.0017,SSD,SCHBL,2.6,MED,1,34
3720,10810,2637.5,0.43645833,8,44,dic-16,0.045,0.0017,SSF,SCHBL,2.6,MED,1,34
3720,10830,2637.5,0.29333333,62,41,dic-16,0.02,0.0014,BO,SBL,2.6,MED,1,19
3700,10810,2652.5,0.4,7,44,dic-16,0.03,0.0016,SSD,SCHBL,2.6,IND,2,19N
3720,10810,2652.5,0.419375,8,43,dic-16,0.05645833,0.0017,SSF,SASOL,2.6,IND,2,42
3700,10830,2652.5,0.37,62,44,dic-16,0.03,0.0016,BO,SCHBL,2.6,MED,1,34
3720,10830,2652.5,0.22666667,5,41,dic-16,0.02125,0.0014,EST_PY,SBL,2.6,MED,1,34
3740,10810,2637.5,0.4975,8,43,dic-16,0.07875,0.0027,SSF,SASOL,2.6,IND,2,19N
3760,10810,2637.5,0.470625,61,45,dic-16,0.0275,0.0027,CPY,SCHAL,2.6,MED,1,19
3740,10830,2637.5,0.400625,8,43,dic-16,0.05104167,0.0025,SSF,SASOL,2.6,MED,1,19
3760,10830,2637.5,0.379375,61,44,dic-16,0.0275,0.0024,CPY,SCHBL,2.6,MED,1,19
3740,10810,2652.5,0.43,8,43,dic-16,0.065,0.0025,SSF,SASOL,2.6,MED,1,19
3760,10810,2652.5,0.35770833,7,44,nov-16,0.02979167,0.0024,SSD,SCHBL,2.6,IND,2,42
3740,10830,2652.5,0.3975,8,43,dic-16,0.06916667,0.0025,SSF,SASOL,2.6,IND,2,42
3760,10830,2652.5,0.38729167,7,43,dic-16,0.05375,0.0026,SSD,SASOL,2.6,INF,3,19N
3780,10810,2637.5,0.47,62,45,dic-16,0.03,0.0082,BO,SCHAL,2.6,MED,1,19
3800,10810,2637.5,0.5625,62,45,dic-16,0.04,0.0096,BO,SCHAL,2.6,MED,1,19
3780,10830,2637.5,0.42291667,62,44,dic-16,0.02645833,0.0046,BO,SCHBL,2.6,MED,1,19
3800,10830,2637.5,0.53,62,45,dic-16,0.04,0.0071,BO,SCHAL,2.6,MED,1,34
3780,10810,2652.5,0.49,62,45,nov-16,0.04,0.002,BO,SCHAL,2.6,IND,2,42
3800,10810,2652.5,0.57104167,62,45,nov-16,0.04229167,0.0092,BO,SCHAL,2.6,INF,3,19N
3780,10830,2652.5,0.4625,62,45,nov-16,0.030625,0.0055,BO,SCHAL,2.6,MED,1,42
3800,10830,2652.5,0.55,62,45,oct-16,0.04,0.0043,BO,SCHAL,2.6,MED,1,42
3820,10810,2637.5,0.44708333,7,43,dic-16,0.07791667,0.011,SSD,SASOL,2.6,IND,2,19N
