xcentre,ycentre,zcentre,cut_gc,zmin_gc,oretype_gc,cus_gc,mot_gc
4060.00000000,9390.00000000,2622.50000000,0.91,8.0,45,0.082,0.016,
4080.00000000,9390.00000000,2622.50000000,0.55,7.0,45,0.045,0.013,
4100.00000000,9370.00000000,2607.50000000,0.40,7.0,44,0.027,0.0082,
4120.00000000,9370.00000000,2607.50000000,0.40,7.0,44,0.032,0.026,
4100.00000000,9390.00000000,2607.50000000,0.48,7.0,45,0.045,0.011,
4120.00000000,9390.00000000,2607.50000000,0.42,6.0,44,0.036,0.035,
4100.00000000,9370.00000000,2622.50000000,0.43,6.0,44,0.028,0.013,
4120.00000000,9370.00000000,2622.50000000,0.48,6.0,45,0.047,0.017,
4100.00000000,9390.00000000,2622.50000000,0.48,6.0,45,0.034,0.013,
4120.00000000,9390.00000000,2622.50000000,0.46,6.0,43,0.067,0.0095,
4140.00000000,9370.00000000,2607.50000000,0.50,7.0,45,0.046,0.014,
4160.00000000,9370.00000000,2607.50000000,0.87,2.0,33,0.17,0.041,
4140.00000000,9390.00000000,2607.50000000,0.56,6.0,45,0.041,0.0096,
4160.00000000,9390.00000000,2607.50000000,0.88,6.0,43,0.15,0.012,
4140.00000000,9370.00000000,2622.50000000,0.48,7.0,43,0.079,0.011,
4160.00000000,9370.00000000,2622.50000000,0.68,7.0,43,0.097,0.015,
4140.00000000,9390.00000000,2622.50000000,0.39,7.0,43,0.14,0.0063,
4160.00000000,9390.00000000,2622.50000000,0.74,7.0,43,0.12,0.012,
4180.00000000,9370.00000000,2607.50000000,0.56,2.0,33,0.11,0.018,
4180.00000000,9390.00000000,2607.50000000,1.3,2.0,33,0.19,0.028,
4180.00000000,9370.00000000,2622.50000000,0.76,6.0,43,0.14,0.031,
4200.00000000,9370.00000000,2622.50000000,0.38,6.0,44,0.034,0.018,
4180.00000000,9390.00000000,2622.50000000,0.86,2.0,33,0.12,0.019,
4000.00000000,9410.00000000,2622.50000000,1.1,45,0.10,0.024,
3980.00000000,9430.00000000,2622.50000000,1.5,42,0.14,0.035,
4000.00000000,9430.00000000,2622.50000000,1.2,42,0.11,0.046,
4040.00000000,9430.00000000,2607.50000000,1.8,8.0,45,0.14,0.021,
4040.00000000,9410.00000000,2622.50000000,1.1,8.0,45,0.093,0.044,
4020.00000000,9430.00000000,2622.50000000,1.0,8.0,45,0.090,0.024,
4040.00000000,9430.00000000,2622.50000000,1.1,8.0,45,0.11,0.028,
4060.00000000,9410.00000000,2607.50000000,1.2,8.0,43,0.14,0.023,
4080.00000000,9410.00000000,2607.50000000,0.66,7.0,45,0.066,0.015,
4060.00000000,9430.00000000,2607.50000000,0.96,8.0,45,0.082,0.0081,
4080.00000000,9430.00000000,2607.50000000,0.91,8.0,45,0.085,0.014,
4060.00000000,9410.00000000,2622.50000000,1.0,8.0,45,0.12,0.023,
4080.00000000,9410.00000000,2622.50000000,0.63,7.0,45,0.065,0.016,
4060.00000000,9430.00000000,2622.50000000,1.1,8.0,45,0.094,0.019,
4080.00000000,9430.00000000,2622.50000000,0.71,8.0,45,0.081,0.014,
4100.00000000,9410.00000000,2607.50000000,0.30,2.0,32,0.045,0.0086,
4120.00000000,9410.00000000,2607.50000000,0.41,2.0,33,0.044,0.011,
4100.00000000,9430.00000000,2607.50000000,0.62,7.0,45,0.074,0.016,
4120.00000000,9430.00000000,2607.50000000,0.39,7.0,44,0.042,0.013,
4100.00000000,9410.00000000,2622.50000000,0.48,7.0,45,0.033,0.014,
4120.00000000,9410.00000000,2622.50000000,0.41,6.0,43,0.095,0.018,
4100.00000000,9430.00000000,2622.50000000,0.62,7.0,45,0.050,0.013,
4120.00000000,9430.00000000,2622.50000000,0.37,6.0,44,0.034,0.0079,
4140.00000000,9410.00000000,2607.50000000,0.56,6.0,45,0.067,0.028,
4160.00000000,9410.00000000,2607.50000000,0.51,6.0,45,0.045,0.013,
4140.00000000,9430.00000000,2607.50000000,0.58,7.0,45,0.052,0.0073,
4160.00000000,9430.00000000,2607.50000000,0.48,8.0,45,0.033,0.016,
4140.00000000,9410.00000000,2622.50000000,0.46,6.0,43,0.067,0.011,
4160.00000000,9410.00000000,2622.50000000,0.50,6.0,45,0.054,0.0044,
4140.00000000,9430.00000000,2622.50000000,0.68,8.0,43,0.097,0.0090,
4160.00000000,9430.00000000,2622.50000000,0.60,8.0,45,0.055,0.0089,
4180.00000000,9410.00000000,2622.50000000,0.54,6.0,45,0.058,0.0079,
4180.00000000,9430.00000000,2622.50000000,0.69,7.0,45,0.044,0.010,
3920.00000000,9470.00000000,2622.50000000,1.8,45,0.099,0.021,
3960.00000000,9450.00000000,2607.50000000,1.0,45,0.10,0.059,
3940.00000000,9470.00000000,2607.50000000,1.7,45,0.11,0.022,
3960.00000000,9470.00000000,2607.50000000,1.6,45,0.11,0.055,
3940.00000000,9450.00000000,2622.50000000,1.6,45,0.092,0.039,
3960.00000000,9450.00000000,2622.50000000,1.6,42,0.11,0.041,
3940.00000000,9470.00000000,2622.50000000,1.6,45,0.099,0.035,
3960.00000000,9470.00000000,2622.50000000,1.3,45,0.096,0.027,
3980.00000000,9450.00000000,2607.50000000,1.0,45,0.12,0.041,
4000.00000000,9450.00000000,2607.50000000,1.2,45,0.13,0.024,
3980.00000000,9470.00000000,2607.50000000,1.3,45,0.099,0.043,
4000.00000000,9470.00000000,2607.50000000,1.1,45,0.086,0.035,
3980.00000000,9450.00000000,2622.50000000,1.7,42,0.14,0.040,
4000.00000000,9450.00000000,2622.50000000,1.6,42,0.16,0.043,
3980.00000000,9470.00000000,2622.50000000,1.2,45,0.11,0.046,
4000.00000000,9470.00000000,2622.50000000,1.1,45,0.12,0.052,
4020.00000000,9450.00000000,2607.50000000,1.0,45,0.081,0.030,
4040.00000000,9450.00000000,2607.50000000,1.7,8.0,45,0.13,0.031,
4020.00000000,9470.00000000,2607.50000000,1.0,33,0.087,0.025,
4040.00000000,9470.00000000,2607.50000000,1.2,8.0,45,0.10,0.022,
4020.00000000,9450.00000000,2622.50000000,0.98,8.0,45,0.069,0.023,
4040.00000000,9450.00000000,2622.50000000,1.1,8.0,45,0.11,0.028,
4020.00000000,9470.00000000,2622.50000000,0.72,45,0.078,0.035,
4040.00000000,9470.00000000,2622.50000000,1.2,8.0,45,0.079,0.018,
4060.00000000,9450.00000000,2607.50000000,0.90,8.0,45,0.084,0.0096,
4080.00000000,9450.00000000,2607.50000000,0.82,8.0,45,0.066,0.021,
4060.00000000,9470.00000000,2607.50000000,1.1,8.0,45,0.11,0.012,
4080.00000000,9470.00000000,2607.50000000,1.2,100,45,0.10,0.016,
4060.00000000,9450.00000000,2622.50000000,1.2,8.0,45,0.12,0.019,
4080.00000000,9450.00000000,2622.50000000,0.62,8.0,45,0.053,0.012,
4060.00000000,9470.00000000,2622.50000000,1.5,8.0,45,0.13,0.021,
4080.00000000,9470.00000000,2622.50000000,0.79,8.0,45,0.066,0.011,
4100.00000000,9450.00000000,2607.50000000,0.58,7.0,45,0.040,0.019,
4120.00000000,9450.00000000,2607.50000000,0.73,7.0,45,0.052,0.0068,
4100.00000000,9470.00000000,2607.50000000,0.65,7.0,45,0.054,0.0047,
4120.00000000,9470.00000000,2607.50000000,0.58,7.0,45,0.045,0.0053,
4100.00000000,9450.00000000,2622.50000000,0.59,100,45,0.053,0.0079,
4120.00000000,9450.00000000,2622.50000000,0.45,8.0,44,0.050,0.0082,
4100.00000000,9470.00000000,2622.50000000,0.56,100,45,0.046,0.015,
4120.00000000,9470.00000000,2622.50000000,0.66,7.0,45,0.049,0.021,
4140.00000000,9450.00000000,2607.50000000,0.56,7.0,45,0.045,0.0095,
4160.00000000,9450.00000000,2607.50000000,0.49,7.0,45,0.033,0.0067,
4140.00000000,9470.00000000,2607.50000000,0.44,7.0,44,0.032,0.0067,
4140.00000000,9450.00000000,2622.50000000,0.50,8.0,45,0.031,0.019,
4160.00000000,9450.00000000,2622.50000000,0.75,8.0,45,0.074,0.0065,
4140.00000000,9470.00000000,2622.50000000,0.38,7.0,44,0.025,0.019,
4160.00000000,9470.00000000,2622.50000000,0.52,8.0,45,0.046,0.0039,
3920.00000000,9510.00000000,2607.50000000,1.2,42,0.065,0.015,
3900.00000000,9490.00000000,2622.50000000,1.3,42,0.12,0.039,
3920.00000000,9490.00000000,2622.50000000,1.5,45,0.087,0.016,
3900.00000000,9510.00000000,2622.50000000,0.66,42,0.064,0.015,
3920.00000000,9510.00000000,2622.50000000,1.2,45,0.085,0.011,
3940.00000000,9490.00000000,2607.50000000,1.8,45,0.082,0.015,
3960.00000000,9490.00000000,2607.50000000,1.4,45,0.074,0.029,
3940.00000000,9510.00000000,2607.50000000,1.6,45,0.090,0.022,
3960.00000000,9510.00000000,2607.50000000,1.6,45,0.13,0.022,
3940.00000000,9490.00000000,2622.50000000,1.5,45,0.11,0.0091,
3960.00000000,9490.00000000,2622.50000000,1.5,45,0.11,0.022,
3940.00000000,9510.00000000,2622.50000000,1.4,45,0.090,0.0084,
3960.00000000,9510.00000000,2622.50000000,1.5,45,0.11,0.017,
3980.00000000,9490.00000000,2607.50000000,1.2,45,0.074,0.040,
4000.00000000,9490.00000000,2607.50000000,1.8,45,0.11,0.049,
3980.00000000,9510.00000000,2607.50000000,1.1,45,0.085,0.020,
4000.00000000,9510.00000000,2607.50000000,0.99,45,0.063,0.054,
3980.00000000,9490.00000000,2622.50000000,0.95,45,0.072,0.066,
4000.00000000,9490.00000000,2622.50000000,1.3,45,0.100,0.049,
3980.00000000,9510.00000000,2622.50000000,1.3,45,0.11,0.031,
4000.00000000,9510.00000000,2622.50000000,1.3,45,0.092,0.053,
4020.00000000,9490.00000000,2607.50000000,1.0,33,0.11,0.046,
4040.00000000,9490.00000000,2607.50000000,0.92,45,0.100,0.023,
4020.00000000,9510.00000000,2607.50000000,1.0,45,0.085,0.060,
4040.00000000,9510.00000000,2607.50000000,1.1,45,0.10,0.033,
4020.00000000,9490.00000000,2622.50000000,0.80,45,0.092,0.033,
4040.00000000,9490.00000000,2622.50000000,1.1,45,0.11,0.018,
4020.00000000,9510.00000000,2622.50000000,0.78,45,0.064,0.045,
4040.00000000,9510.00000000,2622.50000000,1.2,45,0.12,0.023,
4060.00000000,9490.00000000,2607.50000000,1.3,8.0,43,0.16,0.010,
4080.00000000,9490.00000000,2607.50000000,1.2,100,43,0.19,0.010,
4060.00000000,9510.00000000,2607.50000000,0.93,8.0,43,0.14,0.020,
4080.00000000,9510.00000000,2607.50000000,0.85,8.0,43,0.21,0.0069,
4060.00000000,9490.00000000,2622.50000000,1.5,8.0,45,0.13,0.020,
4080.00000000,9490.00000000,2622.50000000,1.2,8.0,45,0.099,0.011,
4060.00000000,9510.00000000,2622.50000000,0.81,43,0.11,0.016,
4080.00000000,9510.00000000,2622.50000000,0.70,8.0,43,0.096,0.011,
4100.00000000,9490.00000000,2607.50000000,0.83,8.0,45,0.073,0.012,
4120.00000000,9490.00000000,2607.50000000,0.43,6.0,44,0.028,0.0094,
4100.00000000,9510.00000000,2607.50000000,0.71,2.0,33,0.20,0.0044,
4120.00000000,9510.00000000,2607.50000000,0.49,6.0,45,0.039,0.0096,
4100.00000000,9490.00000000,2622.50000000,0.71,8.0,43,0.10,0.088,
4120.00000000,9490.00000000,2622.50000000,0.48,7.0,45,0.035,0.026,
4100.00000000,9510.00000000,2622.50000000,0.78,2.0,33,0.24,0.040,
4120.00000000,9510.00000000,2622.50000000,0.77,7.0,45,0.071,0.019,
4140.00000000,9490.00000000,2607.50000000,0.46,6.0,45,0.027,0.0061,
4140.00000000,9490.00000000,2622.50000000,0.56,7.0,45,0.029,0.0072,
4140.00000000,9510.00000000,2622.50000000,0.48,7.0,45,0.031,0.0065,
3920.00000000,9530.00000000,2607.50000000,0.86,42,0.074,0.011,
3900.00000000,9530.00000000,2622.50000000,0.42,43,0.059,0.018,
3920.00000000,9530.00000000,2622.50000000,0.97,42,0.058,0.0047,
3900.00000000,9550.00000000,2622.50000000,0.29,41,0.043,0.0068,
3920.00000000,9550.00000000,2622.50000000,0.61,42,0.043,0.0071,
3940.00000000,9530.00000000,2607.50000000,1.2,42,0.11,0.033,
3960.00000000,9530.00000000,2607.50000000,1.2,45,0.11,0.015,
3960.00000000,9550.00000000,2607.50000000,1.5,45,0.11,0.018,
3940.00000000,9530.00000000,2622.50000000,1.2,45,0.081,0.026,
3960.00000000,9530.00000000,2622.50000000,1.4,45,0.11,0.020,
3940.00000000,9550.00000000,2622.50000000,0.81,45,0.056,0.040,
3960.00000000,9550.00000000,2622.50000000,1.1,45,0.071,0.031,
3980.00000000,9530.00000000,2607.50000000,1.4,45,0.10,0.019,
4000.00000000,9530.00000000,2607.50000000,0.99,45,0.068,0.020,
3980.00000000,9550.00000000,2607.50000000,1.2,45,0.10,0.021,
4000.00000000,9550.00000000,2607.50000000,1.2,45,0.10,0.019,
3980.00000000,9530.00000000,2622.50000000,1.1,45,0.087,0.011,
4000.00000000,9530.00000000,2622.50000000,1.2,45,0.063,0.016,
3980.00000000,9550.00000000,2622.50000000,1.2,45,0.075,0.015,
4000.00000000,9550.00000000,2622.50000000,0.98,45,0.067,0.011,
4020.00000000,9530.00000000,2607.50000000,0.76,45,0.061,0.024,
4040.00000000,9530.00000000,2607.50000000,1.3,45,0.091,0.041,
4020.00000000,9550.00000000,2607.50000000,1.1,45,0.076,0.015,
4040.00000000,9550.00000000,2607.50000000,1.2,45,0.094,0.027,
4020.00000000,9530.00000000,2622.50000000,0.88,45,0.052,0.039,
4040.00000000,9530.00000000,2622.50000000,1.9,45,0.11,0.053,
4020.00000000,9550.00000000,2622.50000000,0.88,45,0.051,0.027,
4040.00000000,9550.00000000,2622.50000000,1.3,45,0.093,0.11,
4060.00000000,9530.00000000,2607.50000000,0.93,2.0,33,0.11,0.038,
4080.00000000,9530.00000000,2607.50000000,0.72,2.0,33,0.25,0.0053,
4060.00000000,9550.00000000,2607.50000000,1.1,45,0.092,0.011,
4080.00000000,9550.00000000,2607.50000000,0.34,2.0,32,0.021,0.0066,
4060.00000000,9530.00000000,2622.50000000,1.1,45,0.10,0.021,
4080.00000000,9530.00000000,2622.50000000,0.48,45,0.040,0.0079,
4060.00000000,9550.00000000,2622.50000000,1.0,42,0.080,0.017,
4080.00000000,9550.00000000,2622.50000000,0.48,45,0.035,0.0051,
4100.00000000,9530.00000000,2622.50000000,0.81,2.0,33,0.22,0.0089,
4120.00000000,9530.00000000,2622.50000000,1.2,2.0,33,0.26,0.018,
4100.00000000,9550.00000000,2622.50000000,0.73,2.0,45,0.068,0.014,
3900.00000000,9570.00000000,2622.50000000,0.34,44,0.028,0.0060,
3920.00000000,9570.00000000,2622.50000000,1.1,45,0.068,0.013,
3900.00000000,9590.00000000,2622.50000000,0.56,45,0.033,0.0065,
3920.00000000,9590.00000000,2622.50000000,0.50,45,0.035,0.011,
3960.00000000,9570.00000000,2607.50000000,1.0,10.0,0.079,0.024,
3960.00000000,9590.00000000,2607.50000000,0.98,10.0,0.072,0.035,
3940.00000000,9570.00000000,2622.50000000,1.2,45,0.059,0.025,
3960.00000000,9570.00000000,2622.50000000,1.1,45,0.072,0.032,
3940.00000000,9590.00000000,2622.50000000,0.79,45,0.050,0.011,
3960.00000000,9590.00000000,2622.50000000,1.0,45,0.082,0.018,
3980.00000000,9570.00000000,2607.50000000,0.92,45,0.084,0.0100,
4000.00000000,9570.00000000,2607.50000000,0.98,45,0.092,0.015,
3980.00000000,9590.00000000,2607.50000000,0.71,45,0.060,0.011,
