xcentre,ycentre,zcentre,cut_gc,zmin_gc,oretype_gc,cus_gc,mot_gc
3940,10910,2697.5,0.759469,2,33,0.082302,0.016648,
3960,10910,2697.5,0.630376,6,43,0.093362,0.014921,
3940,10890,2712.5,0.721474,8,45,0.061232,0.007263,
3960,10890,2712.5,0.530665,1,23,0.22235,0.011493,
3940,10910,2712.5,0.615789,2,33,0.095625,0.008832,
3960,10910,2712.5,0.488569,8,43,0.091841,0.012493,
3980,10890,2697.5,0.56693,8,43,0.09993,0.036009,
4000,10890,2697.5,0.602984,6,45,0.055877,0.04308,
3980,10910,2697.5,0.554865,6,43,0.076007,0.021202,
4000,10910,2697.5,0.663817,6,45,0.063664,0.047042,
3980,10890,2712.5,0.454463,2,33,0.323498,0.026165,
4000,10890,2712.5,0.552281,8,43,0.115737,0.024895,
3980,10910,2712.5,0.72377,8,43,0.141881,0.015775,
4000,10910,2712.5,0.588828,8,43,0.073434,0.02099,
4020,10890,2697.5,0.477778,6,45,0.037817,0.033074,
4040,10890,2697.5,0.505364,6,45,0.039316,0.022591,
4020,10910,2697.5,0.415011,6,42,0.045196,0.034045,
4040,10910,2697.5,0.461081,6,42,0.037066,0.035479,
4020,10890,2712.5,0.56469,8,45,0.046697,0.029923,
4040,10890,2712.5,0.443383,6,44,0.029174,0.023324,
4020,10910,2712.5,0.507532,7,45,0.033168,0.028662,
4040,10910,2712.5,0.507808,100,45,0.036319,0.044351,
4060,10890,2697.5,0.557746,8,42,0.044494,0.05924,
4080,10890,2697.5,0.401246,6,44,0.026942,0.033127,
4060,10910,2697.5,0.549021,6,45,0.040994,0.078906,
4080,10910,2697.5,0.776341,8,42,0.068794,0.078631,
4060,10890,2712.5,0.363115,8,22,0.031108,0.029255,
4080,10890,2712.5,0.706189,2,33,0.329496,0.046692,
4060,10910,2712.5,0.54268,100,45,0.043042,0.027525,
4080,10910,2712.5,0.317232,8,43,0.082843,0.037115,
4100,10890,2697.5,0.295241,6,41,0.015111,0.004811,
4120,10890,2697.5,0.418269,6,42,0.026787,0.005312,
4100,10910,2697.5,0.34894,6,44,0.031976,0.014655,
4120,10910,2697.5,0.373524,6,44,0.021667,0.005515,
4100,10890,2712.5,0.433606,6,44,0.045808,0.010997,
4120,10890,2712.5,0.434031,6,44,0.030123,0.003312,
4100,10910,2712.5,0.505834,8,43,0.196727,0.021273,
4120,10910,2712.5,0.499379,6,45,0.040922,0.005919,
4140,10910,2697.5,0.764357,8,23,0.109208,0.006725,
4140,10890,2712.5,0.47518,8,43,0.214771,0.009361,
4160,10890,2712.5,0.782727,32,23,0.70004,0.017613,
4140,10910,2712.5,0.300037,32,22,0.102271,0.010059,
4160,10910,2712.5,0.224738,1,22,0.157506,0.020564,
3640,10930,2697.5,0.634563,0,10,0.059915,0.046204,
3640,10950,2697.5,0.437302,0,10,0.088899,0.034901,
3640,10930,2712.5,0.28574,0,10,0.188799,0.039697,
3620,10950,2712.5,0.70266,0,10,0.463612,0.058197,
3640,10950,2712.5,0.163087,0,10,0.083966,0.033309,
3660,10930,2697.5,0.679705,0,10,0.238577,0.025006,
3680,10930,2697.5,0.992378,0,10,0.343273,0.010266,
3660,10950,2697.5,1.59626,0,10,0.177838,0.015177,
3680,10950,2697.5,0.435328,0,10,0.24187,0.01145,
3660,10930,2712.5,0.381217,1,22,0.240625,0.052446,
3660,10950,2712.5,0.868221,0,10,0.304577,0.030514,
3700,10930,2697.5,0.793619,8,43,0.244657,0.006802,
3720,10930,2697.5,1.0242,6,45,0.076446,0.006238,
3700,10950,2697.5,0.722142,32,23,0.299767,0.009096,
3720,10950,2697.5,1.03051,8,45,0.106589,0.008541,
3740,10930,2697.5,0.766617,6,45,0.040474,0.005099,
3760,10930,2697.5,0.441272,6,44,0.028893,0.003182,
3740,10950,2697.5,0.944266,6,45,0.066581,0.005209,
3760,10950,2697.5,0.505583,6,45,0.034666,0.00386,
3760,10950,2712.5,0.671742,-99,45,0.0248,0.011474,
3780,10930,2697.5,0.368844,6,44,0.027202,0.003682,
3780,10950,2697.5,0.450953,6,45,0.028117,0.004784,
3800,10950,2697.5,0.438762,6,42,0.036986,0.003426,
3780,10930,2712.5,0.342188,6,44,0.029225,0.00249,
3800,10930,2712.5,0.369265,6,43,0.044387,0.003636,
3780,10950,2712.5,0.49141,6,42,0.026035,0.001914,
3800,10950,2712.5,0.483443,6,45,0.027698,0.004646,
3820,10930,2697.5,0.417519,6,44,0.027475,0.00411,
3840,10930,2697.5,0.397524,2,43,0.07586,0.004453,
3820,10950,2697.5,0.48132,6,45,0.045322,0.004693,
3820,10930,2712.5,0.452717,2,43,0.077139,0.004165,
3840,10930,2712.5,0.386062,2,32,0.163294,0.005863,
3820,10950,2712.5,0.542673,8,23,0.067735,0.005279,
3840,10950,2712.5,0.638551,2,33,0.213531,0.005153,
3860,10930,2697.5,0.473598,2,33,0.089812,0.006669,
3880,10930,2697.5,0.744702,8,42,0.063013,0.011344,
3860,10950,2697.5,0.681229,2,33,0.068424,0.00536,
3880,10950,2697.5,0.585404,2,33,0.052566,0.004625,
3860,10930,2712.5,0.80267,32,23,0.410966,0.007504,
3880,10930,2712.5,0.827025,2,33,0.439401,0.008264,
3860,10950,2712.5,0.431311,2,33,0.215968,0.006276,
3880,10950,2712.5,0.802513,2,33,0.248567,0.008696,
3900,10930,2697.5,0.570861,100,42,0.044775,0.008069,
3920,10930,2697.5,0.690784,6,42,0.048151,0.016254,
3900,10950,2697.5,0.646743,100,42,0.047061,0.009478,
3920,10950,2697.5,0.644448,8,42,0.05164,0.008518,
3900,10930,2712.5,0.368673,8,43,0.089814,0.008946,
3920,10930,2712.5,0.945699,8,43,0.128956,0.009951,
3900,10950,2712.5,0.715701,2,33,0.169629,0.009078,
3920,10950,2712.5,0.73814,8,45,0.058432,0.007976,
3940,10930,2697.5,0.709546,6,45,0.056425,0.011197,
3960,10930,2697.5,0.689572,6,45,0.051002,0.018161,
3940,10950,2697.5,0.546469,6,45,0.039185,0.007144,
3960,10950,2697.5,0.567574,6,45,0.032009,0.012179,
3940,10930,2712.5,0.788529,8,43,0.095494,0.007009,
3960,10930,2712.5,0.693669,8,33,0.157376,0.019326,
3940,10950,2712.5,0.745694,8,43,0.11088,0.008699,
3960,10950,2712.5,0.8588,8,43,0.110464,0.01583,
3980,10930,2697.5,0.742051,6,45,0.061791,0.024143,
4000,10930,2697.5,0.653602,6,45,0.059071,0.030182,
3980,10950,2697.5,0.650653,6,45,0.039633,0.024311,
4000,10950,2697.5,0.454529,6,45,0.037863,0.022917,
3980,10930,2712.5,0.915174,8,43,0.116215,0.053354,
4000,10930,2712.5,0.681063,7,45,0.057844,0.040391,
3980,10950,2712.5,0.913368,2,33,0.096352,0.02604,
4000,10950,2712.5,0.557878,7,45,0.037246,0.038856,
4020,10930,2697.5,0.534618,6,45,0.052541,0.056216,
4040,10930,2697.5,0.529689,6,42,0.039101,0.041882,
4020,10950,2697.5,0.562531,6,42,0.045965,0.048233,
4040,10950,2697.5,0.510675,6,42,0.037356,0.02411,
4020,10930,2712.5,0.822962,8,45,0.043614,0.05207,
4040,10930,2712.5,0.572493,7,45,0.032617,0.027725,
4020,10950,2712.5,0.84016,6,43,0.125421,0.039456,
4040,10950,2712.5,0.632828,8,45,0.06362,0.035748,
4060,10930,2697.5,0.458565,6,42,0.033134,0.038764,
4080,10930,2697.5,0.789697,8,42,0.090882,0.033446,
4060,10950,2697.5,0.537167,6,42,0.038155,0.041967,
4080,10950,2697.5,0.628989,6,42,0.040496,0.039423,
4060,10930,2712.5,0.537889,100,45,0.045615,0.034488,
4080,10930,2712.5,0.641165,8,43,0.090835,0.031403,
4060,10950,2712.5,0.703857,7,45,0.043889,0.019917,
4080,10950,2712.5,0.658154,6,45,0.049479,0.028801,
4100,10930,2697.5,0.557143,6,45,0.04973,0.016571,
4120,10930,2697.5,0.306948,6,44,0.016427,0.003984,
4100,10950,2697.5,0.529513,6,45,0.032437,0.017512,
4120,10950,2697.5,0.345436,6,44,0.019665,0.005989,
4100,10930,2712.5,0.772949,100,43,0.205843,0.02432,
4120,10930,2712.5,0.294755,6,41,0.020581,0.004574,
4100,10950,2712.5,0.64906,8,45,0.046626,0.012289,
4120,10950,2712.5,0.492608,6,45,0.018835,0.005692,
4140,10930,2697.5,0.547532,6,45,0.033142,0.00278,
4140,10950,2697.5,0.3701,6,44,0.028091,0.003113,
4140,10930,2712.5,0.487013,6,45,0.051074,0.005245,
4160,10930,2712.5,0.585224,1,23,0.085996,0.015268,
4140,10950,2712.5,0.48342,6,45,0.033142,0.003523,
4160,10950,2712.5,0.577088,8,23,0.063662,0.005543,
3680,10970,2697.5,0.404939,0,10,0.345256,0.009633,
3660,10990,2697.5,0.236395,0,10,0.08959,0.021087,
3680,10990,2697.5,0.389335,0,10,0.325452,0.010994,
3660,10970,2712.5,0.451648,0,10,0.150459,0.019043,
3680,10970,2712.5,0.372902,2,32,0.276238,0.011386,
3660,10990,2712.5,0.271313,0,10,0.20721,0.01135,
3680,10990,2712.5,0.280221,32,22,0.218017,0.011232,
3700,10970,2697.5,0.707379,0,10,0.461197,0.00919,
3720,10970,2697.5,1.00859,100,43,0.183744,0.008592,
3700,10990,2697.5,0.755591,0,10,0.637753,0.008379,
3720,10990,2697.5,0.736416,32,23,0.421311,0.006889,
3740,10970,2697.5,0.96837,3,23,0.2184,0.008924,
3760,10970,2697.5,1.43516,2,43,0.336665,0.012191,
3740,10990,2697.5,1.24798,8,23,0.244913,0.008107,
3760,10990,2697.5,1.25145,2,33,0.310136,0.008813,
3760,10970,2712.5,0.978627,-99,42,0.101993,0.010582,
3760,10990,2712.5,0.541614,6,43,0.199971,0.006755,
3780,10970,2697.5,0.627329,6,45,0.044764,0.00485,
3800,10970,2697.5,0.722308,6,45,0.035248,0.002783,
3780,10990,2697.5,0.602467,6,43,0.137495,0.00854,
3800,10990,2697.5,0.487847,6,45,0.023771,0.003435,
3780,10970,2712.5,0.64111,6,45,0.032375,0.003523,
3800,10970,2712.5,0.711029,6,45,0.03991,0.005256,
3780,10990,2712.5,0.445638,6,44,0.020918,-99,
3800,10990,2712.5,0.518609,6,45,0.021009,0.003054,
3820,10970,2697.5,0.586675,6,45,0.028161,0.004371,
3840,10970,2697.5,0.57928,6,45,0.033489,0.004291,
3820,10990,2697.5,0.64277,6,45,0.016733,0.003566,
3840,10990,2697.5,0.73465,6,45,0.034254,0.011201,
3820,10970,2712.5,0.691744,6,45,0.0397,0.004021,
3840,10970,2712.5,0.832158,8,43,0.174992,0.004701,
3820,10990,2712.5,0.465719,6,45,0.015951,0.002618,
3840,10990,2712.5,0.771051,6,45,0.040605,0.005725,
3860,10970,2697.5,0.599995,6,45,0.035695,0.004215,
3880,10970,2697.5,0.544073,6,45,0.041514,0.005201,
3860,10990,2697.5,0.656031,6,45,0.02931,0.005115,
3880,10990,2697.5,0.568393,6,45,0.027312,0.012376,
3860,10970,2712.5,1.20861,8,43,0.157102,0.004854,
3880,10970,2712.5,0.405369,1,23,0.157775,0.005982,
3860,10990,2712.5,1.01026,8,45,0.07841,0.009887,
3880,10990,2712.5,0.659843,7,45,0.050243,0.011395,
3900,10970,2697.5,0.644724,6,45,0.07213,0.009566,
3920,10970,2697.5,0.507496,6,45,0.046886,0.006407,
3900,10990,2697.5,0.713753,6,45,0.046435,0.011383,
3920,10990,2697.5,0.558228,6,45,0.043165,0.01083,
3900,10970,2712.5,0.61637,2,33,0.21196,0.008433,
3920,10970,2712.5,0.615553,8,43,0.078533,0.007984,
3900,10990,2712.5,0.530189,7,43,0.145013,0.010924,
3920,10990,2712.5,0.462457,2,33,0.099165,0.008555,
3940,10970,2697.5,0.541437,6,45,0.034003,0.009664,
3960,10970,2697.5,0.642515,8,45,0.040381,0.009124,
3940,10990,2697.5,0.507266,6,45,0.034899,0.011586,
3960,10990,2697.5,0.590009,8,45,0.031238,0.009578,
3940,10970,2712.5,1.00964,8,23,0.137389,0.010756,
3960,10970,2712.5,1.71068,8,45,0.172202,0.01964,
3940,10990,2712.5,0.424715,32,23,0.046287,0.010418,
3960,10990,2712.5,0.999863,7,43,0.157592,0.017037,
3980,10970,2697.5,0.535138,6,45,0.038703,0.02569,
4000,10970,2697.5,0.419428,6,44,0.036573,0.01597,
3980,10990,2697.5,0.478468,8,45,0.033397,0.016441,
4000,10990,2697.5,0.77965,8,45,0.062858,0.017106,
3980,10970,2712.5,0.923122,7,45,0.069884,0.024519,
4000,10970,2712.5,0.420484,8,44,0.031253,0.020088,
3980,10990,2712.5,0.606755,8,45,0.04088,0.018124,
4000,10990,2712.5,0.429352,8,44,0.045654,0.013735,
4020,10970,2697.5,0.583649,6,45,0.058007,0.074699,
4040,10970,2697.5,0.529252,6,42,0.04638,0.049219,
4020,10990,2697.5,0.574323,6,45,0.058108,0.018945,
4040,10990,2697.5,0.873808,6,42,0.072482,0.035978,
4020,10970,2712.5,0.603076,8,45,0.028498,0.02,
4040,10970,2712.5,0.512789,8,43,0.081396,0.036489,
4020,10990,2712.5,0.413997,8,44,0.04308,0.023809,
4040,10990,2712.5,0.453557,8,43,0.076839,0.025637,
4060,10970,2697.5,0.517503,6,42,0.040259,0.038489,
4080,10970,2697.5,0.588446,6,42,0.037047,0.043213,
4060,10990,2697.5,0.598304,8,42,0.041613,0.049348,
4080,10990,2697.5,0.569634,6,42,0.036935,0.025733,
4060,10970,2712.5,0.477152,7,43,0.093985,0.042901,
4080,10970,2712.5,0.600415,7,45,0.038899,0.024144,
4060,10990,2712.5,0.452219,8,43,0.128411,0.03775,
4080,10990,2712.5,0.68954,8,45,0.058965,0.036637,
4100,10970,2697.5,0.586921,6,42,0.036274,0.005499,
4120,10970,2697.5,0.408393,6,44,0.025655,0.005596,
4100,10990,2697.5,0.669787,8,42,0.056998,0.013013,
4120,10990,2697.5,0.573043,6,43,0.124412,0.006797,
4100,10970,2712.5,0.460311,6,43,0.074698,0.019179,
4120,10970,2712.5,0.580648,6,45,0.038166,0.00665,
4100,10990,2712.5,0.755152,8,45,0.069192,0.021559,
4120,10990,2712.5,0.464779,6,45,0.030788,0.010333,
4140,10970,2697.5,0.347476,6,44,0.022872,0.005412,
4140,10990,2697.5,0.457465,6,45,0.022814,0.005591,
4140,10970,2712.5,0.345153,6,44,0.024503,0.006801,
4160,10970,2712.5,0.439659,8,43,0.065695,0.005624,
4140,10990,2712.5,0.372951,6,44,0.012347,0.004386,
4160,10990,2712.5,0.463763,6,45,0.034595,0.002715,
3640,11030,2712.5,1.02824,0,10,0.297506,0.032709,
3660,11010,2697.5,0.946008,0,10,0.092698,0.038629,
3680,11010,2697.5,0.727368,0,10,0.596503,0.010113,
3660,11030,2697.5,0.702022,0,10,0.034594,0.017919,
3680,11030,2697.5,0.346316,0,10,0.274913,0.009585,
3660,11010,2712.5,0.278706,0,10,0.196055,0.02476,
3680,11010,2712.5,0.369484,32,22,0.292385,0.015374,
3660,11030,2712.5,0.902983,0,10,0.412693,0.031298,
3680,11030,2712.5,0.47869,0,10,0.258813,0.01666,
3700,11010,2697.5,0.615535,0,10,0.47129,0.008735,
3720,11010,2697.5,0.849364,32,23,0.638123,0.009616,
3700,11030,2697.5,0.619659,0,10,0.4696,0.009882,
3720,11030,2697.5,0.609077,0,10,0.455812,0.006799,
3700,11030,2712.5,0.991856,2,33,0.444881,0.015177,
3740,11010,2697.5,0.841052,8,43,0.174442,0.004884,
3760,11010,2697.5,0.659694,6,45,0.045302,0.003926,
3740,11030,2697.5,0.676239,32,23,0.39624,0.005173,
3760,11030,2697.5,0.919698,6,45,0.0858,0.006177,
3760,11010,2712.5,0.486464,6,43,0.105724,0.004194,
3740,11030,2712.5,0.48992,32,23,0.223676,0.004268,
3760,11030,2712.5,0.305225,6,43,0.098549,0.009665,
3780,11010,2697.5,0.454341,6,45,0.036858,0.006167,
3800,11010,2697.5,0.488101,6,45,0.03101,0.002723,
3780,11030,2697.5,0.470004,6,45,0.026791,0.003505,
3800,11030,2697.5,0.39819,6,44,0.027905,0.002398,
3780,11010,2712.5,0.319292,6,44,0.019448,0.002465,
3800,11010,2712.5,0.363147,6,44,0.018189,0.00254,
3780,11030,2712.5,0.31945,6,44,0.023638,0.005354,
3800,11030,2712.5,0.305934,6,44,0.013838,0.00221,
3820,11010,2697.5,0.358303,6,44,0.021886,0.002232,
3840,11010,2697.5,0.420284,6,44,0.025145,0.007212,
3820,11030,2697.5,0.37374,6,44,0.027176,0.002276,
3840,11030,2697.5,0.49405,6,45,0.020698,0.004762,
3820,11010,2712.5,0.436371,6,44,0.013265,0.002308,
3840,11010,2712.5,0.488634,6,45,0.017515,-99,
3820,11030,2712.5,0.286299,6,41,0.014766,0.002133,
3840,11030,2712.5,0.324687,6,44,0.021009,0.002886,
3860,11010,2697.5,0.538417,6,45,0.032129,0.005345,
3880,11010,2697.5,0.539451,6,45,0.030051,0.005871,
3860,11030,2697.5,0.705885,6,45,0.02578,0.010004,
3880,11030,2697.5,0.504691,6,45,0.032563,0.002995,
3860,11010,2712.5,0.64284,6,45,0.027717,0.003195,
3880,11010,2712.5,0.531225,7,45,0.030493,0.004818,
3860,11030,2712.5,0.520337,2,33,0.026241,0.003634,
3880,11030,2712.5,0.60746,7,45,0.028853,0.007013,
3900,11010,2697.5,0.827187,7,45,0.033359,0.013269,
3920,11010,2697.5,0.784386,6,45,0.04993,0.012685,
3900,11030,2697.5,0.573876,6,45,0.029428,0.006251,
3920,11030,2697.5,0.852288,6,45,0.031935,0.03134,
3900,11010,2712.5,0.711956,7,45,0.039314,0.010041,
3920,11010,2712.5,0.690248,7,43,0.147304,0.008124,
3900,11030,2712.5,0.637247,7,45,0.035704,0.012516,
3920,11030,2712.5,0.792325,7,45,0.043614,0.010054,
3940,11010,2697.5,0.525326,7,45,0.039886,0.008543,
3960,11010,2697.5,0.543638,6,45,0.033332,0.012277,
3940,11030,2697.5,0.812736,100,45,0.038597,0.011376,
3960,11030,2697.5,0.536054,6,45,0.024959,0.012849,
3940,11010,2712.5,0.644478,8,23,0.263477,0.012194,
3960,11010,2712.5,0.912137,2,33,0.322489,0.021005,
3940,11030,2712.5,0.671268,7,43,0.100537,0.009945,
3960,11030,2712.5,0.645879,2,33,0.12435,0.019396,
3980,11010,2697.5,0.548844,6,45,0.03532,0.035325,
4000,11010,2697.5,0.622798,7,45,0.048186,0.021424,
3980,11030,2697.5,0.601733,6,45,0.03257,0.018581,
4000,11030,2697.5,1.01682,8,45,0.094151,0.067656,
3980,11010,2712.5,0.688522,8,45,0.053517,0.034708,
4000,11010,2712.5,0.390253,8,44,0.028414,0.020499,
3980,11030,2712.5,0.603749,8,45,0.055601,0.018453,
4000,11030,2712.5,0.491287,8,45,0.044718,0.022933,
4020,11010,2697.5,0.778236,7,45,0.066499,0.016966,
4040,11010,2697.5,0.599242,100,45,0.052472,0.013383,
4020,11030,2697.5,0.905475,3,23,0.079984,0.022525,
4040,11030,2697.5,0.833428,100,45,0.071986,0.011344,
4020,11010,2712.5,0.376453,8,44,0.028817,0.019052,
4040,11010,2712.5,0.56967,8,45,0.052703,0.018214,
4020,11030,2712.5,0.654461,1,23,0.107578,0.021796,
4040,11030,2712.5,0.788676,8,45,0.086632,0.014968,
4060,11010,2697.5,0.405081,8,42,0.032978,0.034692,
4080,11010,2697.5,0.623347,6,42,0.044828,0.046683,
4060,11030,2697.5,0.408579,8,44,0.042533,0.011717,
4080,11030,2697.5,0.717232,8,42,0.059292,0.025787,
4060,11010,2712.5,0.785911,8,45,0.074743,0.023657,
4080,11010,2712.5,0.565274,2,33,0.130686,0.028639,
4060,11030,2712.5,0.521909,8,45,0.046619,0.011291,
4080,11030,2712.5,0.574809,8,43,0.153569,0.017171,
4100,11010,2697.5,0.89122,8,42,0.094675,0.033367,
4120,11010,2697.5,0.469669,6,43,0.122074,0.008056,
4100,11030,2697.5,0.742103,6,42,0.060776,0.011933,
4100,11010,2712.5,0.629675,8,43,0.110711,0.025931,
4120,11010,2712.5,0.585134,2,33,0.15004,0.011978,
4100,11030,2712.5,0.612861,2,33,0.156755,0.020991,
4120,11030,2712.5,0.572886,8,43,0.119864,0.009087,
4140,11010,2712.5,0.305895,6,44,0.020951,0.009152,
4160,11010,2712.5,0.469553,6,45,0.033641,0.013449,
4140,11030,2712.5,0.43305,6,43,0.086428,0.008729,
4160,11030,2712.5,0.366889,6,44,0.013313,0.00441,
3660,11050,2697.5,0.708022,0,10,0.037819,0.023796,
3680,11050,2697.5,0.854202,0,10,0.125751,0.0138,
3660,11050,2712.5,0.758059,0,10,0.274791,0.03399,
3680,11050,2712.5,1.05838,0,10,0.407948,0.028243,
3680,11070,2712.5,0.765603,0,10,0.280465,0.022356,
3700,11050,2697.5,0.589095,0,10,0.203963,0.011412,
3720,11050,2697.5,1.10021,0,10,0.843962,0.006851,
3700,11070,2697.5,0.571915,0,10,0.066636,0.011018,
3720,11070,2697.5,1.24163,0,10,0.685297,0.007041,
3700,11050,2712.5,1.7727,2,33,0.527605,0.028892,
3720,11050,2712.5,0.841783,32,23,0.419946,0.005249,
3700,11070,2712.5,0.95249,8,43,0.194578,0.018589,
3720,11070,2712.5,1.30169,32,23,0.624869,0.015031,
3740,11050,2697.5,0.718818,32,23,0.432161,0.005846,
3760,11050,2697.5,1.16037,2,33,0.556671,0.009367,
3740,11070,2697.5,0.97557,2,33,0.432745,0.011499,
3760,11070,2697.5,0.956727,2,33,0.452232,0.007294,
3740,11050,2712.5,0.67638,2,33,0.396635,0.005884,
3760,11050,2712.5,0.615456,32,23,0.447401,0.021458,
3740,11070,2712.5,0.993513,32,23,0.495139,0.010489,
3760,11070,2712.5,0.502028,32,23,0.259324,0.005933,
3780,11050,2697.5,0.846439,6,43,0.160269,0.009744,
3800,11050,2697.5,0.344387,6,44,0.027978,0.002365,
3780,11070,2697.5,0.861937,7,43,0.150237,0.005201,
3800,11070,2697.5,0.634851,6,45,0.044742,0.004201,
3780,11050,2712.5,0.528944,6,43,0.126691,0.007995,
3800,11050,2712.5,0.595836,6,45,0.04211,0.002556,
3780,11070,2712.5,0.519944,8,43,0.136344,0.008187,
3800,11070,2712.5,0.690645,100,45,0.0315,0.004766,
3820,11050,2697.5,0.376845,6,44,0.024644,0.002183,
3840,11050,2697.5,0.360859,6,44,0.021543,0.003222,
3820,11070,2697.5,0.391961,6,44,0.028945,0.002677,
3840,11070,2697.5,0.330718,6,44,0.026498,0.002794,
3820,11050,2712.5,0.343574,6,44,0.017944,0.002,
3840,11050,2712.5,0.415697,6,44,0.022524,0.005394,
3820,11070,2712.5,0.356348,6,44,0.02158,0.002878,
3840,11070,2712.5,0.312084,6,44,0.025339,0.00366,
3860,11050,2697.5,0.538496,6,45,0.020853,0.00438,
3880,11050,2697.5,0.634595,6,45,0.029131,0.007838,
3860,11070,2697.5,0.659674,6,45,0.035801,0.004624,
3880,11070,2697.5,0.687854,6,45,0.033252,0.006722,
3860,11050,2712.5,0.614753,6,45,0.031832,0.006837,
3880,11050,2712.5,0.709706,7,45,0.029355,0.005204,
3860,11070,2712.5,0.717724,6,45,0.034996,0.00555,
3880,11070,2712.5,1.00954,6,45,0.062325,0.007178,
3900,11050,2697.5,0.438191,6,44,0.028929,0.030467,
3920,11050,2697.5,0.48587,6,45,0.024452,0.014927,
3900,11070,2697.5,0.656512,6,45,0.028581,0.007819,
3920,11070,2697.5,0.485369,6,45,0.030482,0.008407,
3900,11050,2712.5,0.588948,7,45,0.028935,0.007013,
3920,11050,2712.5,0.546089,6,45,0.032767,0.008366,
3900,11070,2712.5,0.86854,6,45,0.050354,0.006177,
3920,11070,2712.5,0.51994,6,45,0.028872,0.006238,
3940,11050,2697.5,0.768354,6,45,0.024928,0.011621,
3960,11050,2697.5,0.624814,6,45,0.03623,0.008925,
3940,11070,2697.5,0.478577,6,45,0.030413,0.022123,
3960,11070,2697.5,0.806112,6,45,0.039496,0.012599,
3940,11050,2712.5,0.323439,1,22,0.032291,0.008414,
3960,11050,2712.5,0.377082,1,22,0.107112,0.013078,
3940,11070,2712.5,0.576538,6,43,0.078337,0.01209,
3960,11070,2712.5,0.783505,8,43,0.141927,0.010611,
3980,11050,2697.5,0.819973,6,45,0.055361,0.009795,
4000,11050,2697.5,0.675181,8,45,0.057818,0.032674,
3980,11070,2697.5,0.861239,6,45,0.044479,0.014038,
4000,11070,2697.5,0.651078,8,45,0.037317,0.015349,
3980,11050,2712.5,0.395622,1,22,0.04567,0.013125,
4000,11050,2712.5,0.463014,2,33,0.066695,0.02254,
3980,11070,2712.5,0.588526,7,45,0.051156,0.013007,
4000,11070,2712.5,0.435106,2,43,0.074055,0.023761,
4020,11050,2697.5,0.630379,8,42,0.06049,0.021994,
4040,11050,2697.5,0.472428,7,23,0.048562,0.015031,
4020,11070,2697.5,0.447218,8,44,0.036786,0.012596,
4040,11070,2697.5,0.543013,100,45,0.046995,0.015474,
4020,11050,2712.5,0.629999,8,45,0.06642,0.019216,
4040,11050,2712.5,0.814477,8,43,0.104263,0.01618,
4020,11070,2712.5,0.487048,8,45,0.053363,0.018891,
4040,11070,2712.5,0.82044,8,45,0.06763,0.019599,
4060,11050,2697.5,0.376381,6,44,0.034685,0.006763,
4080,11050,2697.5,0.557601,8,45,0.04744,0.010078,
4060,11070,2697.5,0.462844,6,45,0.028867,0.009153,
4080,11070,2697.5,0.356018,6,44,0.030209,0.008052,
4060,11050,2712.5,0.524559,8,45,0.039172,0.008776,
4080,11050,2712.5,0.529876,8,43,0.091273,0.009546,
4060,11070,2712.5,0.472187,8,45,0.038011,0.015151,
4080,11070,2712.5,0.541938,8,45,0.050494,0.005273,
4100,11050,2697.5,0.682415,6,42,0.041975,0.008226,
4120,11050,2697.5,0.473854,6,42,0.037112,0.010325,
4100,11070,2697.5,0.596477,7,42,0.049919,0.018614,
4120,11070,2697.5,0.323471,6,42,0.024507,0.006816,
4100,11050,2712.5,0.54114,2,33,0.146201,0.011904,
4120,11050,2712.5,0.480798,8,45,0.053457,0.008717,
4100,11070,2712.5,0.563405,2,33,0.081886,0.011961,
4120,11070,2712.5,0.351971,8,43,0.049418,0.007637,
4140,11050,2697.5,0.279513,6,41,0.013194,0.007659,
4140,11070,2697.5,0.418561,6,42,0.016572,0.014604,
4140,11050,2712.5,0.365191,6,44,0.039041,0.004192,
4160,11050,2712.5,0.408153,6,44,0.015776,0.003872,
4140,11070,2712.5,0.373321,8,44,0.019795,0.006156,
4160,11070,2712.5,0.431364,6,44,0.010807,0.008406,
3680,11110,2697.5,0.457398,0,10,0.083197,0.033563,
3680,11090,2712.5,0.729224,0,10,0.170497,0.020634,
3680,11110,2712.5,0.254096,0,10,0.103439,0.012764,
3700,11090,2697.5,0.73664,0,10,0.043952,0.015403,
3720,11090,2697.5,1.1458,0,10,0.087687,0.011824,
3700,11110,2697.5,1.147,0,10,0.052393,0.014178,
3720,11110,2697.5,1.14696,0,10,0.101367,0.011104,
3700,11090,2712.5,1.02003,8,45,0.087884,0.0174,
3720,11090,2712.5,1.72831,6,33,0.297036,0.013269,
3700,11110,2712.5,0.630016,0,10,0.211719,0.013975,
3720,11110,2712.5,0.965053,2,43,0.234674,0.012088,
3740,11090,2697.5,0.931529,6,43,0.223375,0.007874,
3760,11090,2697.5,0.585425,2,33,0.087904,0.004443,
3740,11110,2697.5,1.05334,6,45,0.056912,0.006998,
3760,11110,2697.5,0.829085,6,45,0.074244,0.003266,
3740,11090,2712.5,0.399003,1,22,0.095576,0.006101,
3760,11090,2712.5,0.577746,8,23,0.222916,0.004724,
3740,11110,2712.5,0.605206,32,33,0.0998,0.004806,
3760,11110,2712.5,0.415059,1,23,0.08707,0.00402,
3780,11090,2697.5,0.432367,7,43,0.069736,0.002802,
3800,11090,2697.5,0.555427,2,43,0.067317,0.00722,
