xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot
3900,11170,2727.500000,0.599167,61,45,dic-15,0.042500,57,
3920,11170,2727.500000,0.621042,61,45,dic-15,0.038750,83,
3900,11190,2727.500000,0.667500,61,45,dic-15,0.031875,67,
3920,11190,2727.500000,0.480625,8,43,dic-15,0.085208,80,
3900,11170,2742.500000,0.441875,1,23,nov-15,0.112708,10,
3920,11170,2742.500000,0.488958,61,43,nov-15,0.082292,87,
3900,11190,2742.500000,0.527292,61,43,nov-15,0.084792,69,
3920,11190,2742.500000,0.304375,1,22,nov-15,0.095417,10,
3940,11170,2727.500000,0.421667,61,44,dic-15,0.031875,67,
3960,11170,2727.500000,0.545000,7,43,dic-15,0.093333,70,
3940,11190,2727.500000,0.539375,7,45,dic-15,0.052500,111,
3960,11190,2727.500000,0.521250,7,45,dic-15,0.053958,102,
3940,11170,2742.500000,0.377292,3,22,nov-15,0.174167,10,
3960,11170,2742.500000,0.423333,3,23,nov-15,0.298125,10,
3940,11190,2742.500000,0.420000,3,23,nov-15,0.253333,10,
3960,11190,2742.500000,0.291667,1,22,nov-15,0.155000,10,
3980,11170,2727.500000,0.585625,8,45,dic-15,0.064375,105,
4000,11170,2727.500000,0.694583,8,45,dic-15,0.065417,84,
3980,11190,2727.500000,0.480417,7,43,dic-15,0.082708,83,
4000,11190,2727.500000,0.527292,8,45,dic-15,0.039167,76,
3980,11170,2742.500000,0.317083,1,22,nov-15,0.196250,10,
4000,11170,2742.500000,0.616667,3,23,dic-15,0.329583,10,
3980,11190,2742.500000,0.353750,3,22,dic-15,0.260833,10,
4000,11190,2742.500000,0.282500,5,41,dic-15,0.116250,84,
4020,11170,2727.500000,0.696458,8,43,dic-15,0.103125,135,
4040,11170,2727.500000,0.748750,61,42,dic-15,0.055000,239,
4020,11190,2727.500000,0.725417,8,45,dic-15,0.066875,110,
4040,11190,2727.500000,0.636875,1,23,dic-15,0.286250,10,
4040,11170,2742.500000,0.717292,3,23,dic-15,0.460208,10,
4020,11190,2742.500000,0.518333,1,23,dic-15,0.277083,10,
4040,11190,2742.500000,0.500000,1,23,dic-15,0.430000,10,
4060,11170,2727.500000,0.377500,5,42,dic-15,0.025000,213,
4080,11170,2727.500000,0.869375,8,42,dic-15,0.060625,211,
4060,11190,2727.500000,0.590625,8,42,dic-15,0.066458,196,
4080,11190,2727.500000,0.844375,8,42,dic-15,0.083125,207,
4100,11170,2727.500000,1.095000,8,45,dic-15,0.057500,156,
4120,11170,2727.500000,0.696667,8,45,dic-15,0.040000,138,
4100,11190,2727.500000,1.072500,8,42,dic-15,0.072500,164,
4120,11190,2727.500000,0.990000,8,45,dic-15,0.063958,154,
4100,11170,2742.500000,0.459375,1,23,dic-15,0.115000,10,
4120,11170,2742.500000,0.392500,1,22,dic-15,0.155000,10,
4100,11190,2742.500000,0.545000,1,23,dic-15,0.171458,10,
4120,11190,2742.500000,0.520000,1,23,dic-15,0.162500,10,
4140,11170,2727.500000,0.779583,8,43,dic-15,0.102500,92,
4140,11170,2742.500000,0.573125,3,23,dic-15,0.358750,10,
4140,11190,2742.500000,0.706667,3,23,dic-15,0.353333,10,
3700,11210,2727.500000,0.224375,1,22,dic-15,0.086875,10,
3720,11210,2727.500000,0.296875,1,22,dic-15,0.050000,10,
3700,11230,2727.500000,0.267500,1,22,dic-15,0.102500,10,
3720,11230,2727.500000,0.512500,8,43,dic-15,0.074167,76,
3740,11210,2727.500000,0.374583,1,22,dic-15,0.067083,10,
3760,11210,2727.500000,0.605833,8,43,dic-15,0.090833,84,
3740,11230,2727.500000,0.321667,1,22,dic-15,0.066875,10,
3760,11230,2727.500000,0.481667,8,43,dic-15,0.070417,87,
3780,11210,2727.500000,0.498958,3,23,dic-15,0.418333,10,
3800,11210,2727.500000,1.078125,3,23,dic-15,0.278333,10,
3780,11230,2727.500000,0.580000,3,23,dic-15,0.275000,10,
3800,11230,2727.500000,1.080000,3,23,dic-15,0.430000,10,
3820,11210,2727.500000,0.410417,1,23,dic-15,0.170833,10,
3840,11210,2727.500000,0.564583,8,43,dic-15,0.174375,23,
3820,11230,2727.500000,0.776667,3,23,dic-15,0.261667,10,
3840,11230,2727.500000,0.230000,1,22,dic-15,0.103958,10,
3860,11210,2727.500000,0.623333,8,45,dic-15,0.071667,32,
3880,11210,2727.500000,0.566667,7,45,dic-15,0.036250,40,
3860,11230,2727.500000,0.616250,8,43,dic-15,0.146667,35,
3880,11230,2727.500000,0.584375,7,45,dic-15,0.049375,28,
3880,11210,2742.500000,0.642500,8,43,nov-15,0.083333,44,
3880,11230,2742.500000,0.519583,3,23,nov-15,0.243750,10,
3900,11210,2727.500000,0.622917,61,45,nov-15,0.032917,50,
3920,11210,2727.500000,0.522083,8,43,nov-15,0.065000,59,
3900,11230,2727.500000,0.511667,62,45,nov-15,0.036875,43,
3920,11230,2727.500000,0.497500,8,45,nov-15,0.040417,76,
3900,11210,2742.500000,0.596875,61,45,nov-15,0.039375,47,
3920,11210,2742.500000,0.466458,3,23,nov-15,0.162917,10,
3900,11230,2742.500000,0.465000,8,43,nov-15,0.060417,44,
3920,11230,2742.500000,0.511667,7,45,nov-15,0.049792,57,
3940,11210,2727.500000,0.459167,1,23,dic-15,0.050000,10,
3960,11210,2727.500000,0.695833,7,45,dic-15,0.060208,112,
3940,11230,2727.500000,0.508750,8,43,dic-15,0.089583,56,
3960,11230,2727.500000,0.382917,2,32,dic-15,0.133958,10,
3940,11210,2742.500000,0.308333,1,22,nov-15,0.171667,10,
3960,11210,2742.500000,0.315417,1,22,nov-15,0.159167,10,
3940,11230,2742.500000,0.432083,3,23,nov-15,0.190833,10,
3960,11230,2742.500000,0.377292,1,22,nov-15,0.168958,10,
3980,11210,2727.500000,0.549167,7,45,dic-15,0.045833,82,
4000,11210,2727.500000,0.547292,61,45,dic-15,0.041250,71,
3980,11230,2727.500000,0.586875,7,45,dic-15,0.042500,45,
4000,11230,2727.500000,0.553333,8,45,dic-15,0.033333,80,
3980,11210,2742.500000,0.257292,1,22,nov-15,0.116250,10,
4000,11210,2742.500000,0.268542,1,22,dic-15,0.155000,10,
3980,11230,2742.500000,0.431875,3,23,nov-15,0.182708,10,
4000,11230,2742.500000,0.444375,8,44,dic-15,0.031250,62,
4020,11210,2727.500000,0.703333,8,45,dic-15,0.048125,99,
4040,11210,2727.500000,0.771250,8,43,dic-15,0.145833,191,
4020,11230,2727.500000,0.620000,8,45,dic-15,0.040000,92,
4040,11230,2727.500000,0.852292,8,45,dic-15,0.059167,174,
4020,11210,2742.500000,0.272500,5,41,dic-15,0.056250,98,
4020,11230,2742.500000,0.552292,8,45,dic-15,0.054167,95,
4060,11210,2727.500000,0.671458,1,23,dic-15,0.231250,10,
4080,11210,2727.500000,0.722292,8,43,dic-15,0.087708,210,
4060,11230,2727.500000,0.833542,8,43,dic-15,0.142083,182,
4080,11230,2727.500000,0.727917,8,43,dic-15,0.091875,242,
4100,11210,2727.500000,0.960000,8,42,dic-15,0.072083,191,
4120,11210,2727.500000,0.695417,61,42,dic-15,0.032500,168,
4100,11230,2727.500000,0.980000,8,42,dic-15,0.080000,189,
4120,11230,2727.500000,0.585000,61,45,dic-15,0.027500,158,
4100,11210,2742.500000,0.531667,3,23,dic-15,0.254792,10,
4120,11210,2742.500000,0.633750,61,43,dic-15,0.138333,165,
4120,11230,2742.500000,0.660625,61,43,dic-15,0.108125,179,
4140,11210,2742.500000,0.550000,3,23,dic-15,0.288958,10,
4140,11230,2742.500000,0.470000,61,43,dic-15,0.122708,128,
3680,11250,2727.500000,0.190000,1,12,ene-16,0.150000,10,
3720,11250,2727.500000,0.474792,2,33,dic-15,0.100625,10,
3720,11270,2727.500000,0.288125,1,22,dic-15,0.096250,10,
3740,11250,2727.500000,0.450625,8,43,dic-15,0.085000,81,
3760,11250,2727.500000,0.373958,1,22,dic-15,0.068750,10,
3740,11270,2727.500000,0.365625,2,32,dic-15,0.098125,10,
3760,11270,2727.500000,0.563958,8,45,dic-15,0.046250,134,
3780,11250,2727.500000,0.630000,8,43,dic-15,0.121875,89,
3800,11250,2727.500000,0.309167,3,22,dic-15,0.220833,10,
3780,11270,2727.500000,0.583542,8,45,dic-15,0.040000,81,
3800,11270,2727.500000,0.532500,8,43,dic-15,0.130000,112,
3820,11250,2727.500000,0.380000,3,22,dic-15,0.300000,10,
3840,11250,2727.500000,0.683125,3,23,dic-15,0.160208,10,
3820,11270,2727.500000,0.306667,3,22,dic-15,0.218333,10,
3840,11270,2727.500000,0.380000,3,22,dic-15,0.250000,10,
3860,11250,2727.500000,0.423542,3,23,dic-15,0.253750,10,
3880,11250,2727.500000,0.473333,8,43,dic-15,0.085625,33,
3860,11270,2727.500000,0.430000,3,23,dic-15,0.280000,10,
3880,11270,2727.500000,0.520625,3,23,dic-15,0.245625,10,
3880,11270,2742.500000,0.550000,3,23,oct-15,0.390000,10,
3900,11250,2727.500000,0.718125,8,45,nov-15,0.050625,40,
3920,11250,2727.500000,0.690000,8,45,nov-15,0.060000,73,
3900,11270,2727.500000,0.605417,8,45,nov-15,0.058542,46,
3920,11270,2727.500000,0.669167,8,45,nov-15,0.049583,50,
3900,11250,2742.500000,0.500833,8,43,nov-15,0.105417,47,
3920,11250,2742.500000,0.647500,8,45,nov-15,0.067917,67,
3900,11270,2742.500000,0.399167,3,22,nov-15,0.261667,10,
3920,11270,2742.500000,0.582500,8,45,nov-15,0.044583,59,
3940,11250,2727.500000,0.540000,8,45,nov-15,0.040000,55,
3960,11250,2727.500000,0.342083,2,32,dic-15,0.159583,10,
3940,11270,2727.500000,0.638333,8,45,nov-15,0.044167,67,
3960,11270,2727.500000,0.464375,61,45,nov-15,0.036250,43,
3940,11250,2742.500000,0.463958,8,45,nov-15,0.043333,43,
3960,11250,2742.500000,0.324375,2,32,oct-15,0.116458,10,
3940,11270,2742.500000,0.521250,7,45,oct-15,0.029583,52,
3960,11270,2742.500000,0.428542,61,44,oct-15,0.021042,41,
3980,11250,2727.500000,0.509375,8,43,dic-15,0.137917,47,
4000,11250,2727.500000,0.542083,8,45,dic-15,0.032708,73,
3980,11270,2727.500000,0.506875,61,43,dic-15,0.098333,43,
4000,11270,2727.500000,0.608125,8,45,dic-15,0.068542,91,
3980,11250,2742.500000,0.419167,3,23,oct-15,0.232500,10,
4000,11250,2742.500000,0.607292,61,43,oct-15,0.219167,73,
3980,11270,2742.500000,0.421458,5,43,oct-15,0.079167,73,
4000,11270,2742.500000,0.896875,3,23,oct-15,0.661458,10,
4020,11250,2727.500000,0.515625,8,45,dic-15,0.029375,115,
4040,11250,2727.500000,0.804583,8,45,dic-15,0.062917,141,
4020,11270,2727.500000,0.530417,61,43,dic-15,0.161458,110,
4040,11270,2727.500000,0.569167,2,33,dic-15,0.105625,10,
4020,11250,2742.500000,0.420625,8,44,oct-15,0.029375,103,
4020,11270,2742.500000,0.529375,3,23,oct-15,0.329583,10,
4060,11250,2727.500000,0.862500,8,42,dic-15,0.082500,170,
4080,11250,2727.500000,0.887917,8,42,dic-15,0.089375,247,
4060,11270,2727.500000,0.780000,8,45,dic-15,0.079375,155,
4080,11270,2727.500000,0.000100,8,42,dic-15,0.100000,247,
4100,11250,2727.500000,0.850000,8,42,dic-15,0.090000,239,
4100,11270,2727.500000,0.905625,8,45,dic-15,0.090833,228,
4120,11250,2742.500000,0.518542,61,43,dic-15,0.153958,188,
3680,11290,2742.500000,0.099792,1,11,dic-15,0.088958,10,
3720,11290,2727.500000,0.107500,1,11,dic-15,0.070000,10,
3700,11310,2727.500000,0.260000,1,22,dic-15,0.166667,10,
3720,11310,2727.500000,0.180000,1,12,dic-15,0.092500,10,
3740,11290,2727.500000,0.216875,1,22,dic-15,0.078542,10,
3760,11290,2727.500000,0.330833,1,22,dic-15,0.069583,10,
3740,11310,2727.500000,0.238333,1,22,dic-15,0.072708,10,
3760,11310,2727.500000,0.268750,1,22,dic-15,0.070000,10,
3780,11290,2727.500000,0.608125,8,45,dic-15,0.040000,119,
3800,11290,2727.500000,0.604792,8,45,dic-15,0.070833,103,
3780,11310,2727.500000,0.443958,8,44,dic-15,0.050000,103,
3800,11310,2727.500000,0.447708,1,23,dic-15,0.081042,10,
3820,11290,2727.500000,0.627292,8,43,dic-15,0.106667,118,
3840,11290,2727.500000,0.235000,1,22,dic-15,0.115625,10,
3820,11310,2727.500000,0.631875,8,43,dic-15,0.080208,150,
3840,11310,2727.500000,0.516875,7,43,dic-15,0.064375,178,
3840,11290,2742.500000,0.341875,3,22,abr-15,0.230625,10,
3840,11310,2742.500000,0.438958,1,23,abr-15,0.235833,10,
3860,11290,2727.500000,0.392500,3,22,dic-15,0.260833,10,
3880,11290,2727.500000,0.504583,3,23,dic-15,0.256667,10,
3860,11310,2727.500000,0.621250,8,43,nov-15,0.077292,87,
3880,11310,2727.500000,0.584167,8,43,nov-15,0.173750,51,
3860,11290,2742.500000,0.531250,3,23,oct-15,0.392500,10,
3880,11290,2742.500000,0.598333,3,23,oct-15,0.385000,10,
3880,11310,2742.500000,0.682917,3,23,oct-15,0.440208,10,
3900,11290,2727.500000,0.484167,5,43,nov-15,0.106667,52,
3920,11290,2727.500000,0.597500,61,45,nov-15,0.024167,59,
3900,11310,2727.500000,0.638542,8,43,nov-15,0.129167,62,
3920,11310,2727.500000,0.495625,61,45,nov-15,0.021250,57,
3900,11290,2742.500000,0.583750,3,23,oct-15,0.342708,10,
3920,11290,2742.500000,0.276250,1,22,oct-15,0.128125,10,
3900,11310,2742.500000,0.761875,2,33,oct-15,0.240000,10,
3920,11310,2742.500000,0.446875,61,43,oct-15,0.091458,59,
3940,11290,2727.500000,0.617500,7,45,nov-15,0.028333,17,
3960,11290,2727.500000,0.475833,61,45,dic-15,0.022083,43,
3940,11310,2727.500000,0.496458,61,45,nov-15,0.020000,23,
3960,11310,2727.500000,0.478125,7,45,dic-15,0.024792,32,
3940,11290,2742.500000,0.429583,7,44,oct-15,0.020833,15,
3960,11290,2742.500000,0.410833,61,44,oct-15,0.020625,43,
3940,11310,2742.500000,0.294583,5,41,oct-15,0.023333,23,
3960,11310,2742.500000,0.347083,5,44,oct-15,0.022917,30,
3980,11290,2727.500000,0.430000,61,44,dic-15,0.020000,42,
4000,11290,2727.500000,0.549792,8,45,dic-15,0.039167,97,
3980,11310,2727.500000,0.390000,61,44,dic-15,0.020000,40,
4000,11310,2727.500000,0.346875,61,43,nov-15,0.062708,41,
3980,11290,2742.500000,0.385625,61,44,oct-15,0.022500,38,
4000,11290,2742.500000,0.542083,5,43,oct-15,0.329583,97,
3980,11310,2742.500000,0.356667,61,43,oct-15,0.051875,41,
4000,11310,2742.500000,0.560625,3,23,oct-15,0.456667,10,
4020,11290,2727.500000,0.615625,3,23,dic-15,0.267500,10,
4040,11290,2727.500000,0.631875,3,23,dic-15,0.373958,10,
4020,11310,2727.500000,0.605625,3,23,nov-15,0.376667,10,
4040,11310,2727.500000,0.482708,3,23,dic-15,0.347500,10,
4020,11290,2742.500000,0.480000,3,23,oct-15,0.320000,10,
4040,11290,2742.500000,0.719375,3,23,oct-15,0.512083,10,
4020,11310,2742.500000,0.420000,3,23,oct-15,0.270000,10,
4040,11310,2742.500000,0.644375,3,23,oct-15,0.454375,10,
4060,11290,2727.500000,0.690417,3,23,dic-15,0.285000,10,
4080,11290,2727.500000,0.749167,8,43,dic-15,0.162500,222,
4060,11310,2727.500000,0.482500,3,23,dic-15,0.320000,10,
4080,11310,2727.500000,0.593542,3,23,dic-15,0.471667,10,
4100,11290,2727.500000,0.806458,8,43,dic-15,0.159375,217,
4100,11310,2727.500000,0.855000,3,23,dic-15,0.410625,10,
4120,11290,2742.500000,0.751250,3,23,dic-15,0.660625,10,
4120,11310,2742.500000,0.678542,3,23,dic-15,0.569792,10,
3720,11330,2742.500000,0.542500,3,23,nov-15,0.399375,10,
3700,11350,2742.500000,0.297708,1,22,nov-15,0.233333,10,
3720,11350,2742.500000,0.615833,3,23,nov-15,0.464167,10,
3740,11330,2727.500000,0.310625,1,22,dic-15,0.073542,10,
3760,11330,2727.500000,0.368125,1,22,dic-15,0.089583,10,
3740,11350,2727.500000,0.508750,8,43,dic-15,0.083542,73,
3760,11350,2727.500000,0.651667,8,43,dic-15,0.144792,66,
3740,11330,2742.500000,0.438333,3,23,nov-15,0.310833,10,
3740,11350,2742.500000,0.368333,1,22,nov-15,0.259167,10,
3760,11350,2742.500000,0.447292,3,23,nov-15,0.309583,10,
3780,11330,2727.500000,0.451875,8,43,dic-15,0.054375,59,
3800,11330,2727.500000,0.210000,1,22,dic-15,0.050000,10,
3780,11350,2727.500000,0.481667,8,45,dic-15,0.055625,69,
3800,11350,2727.500000,0.332917,1,22,dic-15,0.060208,10,
3800,11350,2742.500000,0.498125,3,23,abr-15,0.376042,10,
3820,11330,2727.500000,0.457292,1,23,dic-15,0.127917,10,
3840,11330,2727.500000,0.454792,1,23,nov-15,0.078125,10,
3820,11350,2727.500000,0.260208,1,22,nov-15,0.096458,10,
3840,11350,2727.500000,0.331875,1,22,nov-15,0.104167,10,
3820,11330,2742.500000,0.410208,3,23,abr-15,0.271042,10,
3840,11330,2742.500000,0.230000,1,22,abr-15,0.100000,10,
3820,11350,2742.500000,0.356667,3,22,abr-15,0.248333,10,
3840,11350,2742.500000,0.401250,1,23,abr-15,0.310417,10,
3860,11330,2727.500000,0.585625,7,43,nov-15,0.085000,114,
3880,11330,2727.500000,0.762917,8,45,nov-15,0.040000,85,
3860,11350,2727.500000,0.418125,1,23,nov-15,0.061875,10,
3880,11350,2727.500000,0.710625,8,45,nov-15,0.057500,115,
3860,11330,2742.500000,0.278750,1,22,abr-15,0.153958,10,
3880,11330,2742.500000,0.603750,8,43,oct-15,0.215625,85,
3860,11350,2742.500000,0.270000,1,22,abr-15,0.160000,10,
3880,11350,2742.500000,0.367708,1,22,abr-15,0.164375,10,
3900,11330,2727.500000,0.743125,8,45,nov-15,0.056250,49,
3920,11330,2727.500000,0.497708,61,45,nov-15,0.030625,62,
3900,11350,2727.500000,0.760000,8,45,nov-15,0.090000,73,
3920,11350,2727.500000,0.587292,61,45,nov-15,0.043750,69,
3900,11330,2742.500000,0.758333,3,23,oct-15,0.275417,10,
3920,11330,2742.500000,0.582083,8,43,oct-15,0.131667,46,
3900,11350,2742.500000,0.663750,8,43,may-15,0.234583,69,
3920,11350,2742.500000,0.651667,8,43,oct-15,0.122917,110,
3940,11330,2727.500000,0.485625,61,45,nov-15,0.020000,19,
3960,11330,2727.500000,0.254375,5,41,dic-15,0.020000,33,
3940,11350,2727.500000,0.490000,61,45,nov-15,0.020000,18,
3960,11350,2727.500000,0.321875,7,44,nov-15,0.024167,20,
3940,11330,2742.500000,0.404583,61,44,oct-15,0.024583,30,
3960,11330,2742.500000,0.220000,5,41,oct-15,0.020000,56,
3940,11350,2742.500000,0.377083,61,43,oct-15,0.055833,88,
3960,11350,2742.500000,0.166250,1,12,oct-15,0.050000,10,
3980,11330,2727.500000,0.346667,61,43,dic-15,0.043333,38,
4000,11330,2727.500000,0.212708,3,22,nov-15,0.166667,10,
3980,11350,2727.500000,0.139167,1,11,nov-15,0.090625,10,
4000,11350,2727.500000,0.274167,3,22,nov-15,0.228750,10,
3980,11330,2742.500000,0.273542,5,41,oct-15,0.090000,37,
4000,11330,2742.500000,0.272917,3,22,oct-15,0.175417,10,
3980,11350,2742.500000,0.262500,3,22,oct-15,0.207917,10,
4000,11350,2742.500000,0.345208,3,22,oct-15,0.256875,10,
4020,11330,2727.500000,0.700000,3,23,nov-15,0.540000,10,
4040,11330,2727.500000,0.530000,3,23,dic-15,0.360000,10,
4020,11350,2727.500000,0.400000,3,23,nov-15,0.330000,10,
4040,11350,2727.500000,0.470000,3,23,dic-15,0.390000,10,
4020,11330,2742.500000,0.650000,3,23,oct-15,0.470000,10,
4040,11330,2742.500000,0.620000,3,23,oct-15,0.430000,10,
4020,11350,2742.500000,0.400000,3,23,oct-15,0.290000,10,
4040,11350,2742.500000,0.520000,3,23,oct-15,0.470000,10,
4060,11330,2727.500000,0.462917,3,23,dic-15,0.346667,10,
4080,11330,2727.500000,0.452917,3,23,dic-15,0.261667,10,
4060,11350,2727.500000,0.580000,3,23,dic-15,0.420000,10,
4080,11350,2727.500000,0.556875,3,23,dic-15,0.326250,10,
4100,11330,2727.500000,0.731042,3,23,dic-15,0.546458,10,
4100,11350,2727.500000,0.675000,62,43,dic-15,0.260000,194,
4120,11350,2727.500000,0.811042,3,23,dic-15,0.453333,10,
4100,11330,2742.500000,0.780000,3,23,dic-15,0.620000,10,
4120,11330,2742.500000,0.940000,3,23,dic-15,0.790000,10,
4100,11350,2742.500000,0.630000,3,23,dic-15,0.490000,10,
4120,11350,2742.500000,0.850000,3,23,dic-15,0.690000,10,
3700,11370,2742.500000,0.667500,3,23,dic-15,0.620000,10,
3720,11370,2742.500000,0.525833,3,23,nov-15,0.455833,10,
3740,11370,2727.500000,0.581667,8,45,dic-15,0.056667,64,
3760,11370,2727.500000,0.683542,8,45,dic-15,0.076667,66,
3740,11390,2727.500000,0.593125,8,45,ene-16,0.056250,67,
3760,11390,2727.500000,0.930000,8,45,dic-15,0.060000,60,
3740,11370,2742.500000,0.219792,1,22,nov-15,0.142292,10,
3760,11370,2742.500000,0.360625,1,22,nov-15,0.185208,10,
3740,11390,2742.500000,0.301458,1,22,nov-15,0.101875,10,
3760,11390,2742.500000,0.377292,1,22,nov-15,0.117917,10,
3780,11370,2727.500000,0.632500,8,45,dic-15,0.049792,70,
3800,11370,2727.500000,0.618333,8,45,dic-15,0.052083,62,
3780,11390,2727.500000,0.850000,8,45,dic-15,0.060000,66,
3800,11390,2727.500000,0.750000,8,45,dic-15,0.060000,69,
3780,11370,2742.500000,0.552083,62,43,oct-15,0.135625,78,
3800,11370,2742.500000,0.386875,3,22,abr-15,0.179375,10,
3780,11390,2742.500000,0.643958,3,23,nov-15,0.252708,10,
3800,11390,2742.500000,0.569792,8,43,oct-15,0.121458,76,
3820,11370,2727.500000,0.306458,1,22,dic-15,0.096667,10,
3840,11370,2727.500000,0.325000,1,22,nov-15,0.205000,10,
3820,11390,2727.500000,0.695625,8,43,dic-15,0.084375,81,
3840,11390,2727.500000,0.368958,1,22,dic-15,0.090208,10,
3820,11370,2742.500000,0.515417,3,23,abr-15,0.377083,10,
3840,11370,2742.500000,0.617500,3,23,abr-15,0.517083,10,
3820,11390,2742.500000,0.432500,3,23,may-15,0.242917,10,
3840,11390,2742.500000,0.375000,3,22,abr-15,0.262708,10,
3860,11370,2727.500000,0.376667,1,22,nov-15,0.114583,10,
3880,11370,2727.500000,0.603542,7,45,nov-15,0.056042,115,
3860,11390,2727.500000,0.468750,3,23,nov-15,0.201250,10,
3880,11390,2727.500000,0.500208,7,43,nov-15,0.084167,144,
3860,11370,2742.500000,0.421042,3,23,abr-15,0.327083,10,
3880,11370,2742.500000,0.401250,1,23,abr-15,0.320000,10,
3860,11390,2742.500000,0.410000,3,23,abr-15,0.300000,10,
3880,11390,2742.500000,0.703333,3,23,may-15,0.644167,10,
3900,11370,2727.500000,0.710833,8,45,nov-15,0.076250,112,
3920,11370,2727.500000,0.703125,8,45,nov-15,0.058542,108,
3900,11390,2727.500000,0.586667,7,45,nov-15,0.051875,118,
3920,11390,2727.500000,0.711667,8,45,nov-15,0.084375,102,
3900,11370,2742.500000,0.347708,1,22,may-15,0.239167,10,
3920,11370,2742.500000,0.527708,8,43,may-15,0.128125,72,
3900,11390,2742.500000,0.905000,3,23,may-15,0.870625,10,
3920,11390,2742.500000,0.254167,1,22,may-15,0.146667,10,
3940,11370,2727.500000,0.447500,61,44,nov-15,0.020417,77,
3960,11370,2727.500000,0.381250,61,44,nov-15,0.020000,19,
3940,11390,2727.500000,0.618958,8,43,nov-15,0.079167,86,
3960,11390,2727.500000,0.510000,61,45,nov-15,0.020000,18,
3940,11370,2742.500000,0.365000,5,43,may-15,0.066667,62,
3960,11370,2742.500000,0.282083,1,22,oct-15,0.114792,10,
3940,11390,2742.500000,0.462083,8,43,may-15,0.108542,71,
3960,11390,2742.500000,0.543750,61,43,may-15,0.223542,18,
3980,11370,2727.500000,0.248958,1,22,nov-15,0.156875,10,
4000,11370,2727.500000,0.450000,3,23,nov-15,0.390000,10,
3980,11390,2727.500000,0.586875,61,45,nov-15,0.030000,17,
4000,11390,2727.500000,0.392083,3,22,nov-15,0.231458,10,
3980,11370,2742.500000,0.259792,3,22,oct-15,0.219792,10,
4000,11370,2742.500000,0.450000,3,23,oct-15,0.380000,10,
3980,11390,2742.500000,0.368958,3,22,oct-15,0.297083,10,
4000,11390,2742.500000,0.327083,3,22,oct-15,0.221875,10,
4020,11370,2727.500000,0.510000,3,23,nov-15,0.390000,10,
4040,11370,2727.500000,0.620000,3,23,dic-15,0.500000,10,
4020,11390,2727.500000,0.580000,3,23,dic-15,0.480000,10,
4040,11390,2727.500000,0.610000,3,23,dic-15,0.510000,10,
4020,11370,2742.500000,0.440000,3,23,oct-15,0.300000,10,
4040,11370,2742.500000,0.570000,3,23,oct-15,0.460000,10,
4020,11390,2742.500000,0.420833,3,23,oct-15,0.315000,10,
4060,11370,2727.500000,0.550000,3,23,dic-15,0.360000,10,
4080,11370,2727.500000,0.470000,3,23,dic-15,0.410000,10,
4060,11390,2727.500000,0.494375,3,23,dic-15,0.372500,10,
4080,11390,2727.500000,0.470000,3,23,dic-15,0.410000,10,
4080,11370,2742.500000,0.480000,3,23,dic-15,0.410000,10,
4080,11390,2742.500000,0.540000,3,23,dic-15,0.400000,10,
4100,11370,2727.500000,0.453333,3,23,dic-15,0.250000,10,
4100,11370,2742.500000,0.400000,3,22,dic-15,0.300000,10,
4120,11370,2742.500000,0.810000,3,23,dic-15,0.640000,10,
4100,11390,2742.500000,0.360000,3,22,dic-15,0.250000,10,
4120,11390,2742.500000,0.580000,3,23,dic-15,0.440000,10,
4140,11370,2742.500000,0.590000,3,23,dic-15,0.510000,10,
4140,11390,2742.500000,0.629375,3,23,dic-15,0.509375,10,
3720,11410,2742.500000,0.850000,3,23,dic-15,0.810000,10,
3760,11410,2727.500000,0.920000,8,45,dic-15,0.050000,54,
3760,11430,2727.500000,0.760000,8,42,dic-15,0.050000,36,
3740,11410,2742.500000,0.332500,1,22,nov-15,0.177708,10,
3760,11410,2742.500000,0.428750,1,23,nov-15,0.064583,10,
3740,11430,2742.500000,0.278333,1,22,nov-15,0.195833,10,
3760,11430,2742.500000,0.377083,1,22,nov-15,0.060000,10,
3780,11410,2727.500000,0.862083,8,45,dic-15,0.074167,47,
3800,11410,2727.500000,0.690000,8,45,dic-15,0.050000,49,
3780,11430,2727.500000,0.731667,8,45,dic-15,0.075208,54,
3800,11430,2727.500000,0.760000,8,45,dic-15,0.060000,43,
3780,11410,2742.500000,0.388750,3,22,nov-15,0.274792,10,
3800,11410,2742.500000,0.558750,3,23,nov-15,0.277708,10,
3780,11430,2742.500000,0.416458,1,23,nov-15,0.202708,10,
3800,11430,2742.500000,0.511667,3,23,nov-15,0.405417,10,
3820,11410,2727.500000,0.680000,8,45,dic-15,0.050000,85,
3840,11410,2727.500000,0.719375,8,43,dic-15,0.154167,85,
3820,11430,2727.500000,0.680000,8,45,dic-15,0.050000,66,
3840,11430,2727.500000,1.133333,2,33,dic-15,0.460000,10,
3820,11410,2742.500000,0.395000,1,22,may-15,0.134167,10,
3840,11410,2742.500000,0.760000,3,23,may-15,0.370833,10,
3820,11430,2742.500000,0.484167,3,23,may-15,0.226667,10,
3840,11430,2742.500000,0.943333,3,23,may-15,0.500000,10,
3860,11410,2727.500000,0.713750,8,43,nov-15,0.132500,118,
3880,11410,2727.500000,0.647917,7,43,nov-15,0.146667,125,
3860,11430,2727.500000,0.802917,8,43,nov-15,0.174167,90,
