xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot
4200,8850,2862.500000,0.325000,1,22,feb-16,0.230000,10,
4180,8870,2862.500000,0.364583,3,22,feb-16,0.266250,10,
4200,8870,2862.500000,0.508750,3,23,feb-16,0.402500,10,
4220,8850,2847.500000,0.457500,3,23,abr-16,0.347500,10,
4240,8850,2847.500000,0.299167,1,22,may-16,0.181875,10,
4220,8870,2847.500000,0.708125,3,23,mar-16,0.608542,10,
4240,8870,2847.500000,0.911250,3,23,may-16,0.813125,10,
4220,8850,2862.500000,0.483750,3,23,feb-16,0.366250,10,
4240,8850,2862.500000,0.502500,3,23,feb-16,0.373542,10,
4220,8870,2862.500000,0.560000,3,23,feb-16,0.440000,10,
4240,8870,2862.500000,0.563333,3,23,feb-16,0.436667,10,
4260,8850,2847.500000,0.185625,1,12,may-16,0.106875,10,
4280,8850,2847.500000,0.510417,3,23,may-16,0.386042,10,
4260,8870,2847.500000,0.187708,1,12,may-16,0.128958,10,
4280,8870,2847.500000,0.545833,3,23,may-16,0.430833,10,
4260,8850,2862.500000,0.425417,3,23,feb-16,0.326042,10,
4280,8850,2862.500000,0.600000,3,23,feb-16,0.410000,10,
4260,8870,2862.500000,0.335000,1,22,feb-16,0.287500,10,
4280,8870,2862.500000,0.620000,3,23,feb-16,0.460000,10,
4300,8850,2847.500000,0.440000,3,23,may-16,0.350000,10,
4320,8850,2847.500000,0.630000,3,23,may-16,0.560000,10,
4300,8870,2847.500000,0.420000,3,23,may-16,0.320000,10,
4320,8870,2847.500000,0.440000,3,23,may-16,0.370000,10,
4300,8850,2862.500000,0.630000,3,23,feb-16,0.510000,10,
4320,8850,2862.500000,0.630000,3,23,feb-16,0.550000,10,
4300,8870,2862.500000,0.590000,3,23,feb-16,0.460000,10,
4320,8870,2862.500000,0.610000,3,23,feb-16,0.530000,10,
4340,8850,2847.500000,0.475000,3,23,may-16,0.425000,10,
4360,8850,2847.500000,0.090000,1,11,may-16,0.050000,10,
4340,8870,2847.500000,0.466042,3,23,may-16,0.292708,10,
4360,8870,2847.500000,0.408750,1,23,may-16,0.270000,10,
4340,8850,2862.500000,0.520000,3,23,feb-16,0.490000,10,
4360,8850,2862.500000,0.491667,3,23,abr-16,0.451667,10,
4340,8870,2862.500000,0.940000,3,23,feb-16,0.720000,10,
4360,8870,2862.500000,0.727083,3,23,feb-16,0.530000,10,
4380,8850,2847.500000,0.088333,1,11,may-16,0.033750,10,
4400,8850,2847.500000,0.117083,1,11,may-16,0.032500,10,
4380,8870,2847.500000,0.090000,1,11,may-16,0.030000,10,
4400,8870,2847.500000,0.326667,1,22,may-16,0.194583,10,
4380,8850,2862.500000,0.095625,1,11,abr-16,0.053750,10,
4400,8850,2862.500000,0.104375,1,11,may-16,0.057292,10,
4380,8870,2862.500000,0.144167,1,11,feb-16,0.095000,10,
4400,8870,2862.500000,0.525000,3,23,may-16,0.465000,10,
4420,8850,2847.500000,0.428333,2,33,jun-16,0.214167,10,
4440,8850,2847.500000,0.541458,3,23,jun-16,0.396042,10,
4420,8870,2847.500000,0.514375,3,23,may-16,0.313333,10,
4440,8870,2847.500000,0.403125,3,23,jun-16,0.287292,10,
4420,8850,2862.500000,0.515625,3,23,may-16,0.441458,10,
4440,8850,2862.500000,0.582500,3,23,may-16,0.500833,10,
4420,8870,2862.500000,0.580000,3,23,may-16,0.470000,10,
4440,8870,2862.500000,0.450000,3,23,may-16,0.380000,10,
4460,8850,2847.500000,0.386250,1,22,jun-16,0.108750,10,
4480,8850,2847.500000,0.450833,1,23,jun-16,0.121250,10,
4460,8870,2847.500000,0.462292,1,23,jun-16,0.088542,10,
4480,8870,2847.500000,0.457500,1,23,jun-16,0.178333,10,
4460,8850,2862.500000,0.338750,1,22,may-16,0.168542,10,
4480,8850,2862.500000,0.315833,1,22,may-16,0.147292,10,
4460,8870,2862.500000,0.314167,1,22,may-16,0.169375,10,
4480,8870,2862.500000,0.440417,3,23,may-16,0.324583,10,
4500,8850,2847.500000,0.490417,3,23,jun-16,0.394583,10,
4500,8870,2847.500000,0.565625,3,23,jun-16,0.370625,10,
4520,8870,2847.500000,0.550000,3,23,jun-16,0.420000,10,
4500,8850,2862.500000,0.720000,3,23,may-16,0.630000,10,
4520,8850,2862.500000,0.690000,3,23,may-16,0.550000,10,
4500,8870,2862.500000,0.630000,3,23,may-16,0.530000,10,
4520,8870,2862.500000,0.640000,3,23,may-16,0.510000,10,
4540,8870,2862.500000,0.400000,3,23,may-16,0.327500,10,
3840,8910,2862.500000,0.080000,1,11,abr-16,0.020000,10,
3880,8890,2847.500000,0.130000,1,11,may-16,0.040000,10,
3880,8910,2847.500000,0.140000,1,11,may-16,0.040000,10,
3860,8890,2862.500000,0.080000,1,11,abr-16,0.020000,10,
3880,8890,2862.500000,0.090000,1,11,abr-16,0.020000,10,
3860,8910,2862.500000,0.070000,1,11,abr-16,0.010000,10,
3880,8910,2862.500000,0.110000,1,11,abr-16,0.020000,10,
3900,8890,2847.500000,0.130000,1,11,may-16,0.030000,10,
3920,8890,2847.500000,0.181250,1,12,may-16,0.073750,10,
3900,8910,2847.500000,0.140000,1,11,may-16,0.040000,10,
3920,8910,2847.500000,0.140000,1,11,may-16,0.040000,10,
3900,8890,2862.500000,0.110000,1,11,abr-16,0.040000,10,
3920,8890,2862.500000,0.135000,1,11,abr-16,0.053333,10,
3900,8910,2862.500000,0.100000,1,11,abr-16,0.030000,10,
3920,8910,2862.500000,0.130000,1,11,abr-16,0.040000,10,
3940,8890,2847.500000,0.394375,3,22,may-16,0.256875,10,
3960,8890,2847.500000,0.310000,3,22,may-16,0.173333,10,
3940,8910,2847.500000,0.247917,1,22,may-16,0.110208,10,
3960,8910,2847.500000,0.365625,3,22,may-16,0.206875,10,
3940,8890,2862.500000,0.348333,3,22,abr-16,0.206667,10,
3960,8890,2862.500000,0.229583,1,22,abr-16,0.108125,10,
3940,8910,2862.500000,0.200000,1,22,abr-16,0.085000,10,
3960,8910,2862.500000,0.359375,3,22,abr-16,0.223125,10,
3980,8890,2847.500000,0.150000,1,12,may-16,0.060000,10,
4000,8890,2847.500000,0.120000,1,11,may-16,0.040000,10,
3980,8910,2847.500000,0.193750,1,12,may-16,0.087500,10,
4000,8910,2847.500000,0.140000,1,11,may-16,0.060000,10,
3980,8890,2862.500000,0.160000,1,12,abr-16,0.060000,10,
4000,8890,2862.500000,0.130000,1,11,abr-16,0.040000,10,
3980,8910,2862.500000,0.160000,1,12,abr-16,0.060000,10,
4000,8910,2862.500000,0.140000,1,11,abr-16,0.050000,10,
4020,8890,2847.500000,0.145000,1,11,may-16,0.052500,10,
4040,8890,2847.500000,0.300000,3,22,abr-16,0.170000,10,
4020,8910,2847.500000,0.140000,1,11,may-16,0.050000,10,
4040,8910,2847.500000,0.167917,1,12,may-16,0.074375,10,
4020,8890,2862.500000,0.197292,1,12,abr-16,0.089583,10,
4040,8890,2862.500000,0.283333,3,22,feb-16,0.145833,10,
4020,8910,2862.500000,0.153125,1,12,abr-16,0.052292,10,
4040,8910,2862.500000,0.208125,3,22,feb-16,0.102083,10,
4060,8890,2847.500000,0.203750,1,22,abr-16,0.107917,10,
4080,8890,2847.500000,0.150000,1,12,abr-16,0.070000,10,
4060,8910,2847.500000,0.248750,3,22,may-16,0.154583,10,
4080,8910,2847.500000,0.140000,1,11,abr-16,0.060000,10,
4060,8890,2862.500000,0.193542,1,12,feb-16,0.096667,10,
4080,8890,2862.500000,0.140000,1,11,feb-16,0.060000,10,
4060,8910,2862.500000,0.196250,1,12,feb-16,0.100000,10,
4080,8910,2862.500000,0.130000,1,11,feb-16,0.050000,10,
4100,8890,2847.500000,0.338125,3,22,abr-16,0.240208,10,
4120,8890,2847.500000,1.120000,3,23,mar-16,1.020000,10,
4100,8910,2847.500000,0.375000,3,22,mar-16,0.272500,10,
4120,8910,2847.500000,1.340000,3,23,mar-16,1.200000,10,
4100,8890,2862.500000,0.332500,3,22,feb-16,0.236250,10,
4120,8890,2862.500000,0.930000,3,23,feb-16,0.780000,10,
4100,8910,2862.500000,0.301667,3,22,feb-16,0.204167,10,
4120,8910,2862.500000,0.880000,3,23,feb-16,0.750000,10,
4140,8890,2847.500000,0.920000,3,23,mar-16,0.750000,10,
4160,8890,2847.500000,0.745417,3,23,feb-16,0.589167,10,
4140,8910,2847.500000,0.890000,3,23,mar-16,0.740000,10,
4160,8910,2847.500000,0.610000,3,23,feb-16,0.440000,10,
4140,8890,2862.500000,0.752500,3,23,feb-16,0.573333,10,
4160,8890,2862.500000,0.990000,3,23,feb-16,0.770000,10,
4140,8910,2862.500000,0.805833,3,23,feb-16,0.622500,10,
4160,8910,2862.500000,0.850000,3,23,feb-16,0.600000,10,
4180,8890,2847.500000,0.564167,3,23,feb-16,0.460208,10,
4200,8890,2847.500000,0.660000,3,23,feb-16,0.560000,10,
4180,8910,2847.500000,0.510000,3,23,feb-16,0.390000,10,
4200,8910,2847.500000,0.710000,3,23,feb-16,0.600000,10,
4180,8890,2862.500000,0.480000,3,23,feb-16,0.340000,10,
4200,8890,2862.500000,0.450000,3,23,feb-16,0.310000,10,
4180,8910,2862.500000,0.400000,3,23,feb-16,0.250000,10,
4200,8910,2862.500000,0.560000,3,23,feb-16,0.410000,10,
4220,8890,2847.500000,0.720000,3,23,feb-16,0.630000,10,
4240,8890,2847.500000,1.030000,3,23,may-16,0.940000,10,
4220,8910,2847.500000,1.580000,3,23,feb-16,1.460000,10,
4240,8910,2847.500000,1.156458,3,23,may-16,1.046667,10,
4220,8890,2862.500000,0.540000,3,23,feb-16,0.410000,10,
4240,8910,2862.500000,0.610000,3,23,feb-16,0.490000,10,
4260,8890,2847.500000,0.170000,1,12,may-16,0.110000,10,
4280,8890,2847.500000,0.505625,3,23,may-16,0.415625,10,
4260,8910,2847.500000,0.130000,1,11,may-16,0.080000,10,
4280,8910,2847.500000,0.343333,1,22,may-16,0.243333,10,
4260,8890,2862.500000,0.296667,1,22,feb-16,0.216667,10,
4280,8890,2862.500000,0.650000,3,23,feb-16,0.510000,10,
4260,8910,2862.500000,0.373333,1,22,feb-16,0.296667,10,
4280,8910,2862.500000,0.812917,3,23,nov-13,0.685000,10,
4300,8890,2847.500000,0.333750,3,22,may-16,0.247500,10,
4320,8890,2847.500000,0.427083,3,23,may-16,0.346042,10,
4300,8910,2847.500000,0.281250,1,22,may-16,0.172500,10,
4320,8910,2847.500000,0.553750,3,23,may-16,0.326250,10,
4300,8890,2862.500000,0.397917,3,22,feb-16,0.292292,10,
4320,8890,2862.500000,0.540000,3,23,feb-16,0.430000,10,
4300,8910,2862.500000,0.286667,1,22,nov-13,0.190000,10,
4320,8910,2862.500000,0.650000,3,23,nov-13,0.390000,10,
4340,8890,2847.500000,0.598750,3,23,may-16,0.233750,10,
4360,8890,2847.500000,0.868750,3,23,may-16,0.319792,10,
4340,8910,2847.500000,0.574583,3,23,may-16,0.230833,10,
4360,8910,2847.500000,0.812500,3,23,may-16,0.325833,10,
4340,8890,2862.500000,1.180000,3,23,feb-16,0.840000,10,
4360,8890,2862.500000,1.020000,3,23,feb-16,0.670000,10,
4340,8910,2862.500000,0.700000,3,23,nov-13,0.300000,10,
4360,8910,2862.500000,0.850000,3,23,nov-13,0.530000,10,
4380,8890,2847.500000,0.323333,1,22,may-16,0.216667,10,
4400,8890,2847.500000,0.577917,3,23,may-16,0.375417,10,
4380,8910,2847.500000,0.562500,3,23,may-16,0.425000,10,
4400,8910,2847.500000,0.558542,3,23,may-16,0.437292,10,
4380,8890,2862.500000,0.512500,3,23,may-16,0.446875,10,
4400,8890,2862.500000,0.750000,3,23,may-16,0.690000,10,
4380,8910,2862.500000,0.756042,3,23,may-16,0.696458,10,
4400,8910,2862.500000,0.760000,3,23,may-16,0.700000,10,
4420,8890,2847.500000,0.510208,3,23,may-16,0.360417,10,
4440,8890,2847.500000,0.656458,3,23,may-16,0.231042,10,
4420,8910,2847.500000,0.395000,3,22,may-16,0.276250,10,
4440,8910,2847.500000,0.733333,8,43,may-16,0.163333,61,
4420,8890,2862.500000,0.510000,3,23,may-16,0.410000,10,
4440,8890,2862.500000,0.438333,3,23,may-16,0.332500,10,
4420,8910,2862.500000,0.530000,3,23,may-16,0.430000,10,
4440,8910,2862.500000,0.458333,3,23,may-16,0.295000,10,
4460,8890,2847.500000,0.597083,8,43,may-16,0.091875,42,
4480,8890,2847.500000,0.612292,7,43,jun-16,0.210000,44,
4460,8910,2847.500000,0.657917,8,43,may-16,0.248333,57,
4480,8910,2847.500000,0.685833,7,43,jun-16,0.146667,51,
4460,8890,2862.500000,0.513542,1,23,may-16,0.259375,10,
4480,8890,2862.500000,0.569167,3,23,may-16,0.447708,10,
4460,8910,2862.500000,0.730625,3,23,may-16,0.613125,10,
4480,8910,2862.500000,0.667917,3,23,may-16,0.470000,10,
4500,8890,2847.500000,0.727500,7,43,jun-16,0.180000,42,
4520,8890,2847.500000,0.520000,3,23,jun-16,0.440000,10,
4500,8910,2847.500000,0.741875,3,23,jun-16,0.412917,10,
4520,8910,2847.500000,0.540000,3,23,jun-16,0.460000,10,
4500,8890,2862.500000,0.627500,3,23,may-16,0.392500,10,
4520,8890,2862.500000,0.560000,3,23,may-16,0.470000,10,
4500,8910,2862.500000,0.655000,3,23,may-16,0.458333,10,
4520,8910,2862.500000,0.830000,3,23,may-16,0.710000,10,
4540,8890,2847.500000,0.620000,3,23,jun-16,0.550000,10,
4540,8910,2847.500000,0.800000,3,23,jun-16,0.670000,10,
4540,8890,2862.500000,0.610000,3,23,may-16,0.530000,10,
4540,8910,2862.500000,0.640000,3,23,may-16,0.540000,10,
4560,8910,2862.500000,0.412917,3,23,may-16,0.331042,10,
3840,8930,2862.500000,0.080000,1,11,abr-16,0.020000,10,
3820,8950,2862.500000,0.070000,1,11,abr-16,0.020000,10,
3840,8950,2862.500000,0.070000,1,11,abr-16,0.010000,10,
3860,8930,2847.500000,0.110000,1,11,jun-16,0.030000,10,
3880,8930,2847.500000,0.130000,1,11,may-16,0.030000,10,
3860,8950,2847.500000,0.100000,1,11,may-16,0.020000,10,
3880,8950,2847.500000,0.130000,1,11,may-16,0.030000,10,
3860,8930,2862.500000,0.080000,1,11,abr-16,0.010000,10,
3880,8930,2862.500000,0.090000,1,11,abr-16,0.020000,10,
3860,8950,2862.500000,0.080000,1,11,abr-16,0.010000,10,
3880,8950,2862.500000,0.090000,1,11,abr-16,0.020000,10,
3900,8930,2847.500000,0.140000,1,11,may-16,0.040000,10,
3920,8930,2847.500000,0.140000,1,11,may-16,0.040000,10,
3900,8950,2847.500000,0.150000,1,12,may-16,0.040000,10,
3920,8950,2847.500000,0.130000,1,11,may-16,0.030000,10,
3900,8930,2862.500000,0.130000,1,11,abr-16,0.030000,10,
3920,8930,2862.500000,0.120000,1,11,abr-16,0.040000,10,
3900,8950,2862.500000,0.120000,1,11,abr-16,0.020000,10,
3920,8950,2862.500000,0.120000,1,11,abr-16,0.030000,10,
3940,8930,2847.500000,0.160000,1,12,may-16,0.050000,10,
3960,8930,2847.500000,0.393750,3,22,may-16,0.255000,10,
3940,8950,2847.500000,0.160000,1,12,may-16,0.050000,10,
3960,8950,2847.500000,0.200000,1,22,may-16,0.090000,10,
3940,8930,2862.500000,0.150000,1,12,abr-16,0.050000,10,
3960,8930,2862.500000,0.220000,1,22,abr-16,0.118333,10,
3940,8950,2862.500000,0.150000,1,12,abr-16,0.050000,10,
3960,8950,2862.500000,0.170000,1,12,abr-16,0.080000,10,
3980,8930,2847.500000,0.300417,1,22,may-16,0.177500,10,
4000,8930,2847.500000,0.150000,1,12,may-16,0.080000,10,
3980,8950,2847.500000,0.287500,1,22,may-16,0.182500,10,
4000,8950,2847.500000,0.140000,1,11,may-16,0.070000,10,
3980,8930,2862.500000,0.181875,1,12,abr-16,0.078125,10,
4000,8930,2862.500000,0.130000,1,11,abr-16,0.050000,10,
3980,8950,2862.500000,0.150000,1,12,abr-16,0.050000,10,
4000,8950,2862.500000,0.140000,1,11,abr-16,0.050000,10,
4020,8930,2847.500000,0.130000,1,11,may-16,0.050000,10,
4040,8930,2847.500000,0.120000,1,11,may-16,0.050000,10,
4020,8950,2847.500000,0.130000,1,11,may-16,0.040000,10,
4040,8950,2847.500000,0.130000,1,11,may-16,0.050000,10,
4020,8930,2862.500000,0.140000,1,11,feb-16,0.050000,10,
4040,8930,2862.500000,0.140000,1,11,feb-16,0.050000,10,
4020,8950,2862.500000,0.130000,1,11,feb-16,0.040000,10,
4040,8950,2862.500000,0.150000,1,12,feb-16,0.050000,10,
4060,8930,2847.500000,0.271667,3,22,may-16,0.180417,10,
4080,8930,2847.500000,0.140000,1,11,may-16,0.060000,10,
4060,8950,2847.500000,0.157500,1,12,may-16,0.075000,10,
4080,8950,2847.500000,0.158750,1,12,may-16,0.068750,10,
4060,8930,2862.500000,0.167708,1,12,feb-16,0.081875,10,
4080,8930,2862.500000,0.130000,1,11,feb-16,0.050000,10,
4060,8950,2862.500000,0.130000,1,11,feb-16,0.050000,10,
4080,8950,2862.500000,0.150000,1,12,feb-16,0.060000,10,
4100,8930,2847.500000,0.490000,3,23,mar-16,0.380000,10,
4120,8930,2847.500000,0.820000,3,23,mar-16,0.670000,10,
4100,8950,2847.500000,0.268125,1,22,may-16,0.160625,10,
4120,8950,2847.500000,0.560000,3,23,mar-16,0.440000,10,
4100,8930,2862.500000,0.370000,1,22,feb-16,0.260000,10,
4120,8930,2862.500000,0.450000,3,23,feb-16,0.340000,10,
4100,8950,2862.500000,0.235000,1,22,feb-16,0.131250,10,
4120,8950,2862.500000,0.380000,3,22,feb-16,0.270000,10,
4140,8930,2847.500000,0.840000,3,23,mar-16,0.650000,10,
4160,8930,2847.500000,0.540000,3,23,feb-16,0.370000,10,
4140,8950,2847.500000,0.650000,3,23,feb-16,0.470000,10,
4160,8950,2847.500000,0.440000,3,23,feb-16,0.300000,10,
4140,8930,2862.500000,0.850000,3,23,feb-16,0.640000,10,
4160,8930,2862.500000,0.480000,3,23,feb-16,0.320000,10,
4140,8950,2862.500000,0.640000,3,23,ene-14,0.450000,10,
4160,8950,2862.500000,0.390000,3,22,ene-14,0.240000,10,
4180,8930,2847.500000,0.540000,3,23,feb-16,0.400000,10,
4200,8930,2847.500000,0.730000,3,23,feb-16,0.610000,10,
4180,8950,2847.500000,0.460000,3,23,feb-16,0.330000,10,
4200,8950,2847.500000,0.770000,3,23,ene-14,0.610000,10,
4180,8930,2862.500000,0.470000,3,23,feb-16,0.320000,10,
4200,8930,2862.500000,0.590000,3,23,dic-13,0.430000,10,
4180,8950,2862.500000,0.380000,3,22,dic-13,0.260000,10,
4200,8950,2862.500000,0.810000,3,23,dic-13,0.620000,10,
4220,8930,2847.500000,1.580000,3,23,feb-16,1.410000,10,
4240,8930,2847.500000,1.270000,3,23,may-16,1.110000,10,
4220,8950,2847.500000,0.840000,3,23,ene-14,0.650000,10,
4240,8950,2847.500000,0.830000,3,23,ene-14,0.650000,10,
4220,8930,2862.500000,0.900000,3,23,nov-13,0.760000,10,
4240,8930,2862.500000,0.730000,3,23,nov-13,0.570000,10,
4220,8950,2862.500000,0.870000,3,23,nov-13,0.690000,10,
4240,8950,2862.500000,0.780000,3,23,nov-13,0.600000,10,
4260,8930,2847.500000,0.167917,1,12,may-16,0.114583,10,
4280,8930,2847.500000,0.200000,1,22,may-16,0.130000,10,
4260,8950,2847.500000,0.291875,1,22,ene-14,0.231250,10,
4280,8950,2847.500000,0.170000,1,12,ene-14,0.130000,10,
4260,8930,2862.500000,0.348958,1,22,nov-13,0.263542,10,
4280,8930,2862.500000,0.231250,1,22,nov-13,0.137500,10,
4260,8950,2862.500000,0.506667,1,23,nov-13,0.412500,10,
4280,8950,2862.500000,0.130000,1,11,nov-13,0.080000,10,
4300,8930,2847.500000,0.230000,1,22,may-16,0.140000,10,
4320,8930,2847.500000,0.480000,3,23,ene-14,0.320000,10,
4300,8950,2847.500000,0.200000,1,22,ene-14,0.130000,10,
4320,8950,2847.500000,0.296667,3,22,ene-14,0.226667,10,
4300,8930,2862.500000,0.233333,1,22,nov-13,0.132500,10,
4320,8930,2862.500000,0.580000,3,23,nov-13,0.410000,10,
4300,8950,2862.500000,0.149167,1,11,nov-13,0.084167,10,
4320,8950,2862.500000,0.440000,3,23,nov-13,0.330000,10,
4340,8930,2847.500000,0.399583,3,22,ene-14,0.276667,10,
4360,8930,2847.500000,0.534167,3,23,ene-14,0.346667,10,
4340,8950,2847.500000,0.285000,1,22,ene-14,0.222917,10,
4360,8950,2847.500000,0.363750,3,22,ene-14,0.269375,10,
4340,8930,2862.500000,0.583958,3,23,nov-13,0.380625,10,
4360,8930,2862.500000,0.740000,3,23,nov-13,0.530000,10,
4340,8950,2862.500000,0.298125,1,22,nov-13,0.228958,10,
4360,8950,2862.500000,0.510000,3,23,nov-13,0.380000,10,
4380,8930,2847.500000,0.460833,3,23,ene-14,0.353333,10,
4400,8930,2847.500000,0.491458,3,23,may-16,0.395625,10,
4380,8950,2847.500000,0.382500,3,22,ene-14,0.285833,10,
4400,8950,2847.500000,0.405000,3,23,ene-14,0.306250,10,
4380,8930,2862.500000,0.670000,3,23,nov-13,0.600000,10,
4400,8930,2862.500000,0.570000,3,23,nov-13,0.520000,10,
4380,8950,2862.500000,0.560000,3,23,nov-13,0.430000,10,
4400,8950,2862.500000,0.410000,3,23,nov-13,0.370000,10,
4420,8930,2847.500000,0.410000,3,23,may-16,0.330000,10,
4440,8930,2847.500000,0.545000,3,23,may-16,0.452917,10,
4420,8950,2847.500000,0.330000,3,22,ene-14,0.290000,10,
4440,8950,2847.500000,0.511667,3,23,ene-14,0.463333,10,
4420,8930,2862.500000,0.540000,3,23,nov-13,0.470000,10,
4440,8930,2862.500000,0.410000,3,23,nov-13,0.340000,10,
4420,8950,2862.500000,0.390000,3,22,nov-13,0.310000,10,
4440,8950,2862.500000,0.450000,3,23,nov-13,0.370000,10,
4460,8930,2847.500000,0.549583,3,23,may-16,0.408333,10,
4480,8930,2847.500000,0.910000,3,23,jun-16,0.575000,10,
4460,8950,2847.500000,0.870000,3,23,ene-14,0.790000,10,
4480,8950,2847.500000,1.130000,3,23,jun-16,1.010000,10,
4460,8930,2862.500000,0.820000,3,23,may-16,0.710000,10,
4480,8930,2862.500000,0.800000,3,23,may-16,0.670000,10,
4460,8950,2862.500000,0.860000,3,23,nov-13,0.730000,10,
4480,8950,2862.500000,0.980000,3,23,nov-13,0.850000,10,
4500,8930,2847.500000,0.900000,3,23,jun-16,0.810000,10,
4520,8930,2847.500000,0.970000,3,23,jun-16,0.800000,10,
4500,8950,2847.500000,0.910000,3,23,jun-16,0.810000,10,
4520,8950,2847.500000,1.280000,3,23,jun-16,1.070000,10,
4500,8930,2862.500000,0.790000,3,23,may-16,0.690000,10,
4520,8930,2862.500000,1.010000,3,23,may-16,0.870000,10,
4500,8950,2862.500000,1.370000,3,23,nov-13,1.170000,10,
4520,8950,2862.500000,1.230000,3,23,may-16,0.990000,10,
4540,8930,2847.500000,1.040000,3,23,jun-16,0.870000,10,
4540,8950,2847.500000,0.883542,3,23,jun-16,0.648542,10,
4560,8950,2847.500000,0.675000,3,23,jun-16,0.552500,10,
4540,8930,2862.500000,0.650000,3,23,may-16,0.560000,10,
4560,8930,2862.500000,0.376875,1,22,may-16,0.328750,10,
4540,8950,2862.500000,0.682500,3,23,may-16,0.540000,10,
4560,8950,2862.500000,0.515000,3,23,may-16,0.402500,10,
3840,8970,2862.500000,0.070000,1,11,abr-16,0.010000,10,
3840,8990,2862.500000,0.080000,1,11,abr-16,0.010000,10,
3860,8970,2847.500000,0.110000,1,11,may-16,0.030000,10,
3880,8970,2847.500000,0.120000,1,11,may-16,0.020000,10,
3880,8990,2847.500000,0.130000,1,11,may-16,0.030000,10,
3860,8970,2862.500000,0.080000,1,11,abr-16,0.020000,10,
3880,8970,2862.500000,0.090000,1,11,abr-16,0.010000,10,
3860,8990,2862.500000,0.090000,1,11,abr-16,0.020000,10,
3880,8990,2862.500000,0.100000,1,11,abr-16,0.020000,10,
3900,8970,2847.500000,0.150000,1,12,may-16,0.040000,10,
3920,8970,2847.500000,0.140000,1,11,may-16,0.040000,10,
3900,8990,2847.500000,0.150000,1,12,may-16,0.040000,10,
3920,8990,2847.500000,0.130000,1,11,may-16,0.030000,10,
3900,8970,2862.500000,0.100000,1,11,abr-16,0.020000,10,
3920,8970,2862.500000,0.110000,1,11,abr-16,0.030000,10,
3900,8990,2862.500000,0.100000,1,11,abr-16,0.010000,10,
3920,8990,2862.500000,0.100000,1,11,abr-16,0.020000,10,
3940,8970,2847.500000,0.130000,1,11,may-16,0.050000,10,
3960,8970,2847.500000,0.170000,1,12,may-16,0.080000,10,
3940,8990,2847.500000,0.120000,1,11,may-16,0.040000,10,
3960,8990,2847.500000,0.130000,1,11,may-16,0.050000,10,
3940,8970,2862.500000,0.130000,1,11,abr-16,0.040000,10,
3960,8970,2862.500000,0.130000,1,11,abr-16,0.050000,10,
3940,8990,2862.500000,0.110000,1,11,abr-16,0.030000,10,
3960,8990,2862.500000,0.110000,1,11,abr-16,0.030000,10,
3980,8970,2847.500000,0.130000,1,11,may-16,0.040000,10,
4000,8970,2847.500000,0.130000,1,11,may-16,0.050000,10,
3980,8990,2847.500000,0.140000,1,11,may-16,0.050000,10,
4000,8990,2847.500000,0.140000,1,11,may-16,0.060000,10,
3980,8970,2862.500000,0.140000,1,11,abr-16,0.050000,10,
4000,8970,2862.500000,0.140000,1,11,abr-16,0.050000,10,
3980,8990,2862.500000,0.130000,1,11,abr-16,0.040000,10,
4000,8990,2862.500000,0.140000,1,11,abr-16,0.050000,10,
4020,8970,2847.500000,0.130000,1,11,may-16,0.060000,10,
4040,8970,2847.500000,0.130000,1,11,may-16,0.050000,10,
4020,8990,2847.500000,0.120000,1,11,may-16,0.040000,10,
4040,8990,2847.500000,0.160000,1,12,may-16,0.060000,10,
4020,8970,2862.500000,0.120000,1,11,feb-16,0.040000,10,
4040,8970,2862.500000,0.160000,1,12,feb-16,0.060000,10,
4020,8990,2862.500000,0.130000,1,11,mar-16,0.050000,10,
4040,8990,2862.500000,0.170000,1,12,feb-14,0.060000,10,
4060,8970,2847.500000,0.130000,1,11,may-16,0.060000,10,
4080,8970,2847.500000,0.160000,1,12,may-16,0.070000,10,
4060,8990,2847.500000,0.150000,1,12,may-16,0.070000,10,
4080,8990,2847.500000,0.160000,1,12,may-16,0.090000,10,
4060,8970,2862.500000,0.140000,1,11,feb-16,0.060000,10,
4080,8970,2862.500000,0.140000,1,11,feb-16,0.060000,10,
4060,8990,2862.500000,0.140000,1,11,ene-14,0.060000,10,
4080,8990,2862.500000,0.130000,1,11,ene-14,0.060000,10,
4100,8970,2847.500000,0.168125,1,12,may-16,0.075000,10,
4120,8970,2847.500000,0.421250,3,23,mar-16,0.275625,10,
4100,8990,2847.500000,0.150000,1,12,feb-14,0.070000,10,
4120,8990,2847.500000,0.386250,3,22,feb-14,0.262500,10,
4100,8970,2862.500000,0.168750,1,12,ene-14,0.067917,10,
4120,8970,2862.500000,0.347500,3,22,ene-14,0.219375,10,
4100,8990,2862.500000,0.140000,1,11,ene-14,0.060000,10,
4120,8990,2862.500000,0.305208,3,22,ene-14,0.195000,10,
4140,8970,2847.500000,0.770000,3,23,mar-16,0.580000,10,
4160,8970,2847.500000,0.520000,3,23,feb-14,0.340000,10,
4140,8990,2847.500000,0.700000,3,23,feb-14,0.520000,10,
4160,8990,2847.500000,0.530000,3,23,feb-14,0.330000,10,
4140,8970,2862.500000,0.570000,3,23,ene-14,0.390000,10,
4160,8970,2862.500000,0.430000,3,23,ene-14,0.260000,10,
4140,8990,2862.500000,0.510000,3,23,ene-14,0.310000,10,
