xcentre,ycentre,zcentre,cut_gc,zmin_gc,oretype_gc,cus_gc,mot_gc
3780,9530,2667.500000,0.383071,-99,44,0.020186,17,
3800,9530,2667.500000,0.457893,-99,45,0.026615,72,
3780,9550,2667.500000,0.202367,-99,41,0.015339,27,
3800,9550,2667.500000,0.341966,-99,44,0.026771,17,
3780,9530,2682.500000,0.390175,-99,44,0.023235,15,
3800,9530,2682.500000,0.441117,-99,44,0.034292,54,
3780,9550,2682.500000,0.504089,-99,45,0.042466,13,
3800,9550,2682.500000,0.557388,-99,45,0.057519,20,
3820,9530,2667.500000,0.299358,-99,41,0.015460,53,
3840,9530,2667.500000,0.240625,-99,41,0.012266,28,
3820,9550,2667.500000,0.474185,-99,45,0.028133,37,
3840,9550,2667.500000,0.287890,-99,41,0.013926,33,
3820,9530,2682.500000,0.410306,-99,42,0.025843,33,
3840,9530,2682.500000,0.247153,-99,41,0.019182,43,
3820,9550,2682.500000,0.554829,-99,45,0.048825,50,
3840,9550,2682.500000,0.453346,-99,45,0.035621,44,
3860,9530,2667.500000,0.310235,-99,44,0.020252,81,
3880,9530,2667.500000,0.333714,-99,44,0.024740,95,
3860,9550,2667.500000,0.297959,-99,41,0.012474,33,
3880,9550,2667.500000,0.321777,-99,44,0.019348,177,
3860,9530,2682.500000,0.275454,-99,41,0.021393,49,
3860,9550,2682.500000,0.350803,-99,44,0.029648,43,
3880,9550,2682.500000,0.265532,-99,41,0.022493,27,
3900,9530,2667.500000,0.350439,-99,42,0.031467,98,
3920,9530,2667.500000,0.736115,-99,42,0.049557,54,
3900,9550,2667.500000,0.402665,-99,42,0.025100,41,
3920,9550,2667.500000,0.727302,-99,45,0.045558,53,
3920,9530,2682.500000,0.713452,-99,42,0.058896,92,
3900,9550,2682.500000,0.299069,-99,41,0.028696,56,
3920,9550,2682.500000,0.598300,-99,45,0.060308,109,
3940,9530,2667.500000,1.614594,-99,45,0.095961,84,
3960,9530,2667.500000,1.334384,-99,45,0.110653,148,
3940,9550,2667.500000,1.595280,-99,45,0.101461,110,
3960,9550,2667.500000,1.554212,-99,45,0.109826,107,
3940,9530,2682.500000,1.408174,-99,45,0.112343,69,
3960,9530,2682.500000,1.093221,-99,45,0.082747,75,
3940,9550,2682.500000,1.128742,-99,45,0.084358,65,
3960,9550,2682.500000,1.246972,-99,42,0.101647,132,
3980,9530,2667.500000,1.233248,-99,45,0.091656,113,
4000,9530,2667.500000,1.141157,-99,45,0.096416,175,
3980,9550,2667.500000,0.902927,-99,45,0.072354,90,
4000,9550,2667.500000,0.733505,-99,45,0.061843,235,
3980,9530,2682.500000,1.239124,-99,45,0.073249,125,
4000,9530,2682.500000,1.619865,-99,45,0.101501,85,
3980,9550,2682.500000,0.869136,-99,45,0.070697,77,
4000,9550,2682.500000,0.740290,-99,45,0.061847,68,
4020,9530,2667.500000,0.989522,-99,45,0.083761,218,
4040,9530,2667.500000,0.906935,-99,45,0.077815,316,
4020,9550,2667.500000,0.923840,-99,45,0.057220,288,
4040,9550,2667.500000,1.356896,-99,42,0.090440,581,
4020,9530,2682.500000,1.342699,-99,45,0.114067,175,
4040,9530,2682.500000,1.277874,-99,45,0.130418,536,
4020,9550,2682.500000,0.721471,-99,45,0.061283,113,
4040,9550,2682.500000,1.272717,-99,45,0.096422,481,
4060,9530,2667.500000,1.232155,-99,45,0.098992,515,
4080,9530,2667.500000,1.958805,-99,45,0.100840,1079,
4060,9550,2667.500000,1.961882,-99,45,0.094085,1563,
4080,9550,2667.500000,1.628189,-99,42,0.108544,376,
4060,9530,2682.500000,1.320749,-99,45,0.142580,262,
4080,9530,2682.500000,1.029843,-99,43,0.152818,237,
4060,9550,2682.500000,1.315209,-99,45,0.106884,286,
4080,9550,2682.500000,1.266274,-99,42,0.099515,206,
4100,9530,2667.500000,0.373207,-99,44,0.032274,46,
4120,9530,2667.500000,0.667310,-99,45,0.059376,120,
4100,9550,2667.500000,0.451655,-99,45,0.036799,69,
4120,9550,2667.500000,0.535816,-99,45,0.052791,62,
4100,9530,2682.500000,0.764426,-99,43,0.102727,140,
4120,9530,2682.500000,0.874571,-99,45,0.066250,34,
4100,9550,2682.500000,0.650954,-99,42,0.054421,99,
4120,9550,2682.500000,0.413883,-99,44,0.034811,34,
4140,9530,2667.500000,1.729292,-99,42,0.133496,246,
4140,9550,2667.500000,1.762225,-99,43,0.235555,255,
4160,9550,2667.500000,0.488851,6,45,0.040418,234,
4140,9530,2682.500000,1.538261,-99,42,0.120316,245,
4160,9530,2682.500000,0.730692,-99,42,0.063805,73,
4140,9550,2682.500000,1.004524,-99,42,0.074790,191,
4160,9550,2682.500000,1.583678,-99,42,0.108512,210,
4200,9530,2667.500000,0.573690,6,45,0.022241,30,
4180,9550,2667.500000,0.234226,6,41,0.015481,148,
3720,9590,2667.500000,0.446313,-99,44,0.029876,27,
3720,9570,2682.500000,0.581986,-99,45,0.038641,73,
3700,9590,2682.500000,0.462954,0,10,0.038546,92,
3720,9590,2682.500000,0.540550,-99,45,0.035915,78,
3740,9570,2667.500000,0.397829,-99,44,0.024882,19,
3760,9570,2667.500000,0.300490,-99,44,0.025050,14,
3740,9590,2667.500000,0.464870,-99,45,0.031519,28,
3760,9590,2667.500000,0.554403,-99,45,0.042541,19,
3740,9570,2682.500000,0.625294,-99,45,0.043268,20,
3760,9570,2682.500000,0.720347,-99,45,0.058518,24,
3740,9590,2682.500000,0.483908,-99,45,0.032481,43,
3780,9570,2667.500000,0.256436,-99,41,0.018232,11,
3800,9570,2667.500000,0.269329,-99,41,0.025915,16,
3780,9590,2667.500000,0.389269,-99,44,0.030483,19,
3800,9590,2667.500000,0.469859,-99,45,0.034704,23,
3780,9570,2682.500000,0.618197,-99,45,0.061013,14,
3800,9570,2682.500000,0.531747,-99,43,0.116352,13,
3820,9570,2667.500000,0.258426,-99,41,0.023704,17,
3840,9570,2667.500000,0.378912,-99,44,0.024383,31,
3820,9590,2667.500000,0.360441,-99,44,0.024805,14,
3860,9570,2667.500000,0.207019,-99,41,0.010269,34,
3880,9570,2667.500000,0.360089,-99,44,0.010055,35,
3880,9590,2667.500000,0.355075,-99,44,0.010893,37,
3860,9570,2682.500000,0.263863,-99,41,0.022705,68,
3880,9570,2682.500000,0.294821,-99,41,0.022126,25,
3900,9570,2667.500000,0.614165,-99,45,0.023520,133,
3900,9570,2682.500000,0.313551,-99,44,0.025009,57,
3920,9570,2682.500000,0.463414,-99,42,0.035569,90,
3940,9570,2667.500000,1.318151,-99,45,0.150418,127,
3960,9570,2667.500000,1.728448,-99,42,0.120546,105,
3940,9590,2667.500000,0.764740,-99,43,0.103357,81,
3960,9590,2667.500000,1.599529,-99,42,0.140434,126,
3940,9570,2682.500000,1.179493,-99,45,0.091941,105,
3960,9570,2682.500000,1.391534,-99,42,0.121961,176,
3980,9570,2667.500000,0.767561,-99,45,0.065787,234,
4000,9570,2667.500000,0.714251,-99,45,0.053898,803,
3980,9590,2667.500000,0.854290,-99,45,0.082363,134,
4000,9590,2667.500000,0.478109,-99,45,0.045517,129,
3980,9570,2682.500000,0.839867,-99,45,0.074051,271,
4000,9570,2682.500000,0.825712,-99,45,0.061835,524,
3980,9590,2682.500000,0.916808,-99,45,0.081541,209,
4000,9590,2682.500000,0.666384,-99,45,0.052269,480,
4020,9570,2667.500000,0.698096,-99,45,0.039102,97,
4040,9570,2667.500000,1.413218,-99,45,0.074247,496,
4020,9590,2667.500000,0.377279,-99,44,0.026333,130,
4040,9590,2667.500000,1.599674,-99,42,0.096824,381,
4020,9570,2682.500000,0.543727,-99,45,0.055657,173,
4040,9570,2682.500000,1.162754,-99,45,0.081939,601,
4020,9590,2682.500000,0.362469,-99,44,0.027847,137,
4040,9590,2682.500000,0.824734,-99,45,0.060557,229,
4060,9570,2667.500000,1.205301,-99,42,0.068767,906,
4080,9570,2667.500000,1.439202,-99,42,0.090093,144,
4060,9590,2667.500000,1.166288,-99,42,0.077951,320,
4080,9590,2667.500000,1.050964,-99,45,0.089519,233,
4060,9570,2682.500000,1.642279,-99,42,0.109504,294,
4080,9570,2682.500000,1.438386,-99,42,0.135915,140,
4060,9590,2682.500000,1.293677,-99,42,0.096770,441,
4080,9590,2682.500000,1.231925,-99,42,0.119371,208,
4100,9570,2667.500000,0.539083,-99,45,0.062269,29,
4120,9570,2667.500000,0.356147,-99,44,0.036894,21,
4100,9590,2667.500000,0.453613,-99,45,0.051576,41,
4120,9590,2667.500000,0.496311,-99,42,0.041838,13,
4100,9570,2682.500000,0.760881,-99,42,0.080025,77,
4120,9570,2682.500000,0.308695,-99,44,0.035292,18,
4100,9590,2682.500000,0.958787,-99,42,0.092811,61,
4120,9590,2682.500000,0.794252,-99,42,0.070085,18,
4140,9570,2667.500000,1.190675,-99,42,0.109161,312,
4140,9590,2667.500000,0.689635,-99,42,0.070220,157,
4140,9570,2682.500000,1.026872,-99,42,0.067598,66,
4160,9570,2682.500000,1.424900,-99,42,0.125309,255,
4140,9590,2682.500000,0.896280,-99,42,0.067677,101,
4160,9590,2682.500000,1.823129,-99,42,0.093360,163,
3700,9610,2667.500000,0.230738,-99,41,0.019103,37,
3720,9610,2667.500000,0.420001,-99,42,0.034181,64,
3740,9610,2667.500000,0.671572,-99,45,0.056561,86,
3760,9610,2667.500000,0.615845,-99,45,0.053116,48,
3780,9610,2667.500000,0.453186,-99,45,0.035357,34,
3800,9610,2667.500000,0.367179,-99,44,0.024303,41,
3980,9610,2667.500000,1.298425,-99,45,0.144643,229,
4000,9610,2667.500000,0.523683,-99,45,0.045651,95,
3980,9630,2667.500000,1.927993,-99,45,0.147327,282,
4000,9630,2667.500000,0.818359,-99,45,0.057100,171,
3980,9610,2682.500000,1.624402,-99,45,0.075904,240,
4000,9610,2682.500000,0.667426,-99,45,0.054151,127,
4000,9630,2682.500000,0.696374,-99,45,0.046273,75,
4020,9610,2667.500000,0.451195,-99,45,0.042701,92,
4040,9610,2667.500000,1.192092,-99,45,0.080093,573,
4020,9630,2667.500000,0.561292,-99,45,0.049501,92,
4040,9630,2667.500000,1.190649,-99,45,0.086190,789,
4020,9610,2682.500000,0.309644,-99,44,0.028009,53,
4040,9610,2682.500000,0.530478,-99,45,0.036521,111,
4020,9630,2682.500000,0.460027,-99,45,0.041216,45,
4040,9630,2682.500000,0.340091,-99,44,0.023206,48,
4060,9610,2667.500000,1.354362,-99,45,0.082327,494,
4080,9610,2667.500000,1.080863,-99,45,0.113363,182,
4060,9630,2667.500000,1.369419,-99,45,0.090061,435,
4080,9630,2667.500000,1.314584,-99,45,0.093359,109,
4060,9610,2682.500000,1.560416,-99,45,0.106015,335,
4080,9610,2682.500000,1.124674,-99,45,0.120609,130,
4060,9630,2682.500000,0.919539,-99,45,0.065467,119,
4080,9630,2682.500000,1.094839,-99,45,0.087224,82,
4100,9610,2667.500000,0.455330,-99,43,0.072897,34,
4120,9610,2667.500000,0.607962,-99,42,0.055172,97,
4100,9630,2667.500000,0.667792,-99,45,0.061227,27,
4120,9630,2667.500000,0.779361,-99,45,0.063484,180,
4100,9610,2682.500000,0.472818,-99,42,0.049960,54,
4120,9610,2682.500000,0.565360,-99,42,0.040527,14,
4100,9630,2682.500000,0.917640,-99,45,0.087169,46,
4120,9630,2682.500000,0.451674,-99,42,0.048094,17,
4140,9610,2667.500000,0.943904,-99,42,0.065757,388,
4140,9630,2667.500000,1.272267,-99,45,0.089160,288,
4140,9610,2682.500000,0.941244,-99,42,0.053537,109,
4160,9610,2682.500000,0.525893,-99,42,0.031960,146,
4140,9630,2682.500000,1.367286,-99,42,0.078412,122,
4160,9630,2682.500000,0.359527,-99,42,0.016246,25,
3980,9650,2667.500000,2.616770,-99,45,0.162333,251,
4000,9650,2667.500000,1.566012,-99,45,0.119942,155,
3980,9670,2667.500000,1.525341,-99,45,0.144743,178,
4000,9670,2667.500000,1.389994,-99,45,0.139927,138,
4000,9650,2682.500000,1.437481,-99,45,0.091541,84,
4000,9670,2682.500000,1.513239,-99,45,0.068906,109,
4020,9650,2667.500000,0.599280,-99,45,0.049527,134,
4040,9650,2667.500000,0.477770,-99,45,0.037771,69,
4020,9670,2667.500000,0.882194,-99,42,0.080155,132,
4040,9670,2667.500000,0.723990,-99,45,0.056563,123,
4020,9650,2682.500000,0.912499,-99,45,0.108141,94,
4040,9650,2682.500000,0.601146,-99,45,0.038320,42,
4020,9670,2682.500000,0.998837,-99,45,0.064175,66,
4040,9670,2682.500000,0.650176,-99,45,0.027672,54,
4060,9650,2667.500000,0.693793,-99,45,0.064475,111,
4080,9650,2667.500000,0.833575,-99,45,0.075616,121,
4060,9670,2667.500000,0.448968,-99,44,0.030186,52,
4080,9670,2667.500000,0.430869,-99,44,0.025561,65,
4060,9650,2682.500000,0.821969,-99,45,0.066847,43,
4080,9650,2682.500000,0.967474,-99,45,0.082846,65,
4060,9670,2682.500000,0.809133,-99,45,0.055007,44,
4080,9670,2682.500000,0.651441,-99,45,0.053576,35,
4100,9650,2667.500000,1.038926,-99,45,0.098771,37,
4120,9650,2667.500000,0.635826,-99,45,0.053754,59,
4100,9670,2667.500000,0.469774,-99,45,0.044601,23,
4120,9670,2667.500000,1.131129,-99,45,0.104732,32,
4100,9650,2682.500000,1.320470,-99,45,0.112250,47,
4120,9650,2682.500000,0.483782,-99,45,0.045063,18,
4100,9670,2682.500000,0.511628,-99,45,0.043143,32,
4120,9670,2682.500000,1.202570,-99,33,0.203299,33,
4140,9650,2667.500000,0.970819,-99,45,0.080173,178,
4140,9670,2667.500000,0.913508,-99,45,0.059248,73,
4140,9650,2682.500000,1.245633,-99,45,0.135519,181,
4160,9650,2682.500000,0.887023,-99,45,0.055337,32,
4140,9670,2682.500000,1.498195,-99,43,0.271415,87,
4160,9670,2682.500000,1.528152,-99,45,0.083453,41,
4000,9690,2667.500000,1.072605,-99,45,0.112350,113,
4000,9710,2667.500000,1.203955,-99,45,0.129916,133,
4020,9690,2667.500000,0.770519,-99,45,0.052615,191,
4040,9690,2667.500000,0.618462,-99,42,0.040652,144,
4020,9710,2667.500000,0.688633,-99,45,0.048119,224,
4040,9710,2667.500000,0.630400,-99,42,0.050504,211,
4020,9690,2682.500000,0.684998,-99,45,0.046387,48,
4040,9690,2682.500000,0.658895,-99,45,0.033714,64,
4020,9710,2682.500000,1.255100,-99,45,0.089541,128,
4040,9710,2682.500000,0.924202,-99,45,0.067464,74,
4060,9690,2667.500000,0.511928,-99,45,0.029848,72,
4080,9690,2667.500000,0.516383,-99,45,0.042889,68,
4060,9710,2667.500000,0.511396,-99,45,0.041370,92,
4080,9710,2667.500000,0.596414,-99,45,0.054777,87,
4060,9690,2682.500000,0.624176,-99,45,0.038903,59,
4080,9690,2682.500000,0.714534,-99,45,0.044329,49,
4060,9710,2682.500000,0.735039,-99,45,0.045635,85,
4080,9710,2682.500000,0.783198,-99,45,0.057826,84,
4100,9690,2667.500000,0.449450,-99,44,0.034661,14,
4120,9690,2667.500000,1.251248,-99,43,0.165149,60,
4100,9710,2667.500000,0.563222,-99,45,0.042907,26,
4120,9710,2667.500000,1.230421,-99,45,0.079569,85,
4100,9690,2682.500000,0.595261,-99,45,0.035674,18,
4120,9690,2682.500000,1.205346,-99,43,0.220337,29,
4100,9710,2682.500000,0.452459,-99,45,0.031465,23,
4120,9710,2682.500000,1.021799,-99,45,0.101631,44,
4140,9690,2667.500000,0.851871,-99,45,0.099799,35,
4140,9710,2667.500000,0.481448,-99,43,0.060349,68,
4140,9690,2682.500000,1.804915,-99,43,0.319580,83,
4140,9710,2682.500000,1.132877,-99,33,0.179786,70,
4000,9730,2667.500000,1.722631,-99,45,0.167436,95,
4020,9730,2667.500000,1.614667,-99,45,0.111973,141,
4040,9730,2667.500000,0.650781,-99,45,0.053309,240,
4020,9750,2667.500000,1.295881,-99,45,0.155170,94,
4040,9750,2667.500000,0.752763,-99,45,0.061858,152,
4020,9730,2682.500000,1.338373,-99,45,0.125764,183,
4040,9730,2682.500000,0.699467,-99,45,0.050064,55,
4040,9750,2682.500000,0.658645,-99,42,0.053915,103,
4060,9730,2667.500000,0.351231,-99,44,0.030476,178,
4080,9730,2667.500000,0.524907,-99,45,0.035225,101,
4060,9750,2667.500000,0.367218,-99,44,0.029359,86,
4080,9750,2667.500000,0.354375,-99,44,0.022249,52,
4060,9730,2682.500000,0.492539,-99,45,0.037164,271,
4080,9730,2682.500000,0.416166,-99,44,0.030261,38,
4060,9750,2682.500000,0.447702,-99,44,0.034104,107,
4080,9750,2682.500000,0.252895,-99,41,0.017518,30,
4100,9730,2667.500000,0.468861,-99,45,0.031086,82,
4120,9730,2667.500000,0.759850,-99,45,0.039915,51,
4100,9750,2667.500000,0.419903,-99,44,0.026960,47,
4120,9750,2667.500000,0.452289,-99,45,0.029197,34,
4100,9730,2682.500000,0.494815,-99,45,0.027153,39,
4120,9730,2682.500000,0.731043,-99,45,0.058596,36,
4100,9750,2682.500000,0.344123,-99,44,0.024313,39,
4120,9750,2682.500000,0.410780,-99,44,0.029017,31,
4140,9730,2667.500000,0.543355,-99,45,0.039068,50,
4140,9750,2667.500000,0.361301,-99,44,0.033766,19,
4140,9730,2682.500000,0.738425,-99,43,0.117662,52,
4140,9750,2682.500000,0.477212,-99,45,0.028158,30,
4160,9750,2682.500000,0.403654,-99,44,0.026604,26,
4020,9770,2667.500000,0.901917,-99,45,0.080221,95,
4040,9770,2667.500000,0.597825,-99,45,0.044191,121,
4020,9790,2667.500000,0.881215,-99,43,0.107909,138,
4040,9790,2667.500000,0.363283,-99,44,0.022749,55,
4040,9770,2682.500000,0.788453,-99,45,0.070598,138,
4040,9790,2682.500000,0.536917,-99,45,0.043986,94,
4060,9770,2667.500000,0.417683,-99,44,0.037222,48,
4080,9770,2667.500000,0.289126,-99,41,0.021443,94,
4060,9790,2667.500000,0.509611,-99,45,0.045612,76,
4060,9770,2682.500000,0.413849,-99,44,0.030671,66,
4080,9770,2682.500000,0.467711,-99,45,0.037161,37,
4060,9790,2682.500000,0.640581,-99,45,0.043998,158,
4080,9790,2682.500000,0.752637,-99,45,0.053735,140,
4100,9770,2667.500000,0.388684,-99,44,0.020525,51,
4120,9770,2667.500000,0.662680,-99,45,0.030639,45,
4120,9790,2667.500000,0.326073,-99,44,0.021669,40,
4100,9770,2682.500000,0.565561,-99,45,0.033625,48,
4120,9770,2682.500000,0.355387,-99,44,0.019627,96,
4100,9790,2682.500000,0.501042,-99,45,0.036272,51,
4120,9790,2682.500000,0.404596,-99,44,0.034610,78,
4140,9770,2667.500000,0.368843,-99,44,0.028502,17,
4140,9790,2667.500000,0.291176,-99,41,0.028543,50,
4140,9770,2682.500000,0.395631,-99,44,0.019853,29,
4160,9770,2682.500000,0.296546,-99,41,0.021897,43,
4140,9790,2682.500000,0.421124,-99,42,0.021896,120,
4160,9790,2682.500000,0.421940,-99,44,0.027939,25,
4020,9810,2667.500000,0.517809,-99,43,0.088486,122,
4040,9810,2667.500000,0.436262,-99,44,0.033065,97,
4020,9830,2667.500000,0.588958,-99,43,0.117397,206,
4040,9830,2667.500000,0.453504,-99,45,0.039899,166,
4040,9810,2682.500000,0.590451,-99,45,0.055943,110,
4040,9830,2682.500000,0.479161,-99,45,0.035660,141,
4060,9810,2667.500000,0.443323,-99,44,0.033497,225,
4080,9810,2667.500000,0.507127,-99,45,0.042588,303,
4060,9830,2667.500000,0.404100,-99,44,0.030552,189,
4080,9830,2667.500000,0.450252,-99,45,0.036586,109,
4060,9810,2682.500000,0.466122,-99,45,0.031035,147,
4080,9810,2682.500000,0.622640,-99,45,0.048474,420,
4060,9830,2682.500000,0.426158,-99,44,0.025457,709,
4080,9830,2682.500000,0.458962,-99,45,0.039547,242,
4100,9810,2667.500000,0.376012,-99,44,0.029763,98,
4120,9810,2667.500000,0.323267,-99,44,0.028655,71,
4100,9830,2667.500000,0.441550,-99,44,0.039896,231,
4120,9830,2667.500000,0.933546,-99,45,0.101534,98,
4100,9810,2682.500000,0.423354,-99,44,0.035616,48,
4120,9810,2682.500000,0.757503,-99,45,0.067392,65,
4100,9830,2682.500000,0.479932,-99,45,0.044748,167,
4120,9830,2682.500000,0.686735,-99,45,0.044839,43,
4140,9830,2667.500000,0.724215,-99,45,0.055009,55,
4140,9810,2682.500000,0.944888,-99,45,0.056200,265,
4160,9810,2682.500000,0.399647,-99,44,0.026541,23,
4140,9830,2682.500000,0.921493,-99,45,0.053888,77,
4160,9830,2682.500000,0.693770,-99,45,0.050967,69,
4020,9850,2667.500000,0.594111,-99,43,0.071317,184,
4040,9850,2667.500000,0.459067,-99,45,0.038577,213,
4020,9870,2667.500000,0.550153,-99,45,0.047203,144,
4040,9870,2667.500000,0.309341,-99,44,0.022564,112,
4040,9850,2682.500000,0.472099,-99,45,0.042354,170,
4040,9870,2682.500000,0.743321,-99,45,0.076028,85,
4060,9850,2667.500000,0.302668,-99,44,0.018996,65,
4080,9850,2667.500000,0.361518,-99,44,0.019572,54,
4060,9870,2667.500000,0.241388,-99,41,0.014688,228,
4080,9870,2667.500000,0.350257,-99,44,0.018345,292,
4060,9850,2682.500000,0.360836,-99,44,0.029915,314,
4080,9850,2682.500000,0.479886,-99,45,0.032528,100,
4060,9870,2682.500000,0.323251,-99,44,0.020529,334,
4080,9870,2682.500000,0.435476,-99,42,0.026207,108,
4100,9850,2667.500000,0.524125,-99,45,0.049785,614,
4120,9850,2667.500000,0.874181,-99,42,0.088044,71,
4100,9870,2667.500000,0.546351,-99,42,0.033018,195,
4120,9870,2667.500000,0.704344,-99,42,0.064488,215,
4100,9850,2682.500000,0.571316,-99,42,0.044224,165,
4120,9850,2682.500000,0.598144,-99,45,0.055004,31,
4100,9870,2682.500000,0.424034,-99,42,0.026310,72,
4120,9870,2682.500000,0.739378,-99,42,0.064716,30,
4140,9850,2667.500000,0.778040,-99,42,0.066921,71,
4140,9870,2667.500000,0.865951,-99,42,0.075312,41,
4140,9850,2682.500000,0.801933,-99,42,0.067391,47,
4160,9850,2682.500000,1.015033,-99,45,0.097901,66,
4140,9870,2682.500000,1.400773,-99,42,0.151760,70,
4160,9870,2682.500000,1.769184,-99,43,0.293601,78,
4180,9870,2682.500000,1.504586,-99,45,0.134985,32,
4020,9890,2667.500000,0.519331,-99,45,0.043075,134,
4040,9890,2667.500000,0.297407,-99,41,0.020637,84,
4020,9910,2667.500000,0.616730,-99,42,0.072126,371,
4040,9910,2667.500000,0.359697,-99,44,0.029372,96,
4040,9890,2682.500000,0.626330,-99,45,0.042359,120,
4040,9910,2682.500000,0.738193,-99,45,0.068765,297,
4060,9890,2667.500000,0.267020,-99,41,0.014014,106,
4080,9890,2667.500000,0.375466,-99,44,0.025535,483,
4060,9910,2667.500000,0.314186,-99,44,0.021713,113,
4080,9910,2667.500000,0.317915,-99,44,0.019566,347,
4060,9890,2682.500000,0.290415,-99,41,0.024931,122,
4080,9890,2682.500000,0.303193,-99,42,0.020997,68,
4060,9910,2682.500000,0.515012,-99,45,0.038020,125,
4080,9910,2682.500000,0.387280,-99,44,0.027047,91,
4100,9890,2667.500000,0.474631,-99,42,0.034527,545,
4120,9890,2667.500000,0.388914,-99,42,0.028493,63,
4100,9910,2667.500000,0.420476,-99,44,0.030308,138,
4120,9910,2667.500000,0.362817,-99,42,0.025229,105,
4100,9890,2682.500000,0.461499,-99,42,0.035680,184,
4120,9890,2682.500000,0.408695,-99,42,0.027802,67,
4100,9910,2682.500000,0.443774,-99,42,0.030623,197,
4120,9910,2682.500000,0.272997,-99,41,0.020870,79,
4140,9890,2667.500000,1.002567,-99,42,0.090448,37,
4160,9890,2667.500000,1.105420,-99,45,0.106823,32,
4140,9910,2667.500000,0.584483,-99,45,0.048172,21,
4160,9910,2667.500000,1.371499,-99,45,0.134789,21,
4140,9890,2682.500000,1.215544,-99,42,0.125687,39,
4160,9890,2682.500000,1.392012,-99,43,0.213869,65,
4140,9910,2682.500000,0.955891,-99,45,0.077710,45,
4160,9910,2682.500000,1.460649,-99,43,0.314277,39,
4180,9890,2682.500000,1.239527,-99,33,0.239548,29,
4180,9910,2682.500000,1.606384,-99,33,0.535544,19,
4020,9930,2667.500000,0.717079,-99,42,0.056197,262,
4040,9930,2667.500000,0.478955,-99,45,0.044308,139,
4020,9950,2667.500000,0.789993,-99,42,0.087575,282,
4040,9950,2667.500000,0.581387,-99,45,0.051922,173,
4040,9930,2682.500000,0.630672,-99,45,0.051139,428,
4040,9950,2682.500000,0.508278,-99,45,0.044644,166,
4060,9930,2667.500000,0.313029,-99,44,0.024622,61,
4080,9930,2667.500000,0.314622,-99,44,0.019850,148,
4060,9950,2667.500000,0.382774,-99,44,0.035016,92,
4080,9950,2667.500000,0.300580,-99,44,0.023692,73,
4060,9930,2682.500000,0.576719,-99,45,0.042598,86,
4080,9930,2682.500000,0.340958,-99,44,0.024118,67,
4060,9950,2682.500000,0.472614,-99,45,0.032575,86,
4080,9950,2682.500000,0.331888,-99,44,0.027135,69,
4100,9930,2667.500000,0.465741,-99,45,0.027694,163,
4120,9930,2667.500000,0.444733,-99,44,0.022818,111,
4100,9950,2667.500000,0.400577,-99,44,0.025116,128,
4120,9950,2667.500000,0.381393,-99,44,0.022616,134,
4100,9930,2682.500000,0.431290,-99,44,0.038333,124,
4120,9930,2682.500000,0.409542,-99,44,0.025181,186,
4100,9950,2682.500000,0.462182,-99,45,0.034363,290,
4120,9950,2682.500000,0.398577,-99,44,0.030154,112,
4140,9930,2667.500000,0.304063,-99,44,0.014869,16,
4160,9930,2667.500000,0.979593,-99,45,0.106827,29,
4140,9950,2667.500000,0.338441,-99,44,0.014507,24,
4160,9950,2667.500000,0.785422,-99,45,0.060873,29,
4140,9930,2682.500000,0.541978,-99,45,0.034736,44,
4160,9930,2682.500000,1.228554,-99,43,0.175580,48,
4140,9950,2682.500000,0.477577,-99,45,0.029464,39,
4160,9950,2682.500000,0.684528,-99,45,0.063917,19,
4180,9950,2667.500000,1.494474,-99,45,0.111399,29,
4180,9930,2682.500000,1.002538,-99,33,0.449536,51,
4180,9950,2682.500000,1.110600,-99,43,0.194050,26,
4040,9970,2667.500000,0.605362,-99,45,0.046141,308,
4040,9990,2667.500000,0.646280,-99,45,0.044566,288,
4040,9990,2682.500000,0.778410,-99,45,0.048943,113,
4060,9970,2667.500000,0.536255,-99,45,0.044637,124,
4080,9970,2667.500000,0.243714,-99,41,0.018969,45,
4060,9990,2667.500000,0.490780,-99,45,0.040278,192,
4080,9990,2667.500000,0.238020,-99,41,0.022797,39,
4060,9970,2682.500000,0.444079,-99,44,0.030706,134,
4080,9970,2682.500000,0.284380,-99,41,0.023847,68,
4060,9990,2682.500000,0.643371,-99,45,0.045630,148,
4080,9990,2682.500000,0.292353,-99,41,0.022888,46,
4100,9970,2667.500000,0.468668,-99,45,0.028965,148,
4120,9970,2667.500000,0.511148,-99,45,0.032342,204,
4100,9990,2667.500000,0.347231,-99,44,0.022479,72,
4120,9990,2667.500000,0.450589,-99,45,0.026981,65,
4100,9970,2682.500000,0.422151,-99,44,0.027205,105,
4120,9970,2682.500000,0.646721,-99,45,0.051858,108,
4100,9990,2682.500000,0.593607,-99,45,0.039867,63,
4120,9990,2682.500000,0.641607,-99,45,0.041336,105,
4140,9970,2667.500000,0.453750,-99,45,0.026181,50,
4160,9970,2667.500000,0.633411,-99,45,0.042346,62,
4140,9990,2667.500000,0.400082,-99,44,0.029107,28,
4160,9990,2667.500000,0.487020,-99,45,0.033661,44,
4140,9970,2682.500000,0.386446,-99,44,0.031715,31,
4160,9970,2682.500000,0.448366,-99,44,0.033176,26,
4140,9990,2682.500000,0.804687,-99,45,0.048284,56,
4160,9990,2682.500000,0.621234,-99,45,0.041084,20,
4180,9970,2667.500000,0.965695,-99,45,0.068192,42,
4180,9990,2667.500000,0.621915,-99,45,0.037357,87,
