xcentre,ycentre,zcentre,mot_gc,zmin_gc,zmint,oretype_gc,cut_gc,dens,cus_gc,oretypet
3860,7350,2877.500000,206,0,NULL,10,0.399032,2.600000,0.311507,NULL,
4120,7330,2877.500000,30,31,OXI,22,0.380976,2.600000,0.300716,OXML,
4120,7350,2877.500000,-99,31,OXI,22,0.230454,2.600000,0.158820,OXML,
4140,7330,2877.500000,32,1,LIX,22,0.279566,2.600000,0.212557,OXML,
4160,7330,2877.500000,44,32,OXI,23,0.513119,2.600000,0.450869,OXAL,
4140,7350,2877.500000,33,1,LIX,22,0.221880,2.600000,0.152946,OXML,
4160,7350,2877.500000,52,1,LIX,23,0.411858,2.600000,0.330475,OXAL,
4160,7330,2892.500000,49,31,OXI,23,0.659019,2.600000,0.543415,OXAL,
4160,7350,2892.500000,51,31,OXI,23,0.517177,2.600000,0.403406,OXAL,
4180,7330,2877.500000,54,31,OXI,23,0.699933,2.600000,0.621251,OXAL,
4180,7350,2877.500000,59,1,LIX,22,0.321650,2.600000,0.246860,OXML,
4180,7330,2892.500000,38,31,OXI,23,0.540076,2.600000,0.434462,OXAL,
4200,7330,2892.500000,35,31,OXI,23,0.717287,2.600000,0.601618,OXAL,
4180,7350,2892.500000,58,32,OXI,23,1.084691,2.600000,0.911945,OXAL,
4200,7350,2892.500000,51,32,OXI,23,0.757073,2.600000,0.640520,OXAL,
4220,7330,2892.500000,43,31,OXI,23,0.484012,2.600000,0.402135,OXAL,
4220,7350,2892.500000,119,1,LIX,22,0.222422,2.600000,0.147597,OXML,
3740,7370,2877.500000,53,1,LIX,22,0.207074,2.600000,0.129524,OXML,
3760,7370,2877.500000,92,1,LIX,22,0.245879,2.600000,0.174850,OXML,
3760,7390,2877.500000,81,1,LIX,12,0.160166,2.600000,0.101264,OXBL,
3740,7370,2892.500000,63,1,LIX,12,0.154636,2.600000,0.102756,OXBL,
3760,7370,2892.500000,98,1,LIX,12,0.176396,2.600000,0.120434,OXBL,
3740,7390,2892.500000,73,1,LIX,12,0.180186,2.600000,0.120283,OXBL,
3760,7390,2892.500000,121,1,LIX,12,0.163637,2.600000,0.110145,OXBL,
3780,7370,2877.500000,284,1,LIX,12,0.197707,2.600000,0.129264,OXBL,
3800,7370,2877.500000,139,1,LIX,22,0.271537,2.600000,0.205618,OXML,
3780,7390,2877.500000,159,1,LIX,12,0.159704,2.600000,0.098513,OXBL,
3800,7390,2877.500000,95,1,LIX,11,0.149558,2.600000,0.091938,LAS,
3780,7370,2892.500000,326,1,LIX,11,0.120719,2.600000,0.073417,LAS,
3800,7370,2892.500000,94,1,LIX,22,0.209740,2.600000,0.128480,OXML,
3780,7390,2892.500000,162,1,LIX,11,0.120198,2.600000,0.061273,LAS,
3800,7390,2892.500000,115,3,OXI,22,0.332064,2.600000,0.232550,OXML,
3820,7370,2877.500000,298,31,OXI,23,0.677631,2.600000,0.587910,OXAL,
3840,7370,2877.500000,116,31,OXI,23,0.625021,2.600000,0.499035,OXAL,
3820,7390,2877.500000,124,31,OXI,22,0.387041,2.600000,0.307898,OXML,
3840,7390,2877.500000,106,31,OXI,23,0.597267,2.600000,0.465045,OXAL,
3820,7370,2892.500000,198,3,OXI,22,0.376034,2.600000,0.249119,OXML,
3840,7370,2892.500000,179,3,OXI,23,0.564461,2.600000,0.436109,OXAL,
3820,7390,2892.500000,76,3,OXI,22,0.302641,2.600000,0.206956,OXML,
3840,7390,2892.500000,123,3,OXI,23,0.492220,2.600000,0.382017,OXAL,
3860,7370,2877.500000,389,31,OXI,22,0.327668,2.600000,0.237660,OXML,
3880,7370,2877.500000,329,0,NULL,10,0.379302,2.600000,0.318123,NULL,
3860,7390,2877.500000,208,31,OXI,23,0.436758,2.600000,0.329768,OXAL,
3880,7390,2877.500000,-99,31,OXI,23,0.469148,2.600000,0.365097,OXAL,
3860,7390,2892.500000,230,3,OXI,23,0.584244,2.600000,0.477676,OXAL,
3900,7390,2877.500000,241,0,NULL,10,0.358248,2.600000,0.305073,NULL,
4100,7370,2877.500000,-99,0,NULL,10,0.126220,2.600000,0.051475,NULL,
4120,7370,2877.500000,45,31,OXI,12,0.163943,2.600000,0.096216,OXBL,
4100,7390,2877.500000,43,1,LIX,12,0.160381,2.600000,0.091166,OXBL,
4120,7390,2877.500000,34,1,LIX,11,0.138784,2.600000,0.071952,LAS,
4140,7370,2877.500000,56,32,OXI,22,0.242961,2.600000,0.167301,OXML,
4160,7370,2877.500000,48,1,LIX,22,0.261006,2.600000,0.184981,OXML,
4140,7390,2877.500000,63,1,LIX,22,0.260993,2.600000,0.185377,OXML,
4160,7390,2877.500000,73,1,LIX,22,0.318256,2.600000,0.234129,OXML,
4140,7370,2892.500000,34,0,NULL,10,0.420255,2.600000,0.317965,NULL,
4160,7370,2892.500000,76,1,LIX,22,0.308317,2.600000,0.210925,OXML,
4140,7390,2892.500000,61,3,OXI,22,0.234748,2.600000,0.147665,OXML,
4160,7390,2892.500000,85,31,OXI,22,0.275665,2.600000,0.176846,OXML,
4200,7370,2877.500000,58,32,OXI,22,0.374582,2.600000,0.296222,OXML,
4180,7370,2892.500000,43,31,OXI,22,0.339867,2.600000,0.232509,OXML,
4200,7370,2892.500000,41,3,OXI,23,0.416669,2.600000,0.311201,OXAL,
4180,7390,2892.500000,49,31,OXI,22,0.378808,2.600000,0.267162,OXML,
4200,7390,2892.500000,36,1,LIX,22,0.389541,2.600000,0.308721,OXML,
4220,7370,2892.500000,58,1,LIX,11,0.118602,2.600000,0.067123,LAS,
3760,7410,2877.500000,94,1,LIX,11,0.096731,2.600000,0.059717,LAS,
3760,7410,2892.500000,179,31,OXI,22,0.365326,2.600000,0.255608,OXML,
3760,7430,2892.500000,111,31,OXI,23,1.370615,2.600000,1.086763,OXAL,
3780,7410,2877.500000,105,1,LIX,11,0.109435,2.600000,0.067537,LAS,
3800,7410,2877.500000,116,1,LIX,22,0.202640,2.600000,0.138126,OXML,
3780,7430,2877.500000,144,1,LIX,11,0.129484,2.600000,0.078675,LAS,
3800,7430,2877.500000,127,1,LIX,12,0.193516,2.600000,0.130494,OXBL,
3780,7410,2892.500000,87,1,LIX,22,0.301370,2.600000,0.195241,OXML,
3800,7410,2892.500000,105,3,OXI,23,0.590846,2.600000,0.451142,OXAL,
3780,7430,2892.500000,175,31,OXI,23,2.339451,2.600000,2.048396,OXAL,
3800,7430,2892.500000,120,3,OXI,23,1.225842,2.600000,1.002061,OXAL,
3820,7410,2877.500000,455,31,OXI,22,0.347648,2.600000,0.273298,OXML,
3840,7410,2877.500000,272,31,OXI,23,0.538164,2.600000,0.413074,OXAL,
3820,7430,2877.500000,130,31,OXI,22,0.366351,2.600000,0.298648,OXML,
3840,7430,2877.500000,205,31,OXI,23,0.537102,2.600000,0.466759,OXAL,
3820,7410,2892.500000,44,3,OXI,22,0.345287,2.600000,0.271652,OXML,
3840,7410,2892.500000,70,3,OXI,23,0.532285,2.600000,0.440409,OXAL,
3820,7430,2892.500000,55,3,OXI,23,0.621028,2.600000,0.518296,OXAL,
3840,7430,2892.500000,67,3,OXI,23,0.534589,2.600000,0.465349,OXAL,
3860,7410,2877.500000,938,31,OXI,23,0.581293,2.600000,0.474854,OXAL,
3880,7410,2877.500000,304,31,OXI,23,0.541141,2.600000,0.433797,OXAL,
3860,7430,2877.500000,281,31,OXI,23,0.551477,2.600000,0.469161,OXAL,
3880,7430,2877.500000,266,31,OXI,23,0.515895,2.600000,0.423649,OXAL,
3860,7410,2892.500000,305,3,OXI,23,0.871051,2.600000,0.777342,OXAL,
3880,7410,2892.500000,353,31,OXI,23,0.715972,2.600000,0.635786,OXAL,
3860,7430,2892.500000,250,3,OXI,23,0.887780,2.600000,0.777709,OXAL,
3880,7430,2892.500000,112,31,OXI,23,0.634630,2.600000,0.512463,OXAL,
3900,7410,2877.500000,395,32,OXI,23,1.188753,2.600000,1.105844,OXAL,
3920,7410,2877.500000,186,0,NULL,10,0.784242,2.600000,0.694121,NULL,
3900,7430,2877.500000,382,31,OXI,23,0.914785,2.600000,0.815784,OXAL,
3920,7430,2877.500000,118,1,LIX,23,0.455843,2.600000,0.366250,OXAL,
3900,7430,2892.500000,-99,31,OXI,23,1.489247,2.600000,1.229590,OXAL,
3980,7410,2877.500000,17,0,NULL,10,0.446374,2.600000,0.380042,NULL,
4020,7430,2877.500000,58,0,NULL,10,0.141722,2.600000,0.082667,NULL,
4040,7430,2877.500000,-99,1,LIX,11,0.147871,2.600000,0.090016,LAS,
4060,7410,2877.500000,-99,0,NULL,10,0.169227,2.600000,0.104073,NULL,
4080,7410,2877.500000,-99,1,LIX,22,0.224336,2.600000,0.152213,OXML,
4060,7430,2877.500000,61,1,LIX,22,0.280247,2.600000,0.216053,OXML,
4080,7430,2877.500000,-99,32,OXI,22,0.300328,2.600000,0.218073,OXML,
4060,7430,2892.500000,54,0,NULL,10,0.296405,2.600000,0.198787,NULL,
4080,7430,2892.500000,36,1,LIX,22,0.215614,2.600000,0.130151,OXML,
4100,7410,2877.500000,-99,31,OXI,22,0.211117,2.600000,0.155772,OXML,
4120,7410,2877.500000,30,32,OXI,22,0.255965,2.600000,0.190979,OXML,
4100,7430,2877.500000,-99,32,OXI,22,0.287475,2.600000,0.215306,OXML,
4120,7430,2877.500000,73,1,LIX,11,0.134875,2.600000,0.070184,LAS,
4120,7410,2892.500000,32,1,LIX,11,0.145603,2.600000,0.086478,LAS,
4100,7430,2892.500000,35,32,OXI,22,0.217025,2.600000,0.164898,OXML,
4120,7430,2892.500000,35,1,LIX,12,0.193303,2.600000,0.123171,OXBL,
4140,7410,2877.500000,60,1,LIX,12,0.190425,2.600000,0.135707,OXBL,
4160,7410,2877.500000,106,1,LIX,12,0.172197,2.600000,0.110190,OXBL,
4140,7430,2877.500000,70,1,LIX,12,0.156036,2.600000,0.100168,OXBL,
4160,7430,2877.500000,94,1,LIX,12,0.158863,2.600000,0.094515,OXBL,
4140,7410,2892.500000,36,1,LIX,12,0.170110,2.600000,0.109781,OXBL,
4160,7410,2892.500000,38,3,OXI,22,0.252261,2.600000,0.172674,OXML,
4140,7430,2892.500000,30,1,LIX,22,0.273182,2.600000,0.178684,OXML,
4160,7430,2892.500000,35,3,OXI,23,0.543832,2.600000,0.425157,OXAL,
4180,7410,2892.500000,38,1,LIX,22,0.269828,2.600000,0.205214,OXML,
3760,7450,2892.500000,93,0,NULL,10,1.138765,2.600000,0.904397,NULL,
3780,7450,2877.500000,101,1,LIX,11,0.135318,2.600000,0.076957,LAS,
3800,7450,2877.500000,166,1,LIX,12,0.161488,2.600000,0.107056,OXBL,
3800,7470,2877.500000,105,1,LIX,22,0.208944,2.600000,0.130691,OXML,
3780,7450,2892.500000,77,4,GRX,23,1.532157,2.600000,1.312136,OXAL,
3800,7450,2892.500000,77,3,OXI,23,0.880188,2.600000,0.774763,OXAL,
3780,7470,2892.500000,62,31,OXI,23,0.674977,2.600000,0.534294,OXAL,
3800,7470,2892.500000,67,31,OXI,23,0.603463,2.600000,0.488087,OXAL,
3820,7450,2877.500000,91,31,OXI,23,0.455489,2.600000,0.379459,OXAL,
3840,7450,2877.500000,110,31,OXI,23,0.508200,2.600000,0.428481,OXAL,
3820,7470,2877.500000,92,31,OXI,12,0.170753,2.600000,0.109171,OXBL,
3840,7470,2877.500000,147,32,OXI,23,0.425062,2.600000,0.341549,OXAL,
3820,7450,2892.500000,90,3,OXI,23,1.340637,2.600000,1.241134,OXAL,
3840,7450,2892.500000,101,3,OXI,23,0.753830,2.600000,0.637115,OXAL,
3820,7470,2892.500000,76,31,OXI,23,0.585028,2.600000,0.464270,OXAL,
3840,7470,2892.500000,110,3,OXI,23,0.685306,2.600000,0.548669,OXAL,
3860,7450,2877.500000,483,3,OXI,23,0.487552,2.600000,0.411846,OXAL,
3880,7450,2877.500000,561,31,OXI,22,0.383574,2.600000,0.313216,OXML,
3860,7470,2877.500000,318,31,OXI,23,0.460711,2.600000,0.388945,OXAL,
3880,7470,2877.500000,164,31,OXI,22,0.372660,2.600000,0.301035,OXML,
3860,7450,2892.500000,367,3,OXI,23,0.704121,2.600000,0.603986,OXAL,
3880,7450,2892.500000,69,31,OXI,23,0.482650,2.600000,0.372239,OXAL,
3860,7470,2892.500000,204,3,OXI,22,0.370753,2.600000,0.300774,OXML,
3880,7470,2892.500000,40,3,OXI,22,0.362324,2.600000,0.287422,OXML,
3900,7450,2877.500000,243,31,OXI,23,0.821813,2.600000,0.721800,OXAL,
3920,7450,2877.500000,201,31,OXI,22,0.377963,2.600000,0.286283,OXML,
3900,7470,2877.500000,78,31,OXI,22,0.354935,2.600000,0.273947,OXML,
3920,7470,2877.500000,102,1,LIX,22,0.331683,2.600000,0.256473,OXML,
3900,7450,2892.500000,36,31,OXI,23,0.543884,2.600000,0.436399,OXAL,
3920,7450,2892.500000,34,31,OXI,23,0.490371,2.600000,0.413420,OXAL,
3900,7470,2892.500000,49,31,OXI,23,0.466715,2.600000,0.376416,OXAL,
3920,7470,2892.500000,145,1,LIX,23,0.551389,2.600000,0.412335,OXAL,
3940,7450,2877.500000,242,0,NULL,10,0.793648,2.600000,0.612285,NULL,
3960,7450,2877.500000,482,32,OXI,23,0.420297,2.600000,0.331466,OXAL,
3940,7470,2877.500000,312,1,LIX,23,0.556956,2.600000,0.442598,OXAL,
3960,7470,2877.500000,276,32,OXI,23,0.667931,2.600000,0.576612,OXAL,
3940,7450,2892.500000,55,32,OXI,23,0.414873,2.600000,0.307051,OXAL,
3960,7450,2892.500000,385,0,NULL,10,0.347977,2.600000,0.243404,NULL,
3940,7470,2892.500000,261,0,NULL,10,0.240504,2.600000,0.173402,NULL,
3960,7470,2892.500000,190,32,OXI,22,0.353564,2.600000,0.264708,OXML,
3980,7450,2877.500000,49,1,LIX,22,0.345971,2.600000,0.263429,OXML,
4000,7450,2877.500000,105,1,LIX,23,0.463048,2.600000,0.375575,OXAL,
3980,7470,2877.500000,103,31,OXI,22,0.292753,2.600000,0.216790,OXML,
4000,7470,2877.500000,375,32,OXI,23,0.608872,2.600000,0.531238,OXAL,
4000,7450,2892.500000,254,0,NULL,10,0.412277,2.600000,0.335621,NULL,
3980,7470,2892.500000,144,66,NULL,41,0.262022,2.600000,0.184605,SBL,
4000,7470,2892.500000,248,32,OXI,22,0.396384,2.600000,0.317519,OXML,
4020,7450,2877.500000,81,32,OXI,22,0.318086,2.600000,0.263357,OXML,
4040,7450,2877.500000,96,32,OXI,22,0.225841,2.600000,0.138363,OXML,
4020,7470,2877.500000,101,1,LIX,22,0.227611,2.600000,0.180832,OXML,
4040,7470,2877.500000,99,1,LIX,12,0.155589,2.600000,0.078890,OXBL,
4020,7450,2892.500000,37,1,LIX,23,0.442115,2.600000,0.372452,OXAL,
4040,7450,2892.500000,52,1,LIX,22,0.278005,2.600000,0.208332,OXML,
4020,7470,2892.500000,45,32,OXI,23,0.405221,2.600000,0.324980,OXAL,
4040,7470,2892.500000,49,1,LIX,22,0.266710,2.600000,0.197446,OXML,
4060,7450,2877.500000,107,1,LIX,22,0.235526,2.600000,0.164134,OXML,
4080,7450,2877.500000,-99,1,LIX,22,0.205072,2.600000,0.139434,OXML,
4060,7470,2877.500000,104,1,LIX,12,0.173446,2.600000,0.104894,OXBL,
4080,7470,2877.500000,97,31,OXI,23,0.418365,2.600000,0.338501,OXAL,
4060,7450,2892.500000,45,32,OXI,23,0.417263,2.600000,0.308207,OXAL,
4080,7450,2892.500000,44,32,OXI,22,0.350299,2.600000,0.263430,OXML,
4060,7470,2892.500000,84,32,OXI,22,0.321962,2.600000,0.239343,OXML,
4080,7470,2892.500000,92,32,OXI,23,0.534427,2.600000,0.450480,OXAL,
4100,7450,2877.500000,94,1,LIX,22,0.211479,2.600000,0.084097,OXML,
4120,7450,2877.500000,48,66,NULL,41,0.187037,2.600000,0.133309,SBL,
4100,7470,2877.500000,77,1,LIX,23,0.483430,2.600000,0.380806,OXAL,
4120,7470,2877.500000,45,32,OXI,22,0.352622,2.600000,0.282544,OXML,
4100,7450,2892.500000,52,3,OXI,22,0.242217,2.600000,0.160969,OXML,
4120,7450,2892.500000,46,1,LIX,23,0.405857,2.600000,0.285843,OXAL,
4100,7470,2892.500000,89,32,OXI,23,0.522419,2.600000,0.439039,OXAL,
4120,7470,2892.500000,46,32,OXI,23,0.506410,2.600000,0.464900,OXAL,
4140,7450,2877.500000,82,1,LIX,22,0.204675,2.600000,0.127951,OXML,
4140,7450,2892.500000,42,32,OXI,23,0.704332,2.600000,0.552578,OXAL,
4160,7450,2892.500000,58,32,OXI,23,0.852627,2.600000,0.724923,OXAL,
4140,7470,2892.500000,38,32,OXI,23,0.401039,2.600000,0.321902,OXAL,
4160,7470,2892.500000,44,1,LIX,22,0.363171,2.600000,0.268260,OXML,
4180,7450,2892.500000,130,32,OXI,23,0.645456,2.600000,0.529691,OXAL,
4180,7470,2892.500000,85,1,LIX,12,0.156108,2.600000,0.108298,OXBL,
3800,7490,2877.500000,105,1,LIX,12,0.185065,2.600000,0.122472,OXBL,
3800,7510,2877.500000,77,1,LIX,11,0.091647,2.600000,0.046736,LAS,
3780,7490,2892.500000,69,3,OXI,22,0.357866,2.600000,0.259064,OXML,
3800,7490,2892.500000,68,31,OXI,23,0.619000,2.600000,0.483467,OXAL,
3800,7510,2892.500000,56,31,OXI,23,0.496118,2.600000,0.382494,OXAL,
3820,7490,2877.500000,83,31,OXI,22,0.204840,2.600000,0.128962,OXML,
3840,7490,2877.500000,93,1,LIX,22,0.238274,2.600000,0.154252,OXML,
3820,7510,2877.500000,96,1,LIX,12,0.154291,2.600000,0.085697,OXBL,
3840,7510,2877.500000,60,31,OXI,22,0.210760,2.600000,0.129864,OXML,
3820,7490,2892.500000,47,31,OXI,22,0.314167,2.600000,0.227312,OXML,
3840,7490,2892.500000,81,1,LIX,22,0.212557,2.600000,0.130651,OXML,
3820,7510,2892.500000,52,31,OXI,22,0.371986,2.600000,0.274901,OXML,
3840,7510,2892.500000,53,31,OXI,22,0.285345,2.600000,0.184216,OXML,
3860,7490,2877.500000,411,1,LIX,22,0.316534,2.600000,0.228089,OXML,
3880,7490,2877.500000,174,1,LIX,22,0.350187,2.600000,0.243802,OXML,
3860,7510,2877.500000,106,32,OXI,22,0.358846,2.600000,0.254340,OXML,
3880,7510,2877.500000,104,31,OXI,22,0.399427,2.600000,0.293082,OXML,
3860,7490,2892.500000,34,1,LIX,22,0.212080,2.600000,0.136860,OXML,
3880,7490,2892.500000,-99,3,OXI,22,0.375066,2.600000,0.299567,OXML,
3860,7510,2892.500000,55,31,OXI,22,0.356273,2.600000,0.271659,OXML,
3880,7510,2892.500000,-99,3,OXI,22,0.307826,2.600000,0.223587,OXML,
3900,7490,2877.500000,41,31,OXI,23,0.495516,2.600000,0.413658,OXAL,
3920,7490,2877.500000,64,31,OXI,23,0.511368,2.600000,0.381638,OXAL,
3900,7510,2877.500000,46,31,OXI,23,0.914508,2.600000,0.779881,OXAL,
3920,7510,2877.500000,56,31,OXI,23,0.559504,2.600000,0.425131,OXAL,
3900,7490,2892.500000,67,3,OXI,23,0.625727,2.600000,0.551512,OXAL,
3920,7490,2892.500000,141,1,LIX,22,0.311378,2.600000,0.223908,OXML,
3900,7510,2892.500000,96,3,OXI,23,0.884720,2.600000,0.827616,OXAL,
3920,7510,2892.500000,70,3,OXI,23,0.660741,2.600000,0.587376,OXAL,
3940,7490,2877.500000,136,1,LIX,22,0.305683,2.600000,0.233909,OXML,
3960,7490,2877.500000,267,1,LIX,23,0.453611,2.600000,0.386593,OXAL,
3940,7510,2877.500000,110,1,LIX,23,0.415291,2.600000,0.317408,OXAL,
3960,7510,2877.500000,184,1,LIX,22,0.240606,2.600000,0.163578,OXML,
3940,7490,2892.500000,348,1,LIX,12,0.187846,2.600000,0.127779,OXBL,
3960,7490,2892.500000,187,1,LIX,22,0.379443,2.600000,0.293838,OXML,
3940,7510,2892.500000,116,3,OXI,23,0.605173,2.600000,0.510825,OXAL,
3960,7510,2892.500000,648,1,LIX,12,0.158125,2.600000,0.095621,OXBL,
3980,7490,2877.500000,115,1,LIX,22,0.281643,2.600000,0.191718,OXML,
4000,7490,2877.500000,141,1,LIX,22,0.296571,2.600000,0.214146,OXML,
4000,7510,2877.500000,79,32,OXI,23,0.440117,2.600000,0.353599,OXAL,
3980,7490,2892.500000,73,3,OXI,22,0.227235,2.600000,0.157290,OXML,
4000,7490,2892.500000,124,32,OXI,23,0.490832,2.600000,0.404948,OXAL,
3980,7510,2892.500000,256,1,LIX,12,0.178518,2.600000,0.109177,OXBL,
4000,7510,2892.500000,134,3,OXI,23,0.666690,2.600000,0.592745,OXAL,
4020,7490,2877.500000,206,1,LIX,12,0.194880,2.600000,0.107794,OXBL,
4040,7490,2877.500000,137,1,LIX,22,0.298260,2.600000,0.214785,OXML,
4020,7510,2877.500000,50,1,LIX,22,0.226660,2.600000,0.155737,OXML,
4040,7510,2877.500000,71,1,LIX,11,0.143990,2.600000,0.084077,LAS,
4020,7490,2892.500000,99,1,LIX,22,0.324857,2.600000,0.267914,OXML,
4040,7490,2892.500000,48,32,OXI,22,0.395986,2.600000,0.304481,OXML,
4020,7510,2892.500000,207,3,OXI,23,0.528163,2.600000,0.477633,OXAL,
4040,7510,2892.500000,46,3,OXI,22,0.242979,2.600000,0.185310,OXML,
4060,7490,2877.500000,162,1,LIX,23,0.414673,2.600000,0.308647,OXAL,
4080,7490,2877.500000,81,32,OXI,23,0.407555,2.600000,0.315158,OXAL,
4060,7510,2877.500000,243,1,LIX,22,0.234031,2.600000,0.158547,OXML,
4080,7510,2877.500000,118,31,OXI,22,0.286713,2.600000,0.231850,OXML,
4060,7490,2892.500000,123,32,OXI,23,0.489606,2.600000,0.361898,OXAL,
4080,7490,2892.500000,120,32,OXI,23,0.642404,2.600000,0.513656,OXAL,
4060,7510,2892.500000,645,3,OXI,23,0.420634,2.600000,0.360621,OXAL,
4080,7510,2892.500000,114,3,OXI,22,0.387666,2.600000,0.288512,OXML,
4100,7490,2877.500000,73,32,OXI,22,0.290690,2.600000,0.222079,OXML,
4120,7490,2877.500000,53,1,LIX,22,0.217139,2.600000,0.158419,OXML,
4100,7510,2877.500000,69,1,LIX,22,0.205189,2.600000,0.147072,OXML,
4100,7490,2892.500000,177,32,OXI,23,0.425020,2.600000,0.334704,OXAL,
4120,7490,2892.500000,75,1,LIX,22,0.305961,2.600000,0.228682,OXML,
4100,7510,2892.500000,107,3,OXI,22,0.287480,2.600000,0.213935,OXML,
4120,7510,2892.500000,61,3,OXI,22,0.235582,2.600000,0.196536,OXML,
4140,7490,2892.500000,41,32,OXI,22,0.307524,2.600000,0.259278,OXML,
4160,7490,2892.500000,30,1,LIX,11,0.139048,2.600000,0.103670,LAS,
4140,7510,2892.500000,46,1,LIX,22,0.220163,2.600000,0.159046,OXML,
4160,7510,2892.500000,45,1,LIX,12,0.174205,2.600000,0.121114,OXBL,
3800,7530,2892.500000,47,31,OXI,22,0.384479,2.600000,0.274262,OXML,
3820,7530,2877.500000,165,1,LIX,12,0.161264,2.600000,0.082615,OXBL,
3840,7530,2877.500000,48,1,LIX,12,0.198189,2.600000,0.120174,OXBL,
3820,7550,2877.500000,75,1,LIX,12,0.181819,2.600000,0.106214,OXBL,
3840,7550,2877.500000,136,1,LIX,22,0.235173,2.600000,0.164348,OXML,
3820,7530,2892.500000,59,31,OXI,23,0.472864,2.600000,0.359832,OXAL,
3840,7530,2892.500000,144,31,OXI,22,0.383363,2.600000,0.258117,OXML,
3820,7550,2892.500000,42,31,OXI,23,0.573394,2.600000,0.449727,OXAL,
3840,7550,2892.500000,80,31,OXI,23,0.676968,2.600000,0.574122,OXAL,
3860,7530,2877.500000,73,31,OXI,23,0.402763,2.600000,0.297156,OXAL,
3880,7530,2877.500000,102,31,OXI,22,0.234982,2.600000,0.175416,OXML,
3860,7550,2877.500000,51,31,OXI,23,0.570280,2.600000,0.461960,OXAL,
3880,7550,2877.500000,42,1,LIX,22,0.374156,2.600000,0.297117,OXML,
3860,7530,2892.500000,74,1,LIX,11,0.139419,2.600000,0.083756,LAS,
3880,7530,2892.500000,228,1,LIX,22,0.271253,2.600000,0.155650,OXML,
3860,7550,2892.500000,183,1,LIX,22,0.261159,2.600000,0.186247,OXML,
3880,7550,2892.500000,296,1,LIX,22,0.283847,2.600000,0.163744,OXML,
3900,7530,2877.500000,45,31,OXI,23,0.581795,2.600000,0.461247,OXAL,
3920,7530,2877.500000,50,31,OXI,23,0.621060,2.600000,0.512313,OXAL,
3900,7550,2877.500000,155,31,OXI,23,0.553864,2.600000,0.475895,OXAL,
3920,7550,2877.500000,83,31,OXI,23,0.561297,2.600000,0.471178,OXAL,
3900,7530,2892.500000,350,3,OXI,23,1.146820,2.600000,0.975248,OXAL,
3920,7530,2892.500000,120,3,OXI,23,0.600092,2.600000,0.512674,OXAL,
3900,7550,2892.500000,264,1,LIX,23,0.588920,2.600000,0.437283,OXAL,
3920,7550,2892.500000,62,3,OXI,23,0.571031,2.600000,0.455816,OXAL,
3940,7530,2877.500000,165,31,OXI,23,0.883652,2.600000,0.774979,OXAL,
3960,7530,2877.500000,232,1,LIX,23,0.476725,2.600000,0.286640,OXAL,
3940,7550,2877.500000,141,31,OXI,23,1.016627,2.600000,0.877651,OXAL,
3960,7550,2877.500000,158,31,OXI,23,0.677491,2.600000,0.552373,OXAL,
3940,7530,2892.500000,113,3,OXI,23,0.781427,2.600000,0.679101,OXAL,
3960,7530,2892.500000,260,3,OXI,23,0.555873,2.600000,0.452372,OXAL,
3940,7550,2892.500000,96,3,OXI,23,1.047002,2.600000,0.923802,OXAL,
3960,7550,2892.500000,125,3,OXI,23,0.662788,2.600000,0.542225,OXAL,
3980,7530,2877.500000,-99,1,LIX,11,0.092619,2.600000,0.053243,LAS,
4000,7530,2877.500000,-99,1,LIX,11,0.137524,2.600000,0.083312,LAS,
3980,7550,2877.500000,355,1,LIX,12,0.155246,2.600000,0.109413,OXBL,
4000,7550,2877.500000,356,1,LIX,11,0.107434,2.600000,0.062802,LAS,
3980,7530,2892.500000,251,1,LIX,11,0.128353,2.600000,0.071277,LAS,
4000,7530,2892.500000,83,1,LIX,22,0.365534,2.600000,0.251203,OXML,
3980,7550,2892.500000,253,1,LIX,22,0.201853,2.600000,0.133736,OXML,
4000,7550,2892.500000,123,1,LIX,12,0.160261,2.600000,0.100935,OXBL,
4020,7530,2877.500000,69,66,NULL,41,0.191153,2.600000,0.120073,SBL,
4040,7530,2877.500000,53,32,OXI,22,0.296537,2.600000,0.211929,OXML,
4020,7550,2877.500000,154,1,LIX,22,0.372821,2.600000,0.268499,OXML,
4040,7550,2877.500000,142,66,NULL,22,0.281224,2.600000,0.184171,OXML,
4020,7530,2892.500000,88,1,LIX,22,0.207104,2.600000,0.143672,OXML,
4040,7530,2892.500000,104,1,LIX,12,0.154563,2.600000,0.089314,OXBL,
4020,7550,2892.500000,390,1,LIX,22,0.283909,2.600000,0.213529,OXML,
4040,7550,2892.500000,284,1,LIX,12,0.160974,2.600000,0.099357,OXBL,
4060,7530,2877.500000,98,1,LIX,11,0.129749,2.600000,0.081531,LAS,
4080,7530,2877.500000,64,1,LIX,22,0.208082,2.600000,0.161190,OXML,
4060,7550,2877.500000,109,1,LIX,11,0.116884,2.600000,0.070494,LAS,
4080,7550,2877.500000,53,1,LIX,12,0.162723,2.600000,0.114871,OXBL,
4060,7530,2892.500000,77,3,OXI,23,0.590161,2.600000,0.505438,OXAL,
4080,7530,2892.500000,87,1,LIX,22,0.319007,2.600000,0.224948,OXML,
4060,7550,2892.500000,80,3,OXI,22,0.283751,2.600000,0.214089,OXML,
4080,7550,2892.500000,63,1,LIX,23,0.405980,2.600000,0.296442,OXAL,
