xcentre,ycentre,zcentre,mot_gc,zmin_gc,zmint,oretype_gc,cut_gc,dens,cus_gc,oretypet
4260,9390,2772.500000,28,-99,NULL,43,0.752021,2.600000,0.334948,SASOL,
4280,9390,2772.500000,14,-99,NULL,45,0.697782,2.600000,0.081080,SCHAL,
4300,9370,2757.500000,20,100,NULL,45,0.552415,2.600000,0.064873,SCHAL,
4320,9370,2757.500000,-99,100,NULL,43,0.471017,2.600000,0.063665,SASOL,
4300,9390,2757.500000,27,100,NULL,43,0.606570,2.600000,0.080592,SASOL,
4320,9390,2757.500000,-99,100,NULL,45,0.678128,2.600000,0.078042,SCHAL,
4300,9370,2772.500000,24,-99,NULL,43,0.993109,2.600000,0.133017,SASOL,
4320,9370,2772.500000,10,-99,NULL,43,0.722572,2.600000,0.088343,SASOL,
4300,9390,2772.500000,10,-99,NULL,43,0.733257,2.600000,0.106795,SASOL,
4320,9390,2772.500000,10,-99,NULL,43,0.470778,2.600000,0.066717,SASOL,
4340,9370,2757.500000,-99,100,NULL,41,0.218568,2.600000,0.016232,SBL,
4360,9370,2757.500000,27,100,NULL,41,0.251416,2.600000,0.014973,SBL,
4340,9390,2757.500000,-99,100,NULL,45,0.642255,2.600000,0.059624,SCHAL,
4360,9390,2757.500000,23,100,NULL,44,0.325442,2.600000,0.018849,SCHBL,
4340,9370,2772.500000,11,-99,NULL,45,0.599291,2.600000,0.066985,SCHAL,
4360,9370,2772.500000,10,-99,NULL,41,0.240987,2.600000,0.015347,SBL,
4340,9390,2772.500000,13,-99,NULL,44,0.434816,2.600000,0.050183,SCHBL,
4360,9390,2772.500000,11,-99,NULL,42,0.430532,2.600000,0.047868,SAARC,
4380,9370,2757.500000,24,100,NULL,41,0.252896,2.600000,0.008799,SBL,
4400,9370,2757.500000,64,100,NULL,45,0.549908,2.600000,0.016507,SCHAL,
4380,9390,2757.500000,21,100,NULL,41,0.224674,2.600000,0.007595,SBL,
4400,9390,2757.500000,30,100,NULL,41,0.260854,2.600000,0.007147,SBL,
4380,9370,2772.500000,10,-99,NULL,41,0.216899,2.600000,0.013229,SBL,
4400,9370,2772.500000,12,100,NULL,42,0.392730,2.600000,0.017541,SAARC,
4380,9390,2772.500000,13,-99,NULL,42,0.370728,2.600000,0.018266,SAARC,
4400,9390,2772.500000,11,100,NULL,45,0.630839,2.600000,0.040822,SCHAL,
4420,9370,2772.500000,33,-99,NULL,42,0.632829,2.600000,0.048646,SAARC,
4420,9390,2772.500000,10,100,NULL,45,0.678343,2.600000,0.047311,SCHAL,
3640,9430,2772.500000,31,0,NULL,10,0.605467,2.600000,0.329915,NULL,
3680,9430,2757.500000,27,-99,NULL,23,0.896399,2.600000,0.806775,OXAL,
3680,9410,2772.500000,17,-99,NULL,23,0.719557,2.600000,0.620020,OXAL,
3700,9430,2757.500000,21,-99,NULL,23,0.536900,2.600000,0.437051,OXAL,
4240,9410,2757.500000,28,2,MIX,33,0.671951,2.600000,0.475210,MXAL,
4240,9430,2757.500000,18,2,MIX,33,0.892388,2.600000,0.458735,MXAL,
4260,9410,2757.500000,23,100,NULL,43,0.582974,2.600000,0.393835,SASOL,
4280,9410,2757.500000,22,3,OXI,23,0.638249,2.600000,0.275040,OXAL,
4260,9430,2757.500000,27,3,OXI,23,0.668699,2.600000,0.549825,OXAL,
4280,9430,2757.500000,39,3,OXI,23,0.606700,2.600000,0.515365,OXAL,
4260,9410,2772.500000,20,-99,NULL,23,0.670722,2.600000,0.544422,OXAL,
4280,9410,2772.500000,23,-99,NULL,33,0.797554,2.600000,0.400497,MXAL,
4260,9430,2772.500000,10,-99,NULL,23,0.458939,2.600000,0.332685,OXAL,
4280,9430,2772.500000,22,-99,NULL,23,0.648119,2.600000,0.568207,OXAL,
4300,9410,2757.500000,58,100,NULL,43,0.784753,2.600000,0.134455,SASOL,
4320,9410,2757.500000,55,100,NULL,43,0.744164,2.600000,0.105245,SASOL,
4300,9430,2757.500000,48,100,NULL,43,0.576450,2.600000,0.178741,SASOL,
4320,9430,2757.500000,45,100,NULL,45,0.835154,2.600000,0.093013,SCHAL,
4300,9410,2772.500000,10,-99,NULL,33,0.676660,2.600000,0.135411,MXAL,
4320,9410,2772.500000,12,-99,NULL,43,0.557041,2.600000,0.098420,SASOL,
4300,9430,2772.500000,12,-99,NULL,33,0.563050,2.600000,0.176224,MXAL,
4320,9430,2772.500000,10,-99,NULL,43,0.963826,2.600000,0.121077,SASOL,
4340,9410,2757.500000,-99,100,NULL,45,0.621760,2.600000,0.072388,SCHAL,
4360,9410,2757.500000,-99,100,NULL,44,0.327132,2.600000,0.017545,SCHBL,
4340,9430,2757.500000,36,100,NULL,45,0.940404,2.600000,0.081821,SCHAL,
4360,9430,2757.500000,20,100,NULL,44,0.391137,2.600000,0.026959,SCHBL,
4340,9410,2772.500000,11,-99,NULL,43,0.664206,2.600000,0.090379,SASOL,
4360,9410,2772.500000,10,-99,NULL,42,0.410860,2.600000,0.034772,SAARC,
4340,9430,2772.500000,10,-99,NULL,42,0.920065,2.600000,0.088388,SAARC,
4360,9430,2772.500000,10,-99,NULL,42,0.693024,2.600000,0.053352,SAARC,
4380,9410,2757.500000,23,100,NULL,44,0.395289,2.600000,0.012223,SCHBL,
4380,9430,2757.500000,21,100,NULL,44,0.378971,2.600000,0.013278,SCHBL,
4380,9410,2772.500000,12,-99,NULL,42,0.496998,2.600000,0.034288,SAARC,
4400,9410,2772.500000,23,100,NULL,45,0.575812,2.600000,0.034021,SCHAL,
4380,9430,2772.500000,11,-99,NULL,42,0.372626,2.600000,0.023339,SAARC,
4400,9430,2772.500000,23,100,NULL,42,0.376520,2.600000,0.033113,SAARC,
3620,9450,2772.500000,29,0,NULL,10,0.907719,2.600000,0.703296,NULL,
3660,9450,2757.500000,16,-99,NULL,23,0.616720,2.600000,0.413580,OXAL,
3680,9450,2757.500000,17,-99,NULL,23,0.900500,2.600000,0.781162,OXAL,
4240,9450,2757.500000,13,3,OXI,23,0.686242,2.600000,0.292381,OXAL,
4260,9450,2757.500000,23,3,OXI,23,0.517745,2.600000,0.291927,OXAL,
4280,9450,2757.500000,24,3,OXI,23,0.600344,2.600000,0.340246,OXAL,
4260,9470,2757.500000,76,100,NULL,43,0.544777,2.600000,0.278192,SASOL,
4280,9470,2757.500000,39,100,NULL,43,0.671403,2.600000,0.267041,SASOL,
4260,9450,2772.500000,12,-99,NULL,23,0.596624,2.600000,0.338589,OXAL,
4280,9450,2772.500000,32,-99,NULL,23,0.865397,2.600000,0.619436,OXAL,
4260,9470,2772.500000,19,-99,NULL,23,0.632003,2.600000,0.396946,OXAL,
4280,9470,2772.500000,17,-99,NULL,33,0.680476,2.600000,0.391087,MXAL,
4300,9450,2757.500000,22,100,NULL,43,0.888966,2.600000,0.139683,SASOL,
4320,9450,2757.500000,22,100,NULL,45,0.656905,2.600000,0.066412,SCHAL,
4300,9470,2757.500000,22,2,MIX,33,0.931926,2.600000,0.147051,MXAL,
4320,9470,2757.500000,23,100,NULL,43,1.064074,2.600000,0.133944,SASOL,
4300,9450,2772.500000,14,-99,NULL,23,0.405697,2.600000,0.200428,OXAL,
4320,9450,2772.500000,12,-99,NULL,43,0.718090,2.600000,0.095356,SASOL,
4300,9470,2772.500000,10,-99,NULL,33,0.624454,2.600000,0.274308,MXAL,
4320,9470,2772.500000,15,-99,NULL,43,0.813869,2.600000,0.332437,SASOL,
4340,9450,2757.500000,32,100,NULL,41,0.289771,2.600000,0.020964,SBL,
4360,9450,2757.500000,34,100,NULL,41,0.275141,2.600000,0.028459,SBL,
4340,9470,2757.500000,52,100,NULL,41,0.285944,2.600000,0.020464,SBL,
4360,9470,2757.500000,38,100,NULL,44,0.333670,2.600000,0.030044,SCHBL,
4340,9450,2772.500000,10,-99,NULL,41,0.295547,2.600000,0.016319,SBL,
4360,9450,2772.500000,12,-99,NULL,41,0.278712,2.600000,0.009807,SBL,
4340,9470,2772.500000,22,-99,NULL,42,0.611647,2.600000,0.059716,SAARC,
4360,9470,2772.500000,11,-99,NULL,41,0.270885,2.600000,0.012634,SBL,
4380,9450,2757.500000,49,100,NULL,43,0.304947,2.600000,0.048555,SASOL,
4380,9470,2757.500000,45,100,NULL,43,0.304640,2.600000,0.092149,SASOL,
4380,9450,2772.500000,10,-99,NULL,41,0.238131,2.600000,0.015396,SBL,
4400,9450,2772.500000,27,-99,NULL,42,0.414774,2.600000,0.024810,SAARC,
4380,9470,2772.500000,14,-99,NULL,41,0.220537,2.600000,0.017745,SBL,
4260,9490,2757.500000,53,100,NULL,43,0.953231,2.600000,0.594894,SASOL,
4280,9490,2757.500000,58,2,MIX,33,1.165093,2.600000,0.299136,MXAL,
4260,9510,2757.500000,43,2,MIX,33,1.252928,2.600000,1.006576,MXAL,
4280,9510,2757.500000,53,100,NULL,43,1.272306,2.600000,0.206707,SASOL,
4260,9490,2772.500000,14,-99,NULL,23,0.486504,2.600000,0.168729,OXAL,
4280,9490,2772.500000,19,-99,NULL,33,0.698670,2.600000,0.403255,MXAL,
4260,9510,2772.500000,19,-99,NULL,33,0.519100,2.600000,0.265567,MXAL,
4280,9510,2772.500000,24,-99,NULL,33,0.434722,2.600000,0.166033,MXAL,
4300,9490,2757.500000,22,2,MIX,33,0.910447,2.600000,0.178940,MXAL,
4320,9490,2757.500000,21,100,NULL,43,1.053138,2.600000,0.214137,SASOL,
4300,9510,2757.500000,31,100,NULL,43,0.906977,2.600000,0.123310,SASOL,
4320,9510,2757.500000,20,100,NULL,43,0.651596,2.600000,0.092392,SASOL,
4300,9490,2772.500000,14,-99,NULL,33,0.836100,2.600000,0.368912,MXAL,
4320,9490,2772.500000,12,-99,NULL,33,1.003149,2.600000,0.216304,MXAL,
4300,9510,2772.500000,14,-99,NULL,33,0.661829,2.600000,0.204181,MXAL,
4320,9510,2772.500000,10,-99,NULL,43,0.971099,2.600000,0.155047,SASOL,
4340,9490,2757.500000,27,100,NULL,44,0.416006,2.600000,0.031787,SCHBL,
4360,9490,2757.500000,22,100,NULL,41,0.290419,2.600000,0.016505,SBL,
4340,9510,2757.500000,23,100,NULL,45,0.523023,2.600000,0.049388,SCHAL,
4360,9510,2757.500000,20,100,NULL,45,0.472495,2.600000,0.030165,SCHAL,
4340,9490,2772.500000,12,-99,NULL,43,0.778602,2.600000,0.100217,SASOL,
4360,9490,2772.500000,14,-99,NULL,42,0.351812,2.600000,0.019436,SAARC,
4340,9510,2772.500000,13,-99,NULL,42,0.673717,2.600000,0.074434,SAARC,
4360,9510,2772.500000,23,-99,NULL,42,0.905193,2.600000,0.059871,SAARC,
4380,9490,2772.500000,13,-99,NULL,42,0.320315,2.600000,0.018658,SAARC,
4380,9510,2772.500000,17,-99,NULL,42,0.301817,2.600000,0.014687,SAARC,
4280,9530,2757.500000,47,100,NULL,43,1.104087,2.600000,0.136204,SASOL,
4280,9550,2757.500000,34,100,NULL,45,0.876713,2.600000,0.085995,SCHAL,
4260,9530,2772.500000,14,-99,NULL,33,0.616239,2.600000,0.155866,MXAL,
4280,9530,2772.500000,20,-99,NULL,33,0.599086,2.600000,0.258354,MXAL,
4260,9550,2772.500000,20,-99,NULL,43,0.476224,2.600000,0.091248,SASOL,
4280,9550,2772.500000,16,-99,NULL,33,0.583171,2.600000,0.160969,MXAL,
4300,9530,2757.500000,29,100,NULL,45,0.516490,2.600000,0.054089,SCHAL,
4320,9530,2757.500000,27,100,NULL,45,0.808130,2.600000,0.075199,SCHAL,
4300,9550,2757.500000,28,100,NULL,45,0.651783,2.600000,0.058800,SCHAL,
4320,9550,2757.500000,34,100,NULL,43,0.389917,2.600000,0.053437,SASOL,
4300,9530,2772.500000,10,-99,NULL,43,0.697425,2.600000,0.084214,SASOL,
4320,9530,2772.500000,10,-99,NULL,43,0.714986,2.600000,0.097868,SASOL,
4300,9550,2772.500000,11,-99,NULL,42,0.840679,2.600000,0.090235,SAARC,
4320,9550,2772.500000,10,-99,NULL,43,0.555183,2.600000,0.070970,SASOL,
4340,9530,2757.500000,27,100,NULL,45,0.755709,2.600000,0.070593,SCHAL,
4340,9550,2757.500000,38,100,NULL,45,1.608022,2.600000,0.119999,SCHAL,
4340,9530,2772.500000,23,-99,NULL,42,1.488307,2.600000,0.134196,SAARC,
4360,9530,2772.500000,28,-99,NULL,42,1.379569,2.600000,0.104219,SAARC,
4340,9550,2772.500000,29,-99,NULL,42,1.395824,2.600000,0.130464,SAARC,
4360,9550,2772.500000,44,-99,NULL,42,1.224248,2.600000,0.102604,SAARC,
4380,9530,2772.500000,27,-99,NULL,42,0.501952,2.600000,0.032563,SAARC,
4280,9570,2757.500000,29,100,NULL,45,0.780575,2.600000,0.082190,SCHAL,
4280,9590,2757.500000,22,100,NULL,45,0.556700,2.600000,0.062466,SCHAL,
4260,9570,2772.500000,34,-99,NULL,22,0.270132,2.600000,0.134755,OXML,
4280,9570,2772.500000,28,-99,NULL,43,0.449941,2.600000,0.104820,SASOL,
4260,9590,2772.500000,21,-99,NULL,22,0.347701,2.600000,0.216163,OXML,
4280,9590,2772.500000,14,-99,NULL,33,0.570595,2.600000,0.098540,MXAL,
4300,9570,2757.500000,29,100,NULL,45,0.678283,2.600000,0.063007,SCHAL,
4320,9570,2757.500000,40,100,NULL,44,0.400544,2.600000,0.033471,SCHBL,
4300,9590,2757.500000,29,100,NULL,45,1.034752,2.600000,0.080456,SCHAL,
4320,9590,2757.500000,56,100,NULL,45,1.005646,2.600000,0.077071,SCHAL,
4300,9570,2772.500000,13,-99,NULL,42,0.742581,2.600000,0.081356,SAARC,
4320,9570,2772.500000,13,-99,NULL,45,0.626778,2.600000,0.064600,SCHAL,
4300,9590,2772.500000,11,-99,NULL,45,1.197962,2.600000,0.107194,SCHAL,
4320,9590,2772.500000,27,-99,NULL,45,0.828741,2.600000,0.082374,SCHAL,
4340,9570,2757.500000,60,100,NULL,45,0.807675,2.600000,0.060851,SCHAL,
4340,9570,2772.500000,27,-99,NULL,42,0.693146,2.600000,0.075635,SAARC,
4360,9570,2772.500000,52,-99,NULL,42,0.727994,2.600000,0.060043,SAARC,
4340,9590,2772.500000,74,-99,NULL,42,0.797012,2.600000,0.058627,SAARC,
4260,9610,2757.500000,27,100,NULL,45,0.997440,2.600000,0.093357,SCHAL,
4280,9610,2757.500000,27,100,NULL,45,1.227345,2.600000,0.081991,SCHAL,
4260,9630,2757.500000,28,100,NULL,45,1.308766,2.600000,0.089493,SCHAL,
4280,9630,2757.500000,28,100,NULL,45,1.515728,2.600000,0.110332,SCHAL,
4260,9610,2772.500000,14,-99,NULL,43,0.467698,2.600000,0.131768,SASOL,
4280,9610,2772.500000,14,-99,NULL,43,0.677526,2.600000,0.138588,SASOL,
4260,9630,2772.500000,11,-99,NULL,22,0.249880,2.600000,0.093336,OXML,
4280,9630,2772.500000,27,-99,NULL,43,0.628016,2.600000,0.135327,SASOL,
4300,9610,2757.500000,25,100,NULL,45,1.281285,2.600000,0.097753,SCHAL,
4320,9610,2757.500000,45,100,NULL,45,1.136234,2.600000,0.082488,SCHAL,
4300,9630,2757.500000,28,100,NULL,45,1.074170,2.600000,0.080774,SCHAL,
4300,9610,2772.500000,13,-99,NULL,45,1.159954,2.600000,0.119599,SCHAL,
4320,9610,2772.500000,13,-99,NULL,45,1.088809,2.600000,0.069918,SCHAL,
4300,9630,2772.500000,14,-99,NULL,43,0.998876,2.600000,0.136314,SASOL,
4320,9630,2772.500000,18,-99,NULL,45,0.957634,2.600000,0.097401,SCHAL,
4340,9610,2772.500000,13,-99,NULL,41,0.195183,2.600000,0.020832,SBL,
4260,9650,2757.500000,12,100,NULL,43,0.651247,2.600000,0.231021,SASOL,
4280,9650,2757.500000,25,100,NULL,45,0.898444,2.600000,0.080960,SCHAL,
4260,9670,2757.500000,12,100,NULL,33,0.773308,2.600000,0.278648,MXAL,
4280,9650,2772.500000,14,-99,NULL,33,0.839207,2.600000,0.312803,MXAL,
4300,9650,2772.500000,13,-99,NULL,43,1.051201,2.600000,0.136073,SASOL,
3520,9870,2757.500000,97,0,NULL,10,0.695843,2.600000,0.573856,NULL,
3480,9950,2772.500000,55,0,NULL,10,0.307439,2.600000,0.123405,NULL,
3440,9990,2772.500000,36,1,LIX,22,0.204358,2.600000,0.087793,OXML,
3480,9990,2757.500000,61,0,NULL,10,0.587215,2.600000,0.179285,NULL,
3460,9970,2772.500000,31,0,NULL,10,0.272419,2.600000,0.078004,NULL,
3480,9970,2772.500000,58,0,NULL,10,0.682803,2.600000,0.428284,NULL,
3460,9990,2772.500000,50,0,NULL,10,0.289081,2.600000,0.076212,NULL,
3480,9990,2772.500000,43,0,NULL,10,0.583608,2.600000,0.299013,NULL,
3500,9970,2757.500000,152,0,NULL,10,0.423594,2.600000,0.190322,NULL,
3500,9990,2757.500000,95,0,NULL,10,0.799439,2.600000,0.458777,NULL,
3500,9970,2772.500000,76,0,NULL,10,0.699673,2.600000,0.423898,NULL,
3500,9990,2772.500000,45,3,OXI,23,1.000445,2.600000,0.637647,OXAL,
3480,10010,2757.500000,52,0,NULL,10,0.459273,2.600000,0.171587,NULL,
3460,10030,2757.500000,44,0,NULL,10,0.292565,2.600000,0.053833,NULL,
3480,10030,2757.500000,39,0,NULL,10,0.597841,2.600000,0.201768,NULL,
3460,10010,2772.500000,64,1,LIX,22,0.204070,2.600000,0.045673,OXML,
3480,10010,2772.500000,58,2,MIX,32,0.272302,2.600000,0.117922,MXML,
3460,10030,2772.500000,32,100,NULL,41,0.185187,2.600000,0.041474,SBL,
3480,10030,2772.500000,40,1,LIX,22,0.221874,2.600000,0.097277,OXML,
3500,10010,2757.500000,74,3,OXI,23,0.707202,2.600000,0.483821,OXAL,
3520,10010,2757.500000,106,3,OXI,23,0.888007,2.600000,0.793618,OXAL,
3500,10030,2757.500000,72,3,OXI,23,0.495817,2.600000,0.319115,OXAL,
3520,10030,2757.500000,121,3,OXI,23,0.691953,2.600000,0.594594,OXAL,
3500,10010,2772.500000,44,2,MIX,32,0.331579,2.600000,0.172298,MXML,
3500,10030,2772.500000,51,1,LIX,22,0.287503,2.600000,0.124577,OXML,
3460,10050,2757.500000,28,0,NULL,10,0.352245,2.600000,0.067647,NULL,
3480,10050,2757.500000,29,0,NULL,10,0.325748,2.600000,0.092186,NULL,
3480,10070,2757.500000,33,0,NULL,10,0.466239,2.600000,0.271786,NULL,
3460,10050,2772.500000,26,8,SSF,43,0.343621,2.600000,0.107920,SASOL,
3480,10050,2772.500000,61,100,NULL,43,0.310476,2.600000,0.146544,SASOL,
3460,10070,2772.500000,52,100,NULL,41,0.269057,2.600000,0.086558,SBL,
3480,10070,2772.500000,50,1,LIX,22,0.262570,2.600000,0.129099,OXML,
3500,10050,2757.500000,51,3,OXI,23,0.526668,2.600000,0.277958,OXAL,
3520,10050,2757.500000,150,3,OXI,23,0.453480,2.600000,0.364101,OXAL,
3500,10070,2757.500000,61,2,MIX,33,0.817386,2.600000,0.559404,MXAL,
3520,10070,2757.500000,224,2,MIX,33,0.644477,2.600000,0.495276,MXAL,
3500,10050,2772.500000,81,2,MIX,33,0.408879,2.600000,0.231743,MXAL,
3500,10070,2772.500000,297,2,MIX,33,1.308159,2.600000,1.236193,MXAL,
3480,10090,2757.500000,57,0,NULL,10,0.619276,2.600000,0.467405,NULL,
3480,10110,2757.500000,69,0,NULL,10,0.670840,2.600000,0.433434,NULL,
3460,10090,2772.500000,43,1,LIX,22,0.211193,2.600000,0.102910,OXML,
3480,10090,2772.500000,64,3,OXI,22,0.393663,2.600000,0.301943,OXML,
3460,10110,2772.500000,34,8,SSF,43,0.355221,2.600000,0.148700,SASOL,
3480,10110,2772.500000,41,3,OXI,22,0.355380,2.600000,0.259462,OXML,
3500,10090,2757.500000,94,3,OXI,23,0.738341,2.600000,0.631724,OXAL,
3520,10090,2757.500000,262,3,OXI,23,0.602343,2.600000,0.513738,OXAL,
3500,10110,2757.500000,118,3,OXI,23,0.711307,2.600000,0.590893,OXAL,
3520,10110,2757.500000,105,3,OXI,23,0.657131,2.600000,0.552692,OXAL,
3500,10090,2772.500000,92,3,OXI,23,0.523414,2.600000,0.423846,OXAL,
3500,10110,2772.500000,61,3,OXI,23,0.664569,2.600000,0.592274,OXAL,
3480,10130,2757.500000,68,0,NULL,10,0.543991,2.600000,0.221703,NULL,
3480,10150,2757.500000,104,0,NULL,10,0.617235,2.600000,0.357933,NULL,
3460,10130,2772.500000,28,0,NULL,10,0.461069,2.600000,0.241509,NULL,
3480,10130,2772.500000,41,3,OXI,23,0.456141,2.600000,0.291121,OXAL,
3460,10150,2772.500000,35,0,NULL,10,0.334530,2.600000,0.194533,NULL,
3480,10150,2772.500000,64,3,OXI,23,0.464016,2.600000,0.368331,OXAL,
3500,10130,2757.500000,96,3,OXI,23,0.667164,2.600000,0.541857,OXAL,
3520,10130,2757.500000,99,3,OXI,23,0.636900,2.600000,0.513482,OXAL,
3500,10150,2757.500000,136,3,OXI,23,0.604299,2.600000,0.460849,OXAL,
3500,10130,2772.500000,68,3,OXI,23,0.528230,2.600000,0.456933,OXAL,
3500,10150,2772.500000,132,3,OXI,23,0.659082,2.600000,0.591597,OXAL,
3440,10190,2772.500000,77,0,NULL,10,0.414636,2.600000,0.215464,NULL,
3480,10170,2757.500000,122,0,NULL,10,0.789229,2.600000,0.646294,NULL,
3480,10190,2757.500000,175,0,NULL,10,0.812843,2.600000,0.736378,NULL,
3460,10170,2772.500000,74,0,NULL,10,0.535981,2.600000,0.440246,NULL,
3480,10170,2772.500000,96,3,OXI,23,0.628788,2.600000,0.549832,OXAL,
3460,10190,2772.500000,249,0,NULL,10,0.311187,2.600000,0.232842,NULL,
3480,10190,2772.500000,255,3,OXI,23,0.500026,2.600000,0.415999,OXAL,
3500,10170,2757.500000,140,3,OXI,23,0.726668,2.600000,0.578367,OXAL,
3500,10190,2757.500000,150,3,OXI,23,0.721978,2.600000,0.639224,OXAL,
3440,10210,2772.500000,129,0,NULL,10,0.822699,2.600000,0.715172,NULL,
3420,10230,2772.500000,47,0,NULL,10,0.265167,2.600000,0.060750,NULL,
3440,10230,2772.500000,194,0,NULL,10,0.338222,2.600000,0.169640,NULL,
3460,10210,2757.500000,81,0,NULL,10,0.570666,2.600000,0.312782,NULL,
3480,10210,2757.500000,116,3,OXI,23,0.425476,2.600000,0.299983,OXAL,
3460,10230,2757.500000,124,0,NULL,10,0.708543,2.600000,0.297322,NULL,
3480,10230,2757.500000,56,3,OXI,22,0.327618,2.600000,0.181727,OXML,
3460,10210,2772.500000,308,0,NULL,10,0.312450,2.600000,0.221296,NULL,
3480,10210,2772.500000,187,3,OXI,22,0.334436,2.600000,0.250423,OXML,
3460,10230,2772.500000,224,3,OXI,22,0.383956,2.600000,0.295899,OXML,
3500,10210,2757.500000,84,0,NULL,10,0.273351,2.600000,0.210624,NULL,
3440,10250,2757.500000,172,0,NULL,10,0.472820,2.600000,0.061569,NULL,
3440,10270,2757.500000,138,0,NULL,10,0.449525,2.600000,0.057946,NULL,
3420,10250,2772.500000,57,0,NULL,10,0.208393,2.600000,0.090424,NULL,
3440,10250,2772.500000,135,2,MIX,33,0.414235,2.600000,0.153205,MXAL,
3420,10270,2772.500000,-99,0,NULL,10,0.237109,2.600000,0.140960,NULL,
3440,10270,2772.500000,-99,2,MIX,33,0.479131,2.600000,0.327128,MXAL,
3460,10250,2757.500000,129,0,NULL,10,1.277731,2.600000,0.548463,NULL,
3480,10250,2757.500000,133,1,LIX,23,0.468368,2.600000,0.305908,OXAL,
3460,10270,2757.500000,99,3,OXI,23,0.787248,2.600000,0.279677,OXAL,
3480,10270,2757.500000,174,1,LIX,23,0.803156,2.600000,0.344924,OXAL,
3460,10250,2772.500000,-99,1,LIX,23,0.405802,2.600000,0.261835,OXAL,
3460,10270,2772.500000,-99,1,LIX,23,0.632506,2.600000,0.379549,OXAL,
3440,10290,2757.500000,62,0,NULL,10,0.596013,2.600000,0.184302,NULL,
3440,10310,2757.500000,62,0,NULL,10,0.277105,2.600000,0.095990,NULL,
3420,10290,2772.500000,32,0,NULL,10,0.460718,2.600000,0.288281,NULL,
3440,10290,2772.500000,29,3,OXI,23,0.548858,2.600000,0.440070,OXAL,
3420,10310,2772.500000,33,0,NULL,10,0.360588,2.600000,0.247338,NULL,
3440,10310,2772.500000,147,3,OXI,23,0.676780,2.600000,0.548574,OXAL,
3460,10290,2757.500000,176,3,OXI,23,1.219189,2.600000,0.411431,OXAL,
3460,10310,2757.500000,169,2,MIX,23,0.504082,2.600000,0.298736,OXAL,
3460,10290,2772.500000,-99,2,MIX,23,0.561248,2.600000,0.433342,OXAL,
3400,10350,2772.500000,154,0,NULL,10,0.265014,2.600000,0.149215,NULL,
3440,10330,2757.500000,53,0,NULL,10,0.221443,2.600000,0.106971,NULL,
3420,10350,2757.500000,89,0,NULL,10,0.151133,2.600000,0.071473,NULL,
3440,10350,2757.500000,44,0,NULL,10,0.219717,2.600000,0.127805,NULL,
3420,10330,2772.500000,70,0,NULL,10,0.225239,2.600000,0.135669,NULL,
3440,10330,2772.500000,119,3,OXI,23,0.492098,2.600000,0.366141,OXAL,
3420,10350,2772.500000,115,0,NULL,10,0.257042,2.600000,0.161925,NULL,
3440,10350,2772.500000,113,3,OXI,22,0.341128,2.600000,0.239258,OXML,
3460,10330,2757.500000,81,2,MIX,32,0.349930,2.600000,0.174025,MXML,
3400,10370,2772.500000,150,0,NULL,10,0.357556,2.600000,0.224113,NULL,
3400,10390,2772.500000,40,0,NULL,10,0.284690,2.600000,0.175939,NULL,
3420,10370,2757.500000,179,0,NULL,10,0.232213,2.600000,0.170513,NULL,
3440,10370,2757.500000,50,3,OXI,22,0.310453,2.600000,0.215329,OXML,
3420,10390,2757.500000,48,0,NULL,10,0.350044,2.600000,0.254758,NULL,
3440,10390,2757.500000,45,1,LIX,22,0.228331,2.600000,0.151890,OXML,
3420,10370,2772.500000,110,0,NULL,10,0.234652,2.600000,0.132282,NULL,
3440,10370,2772.500000,54,3,OXI,22,0.213153,2.600000,0.122160,OXML,
3420,10390,2772.500000,38,0,NULL,10,0.278476,2.600000,0.192050,NULL,
3440,10390,2772.500000,31,1,LIX,11,0.090105,2.600000,0.050468,LAS,
3400,10410,2772.500000,50,0,NULL,10,0.317714,2.600000,0.227810,NULL,
3400,10430,2772.500000,31,0,NULL,10,0.376392,2.600000,0.292523,NULL,
3420,10410,2757.500000,25,0,NULL,10,0.333508,2.600000,0.240291,NULL,
3440,10410,2757.500000,50,3,OXI,22,0.392004,2.600000,0.304486,OXML,
3420,10430,2757.500000,29,0,NULL,10,0.284435,2.600000,0.199691,NULL,
3440,10430,2757.500000,53,3,OXI,23,0.621036,2.600000,0.540160,OXAL,
3420,10410,2772.500000,47,1,LIX,22,0.253963,2.600000,0.189088,OXML,
3440,10410,2772.500000,22,1,LIX,11,0.072730,2.600000,0.034054,LAS,
3420,10430,2772.500000,47,1,LIX,22,0.203248,2.600000,0.148874,OXML,
3440,10430,2772.500000,20,1,LIX,11,0.075489,2.600000,0.040109,LAS,
3460,10410,2757.500000,48,3,OXI,22,0.386294,2.600000,0.298453,OXML,
3460,10430,2757.500000,51,3,OXI,23,0.444777,2.600000,0.373316,OXAL,
3400,10450,2772.500000,66,0,NULL,10,0.590188,2.600000,0.507375,NULL,
3400,10470,2772.500000,44,0,NULL,10,0.357882,2.600000,0.271997,NULL,
3420,10450,2757.500000,38,0,NULL,10,0.355173,2.600000,0.254356,NULL,
3440,10450,2757.500000,40,3,OXI,22,0.371772,2.600000,0.278892,OXML,
3420,10470,2757.500000,50,0,NULL,10,0.394299,2.600000,0.288803,NULL,
3440,10470,2757.500000,33,3,OXI,22,0.324158,2.600000,0.193481,OXML,
3420,10450,2772.500000,55,1,LIX,22,0.345332,2.600000,0.264603,OXML,
