xcentre,ycentre,zcentre,mot_gc,zmin_gc,zmint,oretype_gc,cut_gc,dens,cus_gc,oretypet
3880,10230,2637.5,0.011538,-99,NULL,33,0.595083,2.6,0.054422,MXAL
3900,10210,2637.5,0.008381,-99,NULL,45,0.675267,2.6,0.051581,SCHAL
3920,10210,2637.5,0.012458,-99,NULL,45,0.48275,2.6,0.048395,SCHAL
3900,10230,2637.5,0.016809,-99,NULL,33,0.684884,2.6,0.06325,MXAL
3920,10230,2637.5,0.012184,-99,NULL,42,0.515032,2.6,0.037614,SAARC
3940,10210,2637.5,0.006074,-99,NULL,45,0.536572,2.6,0.052606,SCHAL
3960,10210,2637.5,0.007349,-99,NULL,42,0.532457,2.6,0.0442,SAARC
3980,10230,2637.5,0.014509,-99,NULL,42,0.494696,2.6,0.029313,SAARC
3700,10250,2637.5,0.008327,0,NULL,10,0.501626,2.6,0.055451,NULL
3720,10250,2637.5,0.006898,-99,NULL,45,0.579877,2.6,0.063493,SCHAL
3700,10270,2637.5,0.01029,-99,NULL,42,0.511501,2.6,0.056987,SAARC
3720,10270,2637.5,0.00701,-99,NULL,45,0.494102,2.6,0.052935,SCHAL
3700,10270,2652.5,0.007888,-99,NULL,42,0.58862,2.6,0.044463,SAARC
3720,10270,2652.5,0.00614,-99,NULL,45,0.529784,2.6,0.052404,SCHAL
3740,10250,2637.5,0.006497,-99,NULL,43,0.542577,2.6,0.080281,SASOL
3760,10250,2637.5,0.004733,-99,NULL,32,0.382642,2.6,0.046735,MXML
3740,10270,2637.5,0.006975,-99,NULL,45,0.491746,2.6,0.04775,SCHAL
3760,10270,2637.5,0.005049,-99,NULL,44,0.41065,2.6,0.036276,SCHBL
3780,10250,2637.5,0.003001,-99,NULL,44,0.343715,2.6,0.036772,SCHBL
3800,10250,2637.5,0.009522,-99,NULL,44,0.426617,2.6,0.035771,SCHBL
3780,10270,2637.5,0.004891,-99,NULL,44,0.349053,2.6,0.032184,SCHBL
3800,10270,2637.5,0.003025,-99,NULL,41,0.255182,2.6,0.022076,SBL
3820,10250,2637.5,0.022517,-99,NULL,45,0.657817,2.6,0.033747,SCHAL
3840,10250,2637.5,0.005668,-99,NULL,44,0.347346,2.6,0.037013,SCHBL
3820,10270,2637.5,0.009821,-99,NULL,44,0.402156,2.6,0.029594,SCHBL
3840,10270,2637.5,0.029342,-99,NULL,45,0.482365,2.6,0.038555,SCHAL
3860,10250,2637.5,0.005631,-99,NULL,43,0.428437,2.6,0.054045,SASOL
3880,10250,2637.5,0.006174,-99,NULL,43,0.465097,2.6,0.05664,SASOL
3860,10270,2637.5,0.011575,-99,NULL,44,0.433747,2.6,0.032656,SCHBL
3880,10270,2637.5,0.011631,-99,NULL,45,0.497732,2.6,0.041559,SCHAL
3900,10250,2637.5,0.010544,-99,NULL,33,0.630421,2.6,0.060892,MXAL
3920,10250,2637.5,0.008872,-99,NULL,45,0.587162,2.6,0.036388,SCHAL
3900,10270,2637.5,0.009421,-99,NULL,45,0.488384,2.6,0.053818,SCHAL
3920,10270,2637.5,0.007325,-99,NULL,45,0.605741,2.6,0.05389,SCHAL
3940,10250,2637.5,0.015688,-99,NULL,45,0.495917,2.6,0.036109,SCHAL
3940,10270,2637.5,0.016409,-99,NULL,45,0.570312,2.6,0.06621,SCHAL
3680,10290,2652.5,0.01712,0,NULL,10,0.593426,2.6,0.069338,NULL
3680,10310,2652.5,0.015952,0,NULL,10,0.510818,2.6,0.067967,NULL
3700,10290,2637.5,0.02097,-99,NULL,42,0.502879,2.6,0.049026,SAARC
3720,10290,2637.5,0.010269,-99,NULL,42,0.520993,2.6,0.046486,SAARC
3700,10310,2637.5,0.016912,-99,NULL,45,0.568732,2.6,0.043465,SCHAL
3720,10310,2637.5,0.015428,-99,NULL,45,0.498798,2.6,0.046049,SCHAL
3700,10290,2652.5,0.014136,-99,NULL,45,0.59525,2.6,0.039764,SCHAL
3720,10290,2652.5,0.007619,-99,NULL,42,0.533098,2.6,0.046572,SAARC
3700,10310,2652.5,0.024346,-99,NULL,42,0.511104,2.6,0.043608,SAARC
3720,10310,2652.5,0.015858,-99,NULL,42,0.496354,2.6,0.049865,SAARC
3740,10290,2637.5,0.005998,-99,NULL,45,0.505462,2.6,0.042746,SCHAL
3760,10290,2637.5,0.005643,-99,NULL,44,0.417035,2.6,0.032474,SCHBL
3740,10310,2637.5,0.006867,-99,NULL,42,0.494014,2.6,0.041319,SAARC
3760,10310,2637.5,0.010423,-99,NULL,45,0.459552,2.6,0.043692,SCHAL
3780,10290,2637.5,0.00767,-99,NULL,44,0.377449,2.6,0.031444,SCHBL
3800,10290,2637.5,0.0047,-99,NULL,44,0.329365,2.6,0.030214,SCHBL
3780,10310,2637.5,0.0118,-99,NULL,45,0.489035,2.6,0.043688,SCHAL
3800,10310,2637.5,0.008298,-99,NULL,44,0.363239,2.6,0.038117,SCHBL
3820,10290,2637.5,0.004363,-99,NULL,41,0.269273,2.6,0.025968,SBL
3840,10290,2637.5,0.045047,-99,NULL,42,0.483697,2.6,0.043887,SAARC
3820,10310,2637.5,0.00503,-99,NULL,41,0.29103,2.6,0.033547,SBL
3840,10310,2637.5,0.005793,-99,NULL,45,0.484971,2.6,0.049129,SCHAL
3860,10290,2637.5,0.01449,-99,NULL,45,0.608501,2.6,0.047226,SCHAL
3880,10290,2637.5,0.013604,-99,NULL,45,0.616686,2.6,0.050133,SCHAL
3860,10310,2637.5,0.012159,-99,NULL,45,0.716571,2.6,0.050685,SCHAL
3880,10310,2637.5,0.013905,-99,NULL,45,0.610578,2.6,0.049658,SCHAL
3900,10290,2637.5,0.010575,-99,NULL,45,0.602452,2.6,0.054627,SCHAL
3920,10290,2637.5,0.011235,-99,NULL,45,0.558329,2.6,0.052395,SCHAL
3900,10310,2637.5,0.01263,-99,NULL,45,0.553889,2.6,0.048343,SCHAL
3920,10310,2637.5,0.015544,-99,NULL,45,0.716284,2.6,0.064106,SCHAL
3940,10290,2637.5,0.010021,-99,NULL,45,0.535818,2.6,0.058733,SCHAL
3940,10310,2637.5,0.009953,-99,NULL,45,0.574803,2.6,0.050731,SCHAL
3960,10290,2652.5,0.01231,-99,NULL,42,0.48353,2.6,0.018394,SAARC
3940,10310,2652.5,0.01183,-99,NULL,45,0.565311,2.6,0.024166,SCHAL
3960,10310,2652.5,0.004237,-99,NULL,42,0.461318,2.6,0.018071,SAARC
3680,10350,2637.5,0.011367,0,NULL,10,0.624741,2.6,0.038881,NULL
3680,10330,2652.5,0.028148,0,NULL,10,0.52265,2.6,0.117676,NULL
3680,10350,2652.5,0.024898,0,NULL,10,0.636601,2.6,0.126412,NULL
3700,10330,2637.5,0.017014,-99,NULL,45,0.641773,2.6,0.050809,SCHAL
3720,10330,2637.5,0.023866,-99,NULL,45,0.646354,2.6,0.043354,SCHAL
3700,10350,2637.5,0.020765,-99,NULL,45,0.693231,2.6,0.053277,SCHAL
3720,10350,2637.5,0.020659,-99,NULL,45,0.684199,2.6,0.048497,SCHAL
3700,10330,2652.5,0.018787,-99,NULL,42,0.650856,2.6,0.060606,SAARC
3720,10330,2652.5,0.025716,-99,NULL,45,0.670587,2.6,0.053981,SCHAL
3700,10350,2652.5,0.01532,-99,NULL,45,0.573145,2.6,0.046036,SCHAL
3720,10350,2652.5,0.027066,-99,NULL,45,0.57422,2.6,0.049855,SCHAL
3740,10330,2637.5,0.013153,-99,NULL,45,0.539894,2.6,0.048093,SCHAL
3760,10330,2637.5,0.020847,-99,NULL,45,0.530393,2.6,0.03909,SCHAL
3740,10350,2637.5,0.027826,-99,NULL,45,0.523455,2.6,0.034127,SCHAL
3760,10350,2637.5,0.024391,-99,NULL,45,0.463587,2.6,0.027766,SCHAL
3740,10330,2652.5,0.013156,-99,NULL,33,0.485018,2.6,0.048861,MXAL
3760,10330,2652.5,0.0107,-99,NULL,44,0.43733,2.6,0.0465,SCHBL
3740,10350,2652.5,0.07324,-99,NULL,33,0.50136,2.6,0.046693,MXAL
3760,10350,2652.5,0.024045,-99,NULL,44,0.411086,2.6,0.042896,SCHBL
3780,10330,2637.5,0.011642,-99,NULL,45,0.452122,2.6,0.043119,SCHAL
3800,10330,2637.5,0.008767,-99,NULL,44,0.374476,2.6,0.036047,SCHBL
3780,10350,2637.5,0.0216,-99,NULL,44,0.416637,2.6,0.035419,SCHBL
3800,10350,2637.5,0.010143,-99,NULL,44,0.382885,2.6,0.031424,SCHBL
3780,10350,2652.5,0.022598,-99,NULL,44,0.310376,2.6,0.027594,SCHBL
3820,10330,2637.5,0.007657,-99,NULL,44,0.33576,2.6,0.03778,SCHBL
3840,10330,2637.5,0.005638,-99,NULL,44,0.3262,2.6,0.038688,SCHBL
3820,10350,2637.5,0.010967,-99,NULL,42,0.384961,2.6,0.0448,SAARC
3840,10350,2637.5,0.007427,-99,NULL,42,0.424906,2.6,0.043165,SAARC
3840,10350,2652.5,0.005611,-99,NULL,44,0.362276,2.6,0.033638,SCHBL
3860,10330,2637.5,0.011247,-99,NULL,45,0.581116,2.6,0.037718,SCHAL
3880,10330,2637.5,0.021262,-99,NULL,42,0.938251,2.6,0.08935,SAARC
3860,10350,2637.5,0.010858,-99,NULL,33,0.554961,2.6,0.051027,MXAL
3880,10350,2637.5,0.017522,-99,NULL,42,0.778839,2.6,0.039647,SAARC
3860,10350,2652.5,0.009033,-99,NULL,32,0.386644,2.6,0.028864,MXML
3880,10350,2652.5,0.024506,-99,NULL,33,0.635279,2.6,0.029316,MXAL
3900,10330,2637.5,0.012278,-99,NULL,45,0.603136,2.6,0.049282,SCHAL
3920,10330,2637.5,0.009256,-99,NULL,45,0.609086,2.6,0.048071,SCHAL
3900,10350,2637.5,0.011286,-99,NULL,42,0.652035,2.6,0.035851,SAARC
3920,10350,2637.5,0.004897,-99,NULL,45,0.503586,2.6,0.037418,SCHAL
3920,10330,2652.5,0.01168,-99,NULL,45,0.70102,2.6,0.031286,SCHAL
3900,10350,2652.5,0.023055,-99,NULL,42,0.702475,2.6,0.028828,SAARC
3920,10350,2652.5,0.010753,-99,NULL,45,0.481699,2.6,0.019708,SCHAL
3940,10330,2637.5,0.010295,-99,NULL,45,0.591352,2.6,0.045881,SCHAL
3940,10350,2637.5,0.00684,-99,NULL,45,0.493953,2.6,0.038433,SCHAL
3940,10330,2652.5,0.005162,-99,NULL,45,0.55001,2.6,0.019725,SCHAL
3960,10330,2652.5,0.003114,-99,NULL,42,0.464842,2.6,0.017184,SAARC
3940,10350,2652.5,0.005528,-99,NULL,45,0.462176,2.6,0.019004,SCHAL
3960,10350,2652.5,0.008293,-99,NULL,42,0.545356,2.6,0.020618,SAARC
4020,10330,2652.5,0.016745,-99,NULL,45,0.507651,2.6,0.036622,SCHAL
4040,10330,2652.5,0.010111,-99,NULL,45,0.61811,2.6,0.057545,SCHAL
4020,10350,2652.5,0.009408,0,NULL,10,0.451893,2.6,0.02229,NULL
3680,10370,2652.5,0.021229,0,NULL,10,0.557767,2.6,0.08386,NULL
3680,10390,2652.5,0.039116,-99,NULL,33,0.563067,2.6,0.137689,MXAL
3700,10370,2637.5,0.018366,-99,NULL,45,0.583436,2.6,0.039788,SCHAL
3720,10370,2637.5,0.058027,-99,NULL,45,0.665205,2.6,0.038265,SCHAL
3700,10390,2637.5,0.024493,-99,NULL,44,0.398424,2.6,0.038586,SCHBL
3720,10390,2637.5,0.079265,-99,NULL,45,0.469428,2.6,0.044535,SCHAL
3700,10370,2652.5,0.026137,-99,NULL,45,0.620162,2.6,0.055245,SCHAL
3720,10370,2652.5,0.02391,-99,NULL,45,0.509602,2.6,0.042098,SCHAL
3700,10390,2652.5,0.033868,-99,NULL,33,0.603691,2.6,0.158315,MXAL
3720,10390,2652.5,0.028005,-99,NULL,33,0.81255,2.6,0.097858,MXAL
3740,10370,2637.5,0.045688,-99,NULL,45,0.515137,2.6,0.027219,SCHAL
3760,10370,2637.5,0.025356,-99,NULL,44,0.394245,2.6,0.025031,SCHBL
3760,10390,2637.5,0.060349,-99,NULL,44,0.413925,2.6,0.044674,SCHBL
3740,10370,2652.5,0.042815,-99,NULL,45,0.482805,2.6,0.030232,SCHAL
3760,10370,2652.5,0.052538,-99,NULL,32,0.384826,2.6,0.029352,MXML
3740,10390,2652.5,0.036224,-99,NULL,45,0.850717,2.6,0.059551,SCHAL
3760,10390,2652.5,0.050689,-99,NULL,44,0.439185,2.6,0.041301,SCHBL
3780,10370,2637.5,0.017321,-99,NULL,45,0.671482,2.6,0.041429,SCHAL
3800,10370,2637.5,0.013718,-99,NULL,45,0.51673,2.6,0.029727,SCHAL
3780,10390,2637.5,0.022574,-99,NULL,45,0.543101,2.6,0.050473,SCHAL
3780,10370,2652.5,0.028013,-99,NULL,44,0.445005,2.6,0.030895,SCHBL
3800,10370,2652.5,0.011881,-99,NULL,45,0.473168,2.6,0.039077,SCHAL
3780,10390,2652.5,0.019899,-99,NULL,45,0.578683,2.6,0.038961,SCHAL
3800,10390,2652.5,0.010364,-99,NULL,45,0.523005,2.6,0.051938,SCHAL
3820,10370,2637.5,0.009362,-99,NULL,42,0.479624,2.6,0.037794,SAARC
3840,10370,2637.5,0.035638,-99,NULL,45,0.458488,2.6,0.034568,SCHAL
3820,10370,2652.5,0.011014,-99,NULL,45,0.46453,2.6,0.041879,SCHAL
3840,10370,2652.5,0.01322,-99,NULL,45,0.474839,2.6,0.038955,SCHAL
3820,10390,2652.5,0.009572,-99,NULL,44,0.446859,2.6,0.042813,SCHBL
3840,10390,2652.5,0.032639,-99,NULL,43,0.428557,2.6,0.051763,SASOL
3860,10370,2637.5,0.010225,-99,NULL,44,0.442747,2.6,0.03287,SCHBL
3880,10370,2637.5,0.015365,-99,NULL,45,0.51364,2.6,0.04374,SCHAL
3860,10370,2652.5,0.006514,-99,NULL,32,0.346625,2.6,0.032198,MXML
3880,10370,2652.5,0.008721,-99,NULL,33,0.429327,2.6,0.029949,MXAL
3860,10390,2652.5,0.008648,-99,NULL,44,0.438468,2.6,0.038482,SCHBL
3880,10390,2652.5,0.0133,-99,NULL,33,0.46499,2.6,0.035207,MXAL
3900,10370,2637.5,0.00882,-99,NULL,45,0.45848,2.6,0.028469,SCHAL
3920,10370,2637.5,0.007473,-99,NULL,42,0.370507,2.6,0.026335,SAARC
3900,10370,2652.5,0.020746,-99,NULL,42,0.627,2.6,0.027619,SAARC
3920,10370,2652.5,0.012172,-99,NULL,44,0.445239,2.6,0.021393,SCHBL
3900,10390,2652.5,0.01165,-99,NULL,33,0.513692,2.6,0.034084,MXAL
3920,10390,2652.5,0.016902,-99,NULL,33,0.593848,2.6,0.018513,MXAL
3940,10370,2652.5,0.011288,-99,NULL,44,0.422418,2.6,0.017448,SCHBL
3980,10370,2652.5,0.012321,-99,NULL,42,0.561618,2.6,0.018411,SAARC
3980,10390,2652.5,0.014587,-99,NULL,45,0.586574,2.6,0.027317,SCHAL
4000,10390,2652.5,0.020753,61,CPY,45,0.581145,2.6,0.020959,SCHAL
3840,10430,2652.5,0.007226,-99,NULL,45,0.520047,2.6,0.046246,SCHAL
3860,10430,2652.5,0.012941,-99,NULL,45,0.53933,2.6,0.047257,SCHAL
3880,10430,2652.5,0.011016,-99,NULL,45,0.561558,2.6,0.044835,SCHAL
3900,10430,2652.5,0.014554,-99,NULL,45,0.461524,2.6,0.053439,SCHAL
3920,10430,2652.5,0.013805,61,CPY,42,0.471044,2.6,0.030679,SAARC
3940,10410,2652.5,0.022034,64,NULL,42,0.535248,2.6,0.027552,SAARC
3960,10410,2652.5,0.021999,65,NULL,45,0.54504,2.6,0.018865,SCHAL
3940,10430,2652.5,0.013541,64,NULL,42,0.425868,2.6,0.027245,SAARC
3960,10430,2652.5,0.022478,7,SSD,45,0.506465,2.6,0.042783,SCHAL
4000,10410,2652.5,0.017588,61,CPY,45,0.637179,2.6,0.028686,SCHAL
3980,10430,2652.5,0.018807,61,CPY,42,0.579,2.6,0.068955,SAARC
4000,10430,2652.5,0.014943,61,CPY,45,0.647898,2.6,0.071974,SCHAL
4020,10410,2652.5,0.021647,61,CPY,43,0.506288,2.6,0.066569,SASOL
4040,10410,2652.5,0.012256,61,CPY,43,0.48661,2.6,0.063209,SASOL
4020,10430,2652.5,0.030272,61,CPY,43,0.539956,2.6,0.068198,SASOL
4040,10430,2652.5,0.015537,61,CPY,42,0.492863,2.6,0.044567,SAARC
3840,10450,2652.5,0.016141,-99,NULL,44,0.386346,2.6,0.04298,SCHBL
3840,10470,2652.5,0.017184,-99,NULL,45,0.461182,2.6,0.045871,SCHAL
3860,10450,2652.5,0.014563,-99,NULL,45,0.56509,2.6,0.059404,SCHAL
3880,10450,2652.5,0.014515,-99,NULL,45,0.609317,2.6,0.058288,SCHAL
3860,10470,2652.5,0.011741,-99,NULL,44,0.446563,2.6,0.036051,SCHBL
3880,10470,2652.5,0.010094,8,SSF,45,0.524213,2.6,0.030751,SCHAL
3900,10450,2652.5,0.01665,62,BO,43,0.53365,2.6,0.074253,SASOL
3920,10450,2652.5,0.013753,94,NULL,44,0.356925,2.6,0.029113,SCHBL
3900,10470,2652.5,0.010314,62,BO,45,0.547338,2.6,0.034014,SCHAL
3940,10450,2652.5,0.013456,64,NULL,44,0.403601,2.6,0.030233,SCHBL
3960,10450,2652.5,0.020732,7,SSD,45,0.485358,2.6,0.056883,SCHAL
3940,10470,2652.5,0.017012,61,CPY,44,0.344013,2.6,0.028965,SCHBL
3980,10450,2652.5,0.028595,7,SSD,42,0.623875,2.6,0.064601,SAARC
4000,10450,2652.5,0.049211,61,CPY,45,0.625704,2.6,0.073735,SCHAL
4020,10450,2652.5,0.031223,61,CPY,45,0.585514,2.6,0.063069,SCHAL
4040,10450,2652.5,0.035092,61,CPY,45,0.452984,2.6,0.03882,SCHAL
4060,10450,2652.5,0.048643,8,SSF,42,0.490297,2.6,0.053684,SAARC
4080,10450,2652.5,0.013733,61,CPY,44,0.427711,2.6,0.047385,SCHBL
4060,10470,2652.5,0.067777,8,SSF,45,0.482628,2.6,0.053691,SCHAL
4080,10470,2652.5,0.021016,7,SSD,44,0.424426,2.6,0.047982,SCHBL
3840,10490,2652.5,0.021897,-99,NULL,44,0.415536,2.6,0.033787,SCHBL
3860,10490,2652.5,0.017753,8,SSF,45,0.538656,2.6,0.036651,SCHAL
3880,10490,2652.5,0.041059,8,SSF,44,0.338605,2.6,0.023445,SCHBL
3860,10510,2652.5,0.024027,8,SSF,43,0.398748,2.6,0.060771,SASOL
3880,10510,2652.5,0.015436,8,SSF,43,0.490629,2.6,0.058944,SASOL
3900,10490,2652.5,0.010387,61,CPY,45,0.482609,2.6,0.03198,SCHAL
3920,10490,2652.5,0.009915,61,CPY,44,0.414892,2.6,0.035271,SCHBL
3900,10510,2652.5,0.016765,8,SSF,43,0.491561,2.6,0.062359,SASOL
3920,10510,2652.5,0.031914,8,SSF,43,0.389547,2.6,0.061867,SASOL
3940,10490,2652.5,0.010841,61,CPY,44,0.365803,2.6,0.036636,SCHBL
3960,10490,2652.5,0.029268,61,CPY,45,0.488771,2.6,0.045396,SCHAL
3940,10510,2652.5,0.024555,7,SSD,45,0.560954,2.6,0.06553,SCHAL
3960,10510,2652.5,0.017499,61,CPY,45,0.579826,2.6,0.052155,SCHAL
3980,10490,2652.5,0.040429,8,SSF,45,0.586388,2.6,0.053845,SCHAL
4000,10490,2652.5,0.033715,8,SSF,45,0.512297,2.6,0.05406,SCHAL
3980,10510,2652.5,0.060195,8,SSF,45,0.709441,2.6,0.064578,SCHAL
4000,10510,2652.5,0.084813,61,CPY,45,0.659017,2.6,0.057893,SCHAL
4020,10490,2652.5,0.04513,62,BO,45,0.697776,2.6,0.058859,SCHAL
4040,10490,2652.5,0.098169,61,CPY,45,0.524325,2.6,0.051108,SCHAL
4020,10510,2652.5,0.027165,62,BO,45,0.661758,2.6,0.052108,SCHAL
4040,10510,2652.5,0.028266,63,NULL,45,0.476636,2.6,0.0318,SCHAL
4060,10490,2652.5,0.094658,63,NULL,45,0.457765,2.6,0.051518,SCHAL
4060,10510,2652.5,0.031825,7,SSD,44,0.391385,2.6,0.045252,SCHBL
3820,10550,2652.5,0.021509,62,BO,43,0.36941,2.6,0.050045,SASOL
3840,10550,2652.5,0.014868,8,SSF,45,0.518412,2.6,0.058949,SCHAL
3860,10550,2637.5,0.020073,-99,NULL,43,0.481401,2.6,0.103887,SASOL
3880,10550,2637.5,0.024756,-99,NULL,33,0.700822,2.6,0.178643,MXAL
3860,10530,2652.5,0.011189,2,MIX,32,0.373681,2.6,0.153488,MXML
3880,10530,2652.5,0.016654,2,MIX,32,0.387032,2.6,0.139559,MXML
3860,10550,2652.5,0.020898,2,MIX,33,0.663962,2.6,0.164672,MXAL
3880,10550,2652.5,0.021939,2,MIX,32,0.27805,2.6,0.143475,MXML
3900,10530,2637.5,0.022219,-99,NULL,45,0.481844,2.6,0.050242,SCHAL
3920,10530,2637.5,0.023872,-99,NULL,45,0.591069,2.6,0.051478,SCHAL
3900,10550,2637.5,0.035014,-99,NULL,45,1.195453,2.6,0.139672,SCHAL
3920,10550,2637.5,0.023864,-99,NULL,45,0.98783,2.6,0.096136,SCHAL
3900,10530,2652.5,0.014177,8,SSF,43,0.450279,2.6,0.141985,SASOL
3920,10530,2652.5,0.02617,2,MIX,33,0.507382,2.6,0.089635,MXAL
3900,10550,2652.5,0.020956,32,OXI,23,0.60957,2.6,0.284999,OXAL
3920,10550,2652.5,0.03426,2,MIX,33,0.721262,2.6,0.275038,MXAL
3940,10530,2637.5,0.021619,-99,NULL,45,0.734292,2.6,0.064711,SCHAL
3960,10530,2637.5,0.033122,-99,NULL,45,0.692388,2.6,0.06782,SCHAL
3940,10550,2637.5,0.013938,-99,NULL,45,0.732368,2.6,0.042554,SCHAL
3960,10550,2637.5,0.01725,-99,NULL,45,0.620234,2.6,0.057513,SCHAL
3940,10530,2652.5,0.043547,2,MIX,33,0.76097,2.6,0.158514,MXAL
3960,10530,2652.5,0.024012,8,SSF,43,0.698238,2.6,0.102816,SASOL
3940,10550,2652.5,0.038982,2,MIX,33,0.630008,2.6,0.119568,MXAL
3960,10550,2652.5,0.025872,8,SSF,45,0.80885,2.6,0.09476,SCHAL
3980,10550,2637.5,0.082108,-99,NULL,45,0.63647,2.6,0.053232,SCHAL
3980,10530,2652.5,0.028449,8,SSF,45,0.719173,2.6,0.057346,SCHAL
4000,10530,2652.5,0.041202,7,SSD,45,0.848614,2.6,0.074001,SCHAL
3980,10550,2652.5,0.026868,8,SSF,45,0.82276,2.6,0.067084,SCHAL
4000,10550,2652.5,0.033581,8,SSF,45,0.815675,2.6,0.05928,SCHAL
4020,10530,2652.5,0.035637,63,NULL,45,0.892488,2.6,0.084821,SCHAL
4040,10530,2652.5,0.042389,7,SSD,44,0.445925,2.6,0.053048,SCHBL
4020,10550,2652.5,0.020485,7,SSD,45,0.94675,2.6,0.079671,SCHAL
4040,10550,2652.5,0.034724,2,MIX,33,0.633118,2.6,0.162069,MXAL
4060,10530,2652.5,0.034933,7,SSD,43,0.405256,2.6,0.055016,SASOL
4060,10550,2652.5,0.082115,7,SSD,43,0.358882,2.6,0.129671,SASOL
3680,10570,2652.5,0.005617,-99,NULL,32,0.354896,2.6,0.192738,MXML
3680,10590,2652.5,0.005067,1,LIX,22,0.321335,2.6,0.198576,OXML
3700,10570,2652.5,0.011932,-99,NULL,32,0.378527,2.6,0.16254,MXML
3720,10570,2652.5,0.013522,32,OXI,33,0.529223,2.6,0.258898,MXAL
3700,10590,2652.5,0.005615,32,OXI,22,0.33391,2.6,0.241982,OXML
3720,10590,2652.5,0.014019,2,MIX,33,0.770189,2.6,0.290942,MXAL
3740,10590,2637.5,0.01138,-99,NULL,43,0.475467,2.6,0.073155,SASOL
3760,10590,2637.5,0.026021,-99,NULL,44,0.415201,2.6,0.037124,SCHBL
3740,10570,2652.5,0.018771,2,MIX,33,0.561664,2.6,0.149144,MXAL
3760,10570,2652.5,0.041749,2,MIX,45,0.508357,2.6,0.057817,SCHAL
3740,10590,2652.5,0.009299,2,MIX,33,0.548806,2.6,0.268461,MXAL
3760,10590,2652.5,0.016059,2,MIX,33,0.493193,2.6,0.110324,MXAL
3780,10590,2637.5,0.017938,-99,NULL,44,0.418725,2.6,0.032005,SCHBL
3800,10590,2637.5,0.032966,-99,NULL,44,0.388409,2.6,0.028028,SCHBL
3780,10570,2652.5,0.015646,62,BO,44,0.438698,2.6,0.048465,SCHBL
3800,10570,2652.5,0.02376,61,CPY,43,0.409325,2.6,0.049334,SASOL
3780,10590,2652.5,0.014276,2,MIX,43,0.451365,2.6,0.069894,SASOL
3800,10590,2652.5,0.025428,62,BO,45,0.455129,2.6,0.046241,SCHAL
3820,10570,2637.5,0.036961,-99,NULL,45,0.528035,2.6,0.036206,SCHAL
3840,10570,2637.5,0.043322,-99,NULL,42,0.698937,2.6,0.054958,SAARC
3820,10590,2637.5,0.040145,-99,NULL,44,0.359377,2.6,0.030773,SCHBL
3840,10590,2637.5,0.04735,-99,NULL,45,0.514712,2.6,0.037981,SCHAL
3820,10570,2652.5,0.018617,62,BO,45,0.50232,2.6,0.042761,SCHAL
3840,10570,2652.5,0.024268,62,BO,45,0.507138,2.6,0.049664,SCHAL
3820,10590,2652.5,0.024989,62,BO,44,0.396862,2.6,0.03207,SCHBL
3840,10590,2652.5,0.013737,63,NULL,45,0.828945,2.6,0.056938,SCHAL
3860,10570,2637.5,0.022304,-99,NULL,45,0.818209,2.6,0.092614,SCHAL
3880,10570,2637.5,0.030687,-99,NULL,43,1.525235,2.6,0.255978,SASOL
3860,10590,2637.5,0.023429,-99,NULL,45,0.821065,2.6,0.093862,SCHAL
3880,10590,2637.5,0.017312,-99,NULL,43,0.819257,2.6,0.134394,SASOL
3860,10570,2652.5,0.018063,2,MIX,33,0.652354,2.6,0.200318,MXAL
3880,10570,2652.5,0.020098,2,MIX,33,0.901797,2.6,0.538987,MXAL
3860,10590,2652.5,0.018938,62,BO,43,0.590781,2.6,0.085505,SASOL
3880,10590,2652.5,0.014959,8,SSF,33,0.696303,2.6,0.151024,MXAL
3900,10570,2637.5,0.02498,-99,NULL,43,1.396932,2.6,0.168503,SASOL
3920,10570,2637.5,0.017906,-99,NULL,43,1.195221,2.6,0.225655,SASOL
3900,10590,2637.5,0.020626,-99,NULL,45,1.065664,2.6,0.12669,SCHAL
3920,10590,2637.5,0.018402,-99,NULL,45,0.850847,2.6,0.091774,SCHAL
3900,10570,2652.5,0.02504,2,MIX,33,0.47671,2.6,0.160976,MXAL
3920,10570,2652.5,0.027665,2,MIX,33,0.77585,2.6,0.162898,MXAL
3900,10590,2652.5,0.027337,2,MIX,33,0.657698,2.6,0.189629,MXAL
3920,10590,2652.5,0.025064,7,SSD,43,0.624974,2.6,0.091052,SASOL
3940,10570,2637.5,0.015839,-99,NULL,45,0.757295,2.6,0.076153,SCHAL
3960,10570,2637.5,0.018135,-99,NULL,45,0.639693,2.6,0.050874,SCHAL
3940,10590,2637.5,0.016366,-99,NULL,43,1.353251,2.6,0.228732,SASOL
3960,10590,2637.5,0.023877,-99,NULL,33,0.858219,2.6,0.14921,MXAL
3940,10570,2652.5,0.027541,2,MIX,33,0.740277,2.6,0.310509,MXAL
3960,10570,2652.5,0.022193,8,SSF,43,0.762192,2.6,0.106403,SASOL
3940,10590,2652.5,0.026138,1,LIX,23,0.533319,2.6,0.198249,OXAL
3960,10590,2652.5,0.019526,32,OXI,23,0.65354,2.6,0.449121,OXAL
3980,10570,2637.5,0.020992,-99,NULL,45,0.796177,2.6,0.063601,SCHAL
3980,10590,2637.5,0.112589,-99,NULL,43,0.801133,2.6,0.125434,SASOL
4000,10590,2637.5,0.026261,-99,NULL,45,0.722222,2.6,0.060696,SCHAL
