xcentre,ycentre,zcentre,mot_gc,zmin_gc,zmint,oretype_gc,cut_gc,dens,cus_gc,oretypet
4480,8870,2877.5,0.012365,3,OXI,23,0.981629,2.6,0.82842,OXAL
4460,8850,2892.5,0.003374,3,OXI,23,0.4077,2.6,0.327255,OXAL
4480,8850,2892.5,0.00396,3,OXI,23,0.56228,2.6,0.448495,OXAL
4460,8870,2892.5,0.003956,3,OXI,23,0.914806,2.6,0.769042,OXAL
4480,8870,2892.5,0.006569,3,OXI,23,0.728379,2.6,0.600675,OXAL
4500,8850,2877.5,0.005532,2,MIX,23,0.579448,2.6,0.47177,OXAL
4520,8850,2877.5,0.00598,3,OXI,23,0.659934,2.6,0.548996,OXAL
4500,8870,2877.5,0.003826,3,OXI,23,0.808044,2.6,0.72002,OXAL
4520,8870,2877.5,0.003698,3,OXI,23,0.747469,2.6,0.644241,OXAL
4500,8850,2892.5,0.003751,3,OXI,22,0.388995,2.6,0.330862,OXML
4520,8850,2892.5,0.005134,1,LIX,23,0.45444,2.6,0.335644,OXAL
4500,8870,2892.5,0.003599,3,OXI,23,0.658264,2.6,0.576654,OXAL
4520,8870,2892.5,0.005602,3,OXI,22,0.266069,2.6,0.175006,OXML
4540,8850,2877.5,0.006757,3,OXI,22,0.293234,2.6,0.213171,OXML
4540,8870,2877.5,0.004059,1,LIX,23,0.451699,2.6,0.352541,OXAL
4560,8870,2877.5,0.025905,1,LIX,22,0.355418,2.6,0.267515,OXML
4540,8850,2892.5,0.004976,1,LIX,22,0.209571,2.6,0.1552,OXML
4560,8850,2892.5,0.015166,3,OXI,22,0.255213,2.6,0.203698,OXML
4540,8870,2892.5,0.003684,3,OXI,23,0.512437,2.6,0.425886,OXAL
4560,8870,2892.5,0.012822,3,OXI,23,0.50125,2.6,0.426768,OXAL
4580,8850,2892.5,0.005087,1,LIX,22,0.298522,2.6,0.255075,OXML
4600,8850,2892.5,0.004357,3,OXI,22,0.330094,2.6,0.275411,OXML
4580,8870,2892.5,0.009546,3,OXI,22,0.371684,2.6,0.291337,OXML
4600,8870,2892.5,0.004191,3,OXI,22,0.257229,2.6,0.184404,OXML
3800,8890,2892.5,-99,1,LIX,11,0.035897,2.6,0.007742,LAS
3800,8910,2892.5,0.00486,1,LIX,11,0.032725,2.6,0.006233,LAS
3820,8890,2877.5,-99,1,LIX,11,0.055706,2.6,0.009632,LAS
3840,8890,2877.5,0.003477,1,LIX,11,0.085568,2.6,0.017882,LAS
3820,8910,2877.5,-99,1,LIX,11,0.048032,2.6,0.008589,LAS
3840,8910,2877.5,-99,1,LIX,11,0.061643,2.6,0.016598,LAS
3820,8890,2892.5,-99,1,LIX,11,0.028557,2.6,0.005449,LAS
3840,8890,2892.5,-99,1,LIX,11,0.050279,2.6,0.011447,LAS
3820,8910,2892.5,0.00463,1,LIX,11,0.040448,2.6,0.007456,LAS
3840,8910,2892.5,0.004796,1,LIX,11,0.031335,2.6,0.005626,LAS
3860,8890,2877.5,0.003297,1,LIX,11,0.121887,2.6,0.036341,LAS
3880,8890,2877.5,0.003101,1,LIX,11,0.080583,2.6,0.019242,LAS
3860,8910,2877.5,0.00425,1,LIX,11,0.076694,2.6,0.020855,LAS
3880,8910,2877.5,0.004514,1,LIX,11,0.108614,2.6,0.038804,LAS
3860,8890,2892.5,-99,1,LIX,11,0.108745,2.6,0.048701,LAS
3880,8890,2892.5,-99,1,LIX,11,0.073359,2.6,0.017991,LAS
3860,8910,2892.5,-99,1,LIX,11,0.074611,2.6,0.024651,LAS
3880,8910,2892.5,-99,1,LIX,11,0.068696,2.6,0.017811,LAS
3900,8890,2877.5,0.005484,1,LIX,11,0.115929,2.6,0.043991,LAS
3920,8890,2877.5,0.00497,1,LIX,12,0.15571,2.6,0.069204,OXBL
3900,8910,2877.5,0.005933,1,LIX,11,0.116061,2.6,0.042035,LAS
3920,8910,2877.5,0.003923,1,LIX,11,0.116319,2.6,0.049869,LAS
3900,8890,2892.5,-99,1,LIX,11,0.060824,2.6,0.010993,LAS
3920,8890,2892.5,-99,1,LIX,11,0.062618,2.6,0.019924,LAS
3900,8910,2892.5,0.003327,1,LIX,11,0.077284,2.6,0.029116,LAS
3920,8910,2892.5,0.00304,1,LIX,11,0.05833,2.6,0.015584,LAS
3940,8890,2877.5,0.004163,1,LIX,12,0.186594,2.6,0.082008,OXBL
3960,8890,2877.5,0.003903,3,OXI,23,0.548457,2.6,0.382421,OXAL
3940,8910,2877.5,0.004209,1,LIX,11,0.125596,2.6,0.051277,LAS
3960,8910,2877.5,0.004173,1,LIX,12,0.162603,2.6,0.075672,OXBL
3940,8890,2892.5,-99,1,LIX,11,0.089393,2.6,0.024901,LAS
3960,8890,2892.5,-99,3,OXI,22,0.26206,2.6,0.160104,OXML
3940,8910,2892.5,0.003346,1,LIX,11,0.050836,2.6,0.009599,LAS
3960,8910,2892.5,-99,1,LIX,11,0.066657,2.6,0.023229,LAS
3980,8890,2877.5,0.003389,3,OXI,23,0.431513,2.6,0.291892,OXAL
4000,8890,2877.5,0.003667,3,OXI,22,0.270301,2.6,0.155747,OXML
3980,8910,2877.5,0.004359,1,LIX,22,0.222798,2.6,0.12991,OXML
4000,8910,2877.5,0.00351,1,LIX,12,0.189972,2.6,0.10329,OXBL
3980,8890,2892.5,-99,3,OXI,22,0.326378,2.6,0.212561,OXML
4000,8890,2892.5,-99,3,OXI,22,0.398429,2.6,0.272711,OXML
3980,8910,2892.5,-99,3,OXI,12,0.160842,2.6,0.086933,OXBL
4000,8910,2892.5,-99,1,LIX,12,0.160406,2.6,0.077342,OXBL
4020,8890,2877.5,0.003586,3,OXI,22,0.251203,2.6,0.126333,OXML
4040,8890,2877.5,0.003973,1,LIX,22,0.251159,2.6,0.137499,OXML
4020,8910,2877.5,0.003159,1,LIX,22,0.229792,2.6,0.126207,OXML
4040,8910,2877.5,0.004044,1,LIX,22,0.210323,2.6,0.113044,OXML
4020,8890,2892.5,-99,1,LIX,22,0.25175,2.6,0.147672,OXML
4040,8890,2892.5,0.004479,1,LIX,11,0.148325,2.6,0.066964,LAS
4020,8910,2892.5,0.003,1,LIX,12,0.152265,2.6,0.077011,OXBL
4040,8910,2892.5,-99,1,LIX,12,0.16249,2.6,0.083596,OXBL
4060,8890,2877.5,0.006007,1,LIX,11,0.119168,2.6,0.055892,LAS
4080,8890,2877.5,0.012184,1,LIX,11,0.092309,2.6,0.041692,LAS
4060,8910,2877.5,0.00612,1,LIX,11,0.119154,2.6,0.053413,LAS
4080,8910,2877.5,0.004498,1,LIX,11,0.106237,2.6,0.063348,LAS
4060,8890,2892.5,0.005329,1,LIX,11,0.136684,2.6,0.065383,LAS
4080,8890,2892.5,0.005774,1,LIX,11,0.103428,2.6,0.047104,LAS
4060,8910,2892.5,0.004721,1,LIX,11,0.131485,2.6,0.063427,LAS
4080,8910,2892.5,0.003868,1,LIX,11,0.101444,2.6,0.058808,LAS
4100,8890,2877.5,0.009484,1,LIX,11,0.123427,2.6,0.069785,LAS
4120,8890,2877.5,0.01256,1,LIX,22,0.2525,2.6,0.153953,OXML
4100,8910,2877.5,0.007944,1,LIX,12,0.168328,2.6,0.056598,OXBL
4120,8910,2877.5,0.012221,1,LIX,22,0.36344,2.6,0.244406,OXML
4100,8890,2892.5,0.008658,1,LIX,11,0.099172,2.6,0.048312,LAS
4120,8890,2892.5,0.008955,1,LIX,11,0.099086,2.6,0.035368,LAS
4100,8910,2892.5,0.00785,1,LIX,11,0.149319,2.6,0.054699,LAS
4120,8910,2892.5,0.006597,1,LIX,11,0.105753,2.6,0.052566,LAS
4140,8890,2877.5,0.008245,3,OXI,22,0.295241,2.6,0.196772,OXML
4160,8890,2877.5,0.008078,3,OXI,23,0.56655,2.6,0.4451,OXAL
4140,8910,2877.5,0.014229,1,LIX,22,0.265268,2.6,0.173808,OXML
4160,8910,2877.5,0.016738,1,LIX,22,0.379171,2.6,0.225362,OXML
4140,8890,2892.5,0.008645,1,LIX,12,0.173213,2.6,0.099052,OXBL
4160,8890,2892.5,0.009388,1,LIX,22,0.25858,2.6,0.185775,OXML
4140,8910,2892.5,0.007793,1,LIX,11,0.067673,2.6,0.025281,LAS
4160,8910,2892.5,0.005438,1,LIX,22,0.257026,2.6,0.18573,OXML
4180,8890,2877.5,0.008146,3,OXI,23,0.486487,2.6,0.390076,OXAL
4200,8890,2877.5,0.012785,3,OXI,23,0.93753,2.6,0.755193,OXAL
4180,8910,2877.5,0.003987,3,OXI,23,0.546192,2.6,0.454882,OXAL
4200,8910,2877.5,0.009104,3,OXI,23,0.661281,2.6,0.501734,OXAL
4180,8890,2892.5,0.007153,3,OXI,23,0.443551,2.6,0.35252,OXAL
4200,8890,2892.5,0.007324,3,OXI,22,0.289259,2.6,0.199689,OXML
4180,8910,2892.5,0.010295,3,OXI,22,0.360595,2.6,0.260417,OXML
4200,8910,2892.5,0.002094,3,OXI,23,0.620472,2.6,0.470047,OXAL
4220,8890,2877.5,0.012022,3,OXI,23,0.866065,2.6,0.713379,OXAL
4240,8890,2877.5,0.019836,3,OXI,23,0.452053,2.6,0.313913,OXAL
4220,8910,2877.5,0.009648,3,OXI,23,2.785168,2.6,1.758957,OXAL
4240,8910,2877.5,0.003927,3,OXI,23,1.622723,2.6,1.020728,OXAL
4220,8890,2892.5,0.00729,3,OXI,22,0.350742,2.6,0.221679,OXML
4240,8890,2892.5,0.001225,1,LIX,22,0.39111,2.6,0.276978,OXML
4220,8910,2892.5,0.00459,1,LIX,22,0.368502,2.6,0.233989,OXML
4240,8910,2892.5,0.008299,-99,NULL,23,0.720818,2.6,0.523039,OXAL
4260,8890,2877.5,0.005605,3,OXI,23,0.550263,2.6,0.433802,OXAL
4260,8910,2877.5,0.004319,3,OXI,23,0.749136,2.6,0.614409,OXAL
4280,8910,2877.5,0.006652,3,OXI,23,0.59615,2.6,0.466166,OXAL
4260,8890,2892.5,0.007526,1,LIX,23,0.433518,2.6,0.30886,OXAL
4280,8890,2892.5,0.001946,33,OXI,23,0.459159,2.6,0.357462,OXAL
4260,8910,2892.5,0.001598,-99,NULL,23,0.493214,2.6,0.373841,OXAL
4280,8910,2892.5,0.002368,-99,NULL,23,0.425447,2.6,0.311921,OXAL
4300,8890,2877.5,0.002124,3,OXI,23,0.468983,2.6,0.359273,OXAL
4320,8890,2877.5,0.005989,1,LIX,23,0.614593,2.6,0.52462,OXAL
4300,8910,2877.5,0.003479,3,OXI,23,0.602301,2.6,0.499833,OXAL
4320,8910,2877.5,0.007185,-99,NULL,23,0.757177,2.6,0.612836,OXAL
4300,8890,2892.5,0.003432,33,OXI,23,0.589347,2.6,0.458888,OXAL
4320,8890,2892.5,0.003288,-99,NULL,22,0.372328,2.6,0.27821,OXML
4300,8910,2892.5,0.002807,-99,NULL,22,0.352408,2.6,0.261656,OXML
4320,8910,2892.5,0.002577,-99,NULL,23,0.413897,2.6,0.322117,OXAL
4340,8890,2877.5,0.017537,3,OXI,23,1.629103,2.6,1.537017,OXAL
4360,8890,2877.5,0.005684,3,OXI,23,0.74154,2.6,0.661675,OXAL
4340,8910,2877.5,0.012465,-99,NULL,23,1.309439,2.6,1.20189,OXAL
4360,8910,2877.5,0.006885,-99,NULL,23,0.916725,2.6,0.820833,OXAL
4340,8890,2892.5,0.017381,3,OXI,23,0.72707,2.6,0.678803,OXAL
4360,8890,2892.5,0.003141,3,OXI,23,0.777771,2.6,0.71503,OXAL
4340,8910,2892.5,0.007347,-99,NULL,23,0.558366,2.6,0.482785,OXAL
4360,8910,2892.5,0.00358,-99,NULL,23,0.736447,2.6,0.639529,OXAL
4380,8890,2877.5,0.00114,1,LIX,23,0.41971,2.6,0.350433,OXAL
4400,8890,2877.5,0.001,1,LIX,22,0.249891,2.6,0.191188,OXML
4380,8910,2877.5,0.002882,1,LIX,23,0.768295,2.6,0.680921,OXAL
4400,8910,2877.5,0.003649,1,LIX,23,1.140515,2.6,1.049669,OXAL
4380,8890,2892.5,0.001043,3,OXI,23,0.520308,2.6,0.435531,OXAL
4400,8890,2892.5,0.002396,1,LIX,23,0.679141,2.6,0.598471,OXAL
4380,8910,2892.5,0.001,-99,NULL,23,0.650402,2.6,0.582699,OXAL
4400,8910,2892.5,0.002541,-99,NULL,23,0.972425,2.6,0.912586,OXAL
4420,8910,2877.5,0.00353,3,OXI,23,0.606959,2.6,0.468048,OXAL
4440,8910,2877.5,0.001694,3,OXI,23,0.589118,2.6,0.459897,OXAL
4440,8890,2892.5,-99,3,OXI,23,0.698707,2.6,0.576707,OXAL
4420,8910,2892.5,0.023142,-99,NULL,23,2.459011,2.6,2.363665,OXAL
4440,8910,2892.5,0.001,3,OXI,23,0.624887,2.6,0.566101,OXAL
4460,8910,2877.5,0.001,3,OXI,23,0.56717,2.6,0.460696,OXAL
4480,8910,2877.5,0.004587,3,OXI,23,0.553982,2.6,0.387819,OXAL
4460,8890,2892.5,0.008618,3,OXI,23,0.851012,2.6,0.748304,OXAL
4480,8890,2892.5,0.007561,3,OXI,23,1.098873,2.6,0.940989,OXAL
4460,8910,2892.5,0.001,3,OXI,23,0.50322,2.6,0.448031,OXAL
4480,8910,2892.5,0.001,3,OXI,23,0.69006,2.6,0.606469,OXAL
4500,8890,2877.5,0.004696,3,OXI,23,0.680319,2.6,0.582101,OXAL
4520,8890,2877.5,0.004449,3,OXI,23,0.861222,2.6,0.769335,OXAL
4500,8910,2877.5,0.003584,3,OXI,23,0.6317,2.6,0.489372,OXAL
4520,8910,2877.5,0.004729,3,OXI,23,0.598402,2.6,0.530586,OXAL
4500,8890,2892.5,0.003606,1,LIX,23,0.434758,2.6,0.278929,OXAL
4520,8890,2892.5,0.003662,1,LIX,23,0.487385,2.6,0.416823,OXAL
4500,8910,2892.5,0.004136,2,MIX,23,0.624854,2.6,0.533858,OXAL
4520,8910,2892.5,0.004474,3,OXI,22,0.317037,2.6,0.252679,OXML
4540,8890,2877.5,0.011222,3,OXI,23,0.665871,2.6,0.573278,OXAL
4560,8890,2877.5,0.011068,1,LIX,23,0.422322,2.6,0.32234,OXAL
4540,8910,2877.5,0.020626,3,OXI,23,0.640486,2.6,0.56537,OXAL
4560,8910,2877.5,0.007291,3,OXI,23,1.267003,2.6,1.092721,OXAL
4540,8890,2892.5,0.005974,1,LIX,22,0.30771,2.6,0.241758,OXML
4560,8890,2892.5,0.015655,1,LIX,22,0.218384,2.6,0.147491,OXML
4540,8910,2892.5,0.010448,3,OXI,23,0.70648,2.6,0.623831,OXAL
4560,8910,2892.5,0.005355,3,OXI,23,1.628267,2.6,1.484237,OXAL
4580,8910,2877.5,0.005272,1,LIX,11,0.148649,2.6,0.082428,LAS
4580,8890,2892.5,0.005141,3,OXI,22,0.335243,2.6,0.245921,OXML
4600,8890,2892.5,0.007304,100,NULL,22,0.2785,2.6,0.19837,OXML
4580,8910,2892.5,0.00463,1,LIX,22,0.243945,2.6,0.161266,OXML
4600,8910,2892.5,0.005497,3,OXI,22,0.229797,2.6,0.164291,OXML
4620,8910,2892.5,-99,3,OXI,22,0.393066,2.6,0.292928,OXML
3800,8930,2892.5,0.003379,1,LIX,11,0.044938,2.6,0.008855,LAS
3780,8950,2892.5,0.003,1,LIX,11,0.049595,2.6,0.005476,LAS
3800,8950,2892.5,0.003,1,LIX,11,0.046927,2.6,0.007717,LAS
3820,8930,2877.5,-99,1,LIX,11,0.048325,2.6,0.008385,LAS
3840,8930,2877.5,0.003126,1,LIX,11,0.059018,2.6,0.012429,LAS
3820,8950,2877.5,-99,1,LIX,11,0.076515,2.6,0.01152,LAS
3840,8950,2877.5,-99,1,LIX,11,0.086851,2.6,0.025721,LAS
3820,8930,2892.5,0.003652,1,LIX,11,0.047612,2.6,0.009257,LAS
3840,8930,2892.5,-99,1,LIX,11,0.048899,2.6,0.007058,LAS
3820,8950,2892.5,-99,1,LIX,11,0.055251,2.6,0.010258,LAS
3840,8950,2892.5,-99,1,LIX,11,0.057559,2.6,0.009516,LAS
3860,8930,2877.5,0.003429,1,LIX,11,0.076442,2.6,0.019421,LAS
3880,8930,2877.5,0.009805,1,LIX,11,0.093465,2.6,0.036926,LAS
3860,8950,2877.5,0.004361,1,LIX,11,0.078978,2.6,0.018878,LAS
3880,8950,2877.5,0.004123,1,LIX,11,0.052027,2.6,0.014474,LAS
3860,8930,2892.5,-99,1,LIX,11,0.058368,2.6,0.012356,LAS
3880,8930,2892.5,-99,1,LIX,11,0.055544,2.6,0.015085,LAS
3860,8950,2892.5,-99,1,LIX,11,0.054287,2.6,0.009407,LAS
3880,8950,2892.5,-99,1,LIX,11,0.051233,2.6,0.011143,LAS
3900,8930,2877.5,0.004196,1,LIX,11,0.097743,2.6,0.035579,LAS
3920,8930,2877.5,0.00365,1,LIX,12,0.178965,2.6,0.096471,OXBL
3900,8950,2877.5,0.003239,1,LIX,11,0.090759,2.6,0.037897,LAS
3920,8950,2877.5,0.003328,1,LIX,12,0.163298,2.6,0.081087,OXBL
3900,8930,2892.5,0.003784,1,LIX,11,0.097562,2.6,0.035833,LAS
3920,8930,2892.5,0.003674,1,LIX,11,0.088887,2.6,0.041961,LAS
3900,8950,2892.5,0.003047,1,LIX,11,0.052356,2.6,0.010904,LAS
3920,8950,2892.5,0.004891,1,LIX,11,0.091319,2.6,0.048578,LAS
3940,8930,2877.5,0.005661,1,LIX,12,0.158503,2.6,0.074425,OXBL
3960,8930,2877.5,0.003829,1,LIX,11,0.149394,2.6,0.081685,LAS
3940,8950,2877.5,0.004438,1,LIX,11,0.12371,2.6,0.046571,LAS
3960,8950,2877.5,0.004131,1,LIX,22,0.232469,2.6,0.134734,OXML
3940,8930,2892.5,0.003034,1,LIX,11,0.132284,2.6,0.05674,LAS
3960,8930,2892.5,0.003201,1,LIX,11,0.081732,2.6,0.028552,LAS
3940,8950,2892.5,0.00467,1,LIX,11,0.12931,2.6,0.064504,LAS
3960,8950,2892.5,0.003582,3,OXI,22,0.27844,2.6,0.189597,OXML
3980,8930,2877.5,0.00586,1,LIX,12,0.170776,2.6,0.078256,OXBL
4000,8930,2877.5,0.00405,1,LIX,11,0.13338,2.6,0.062629,LAS
3980,8950,2877.5,0.004175,1,LIX,12,0.193564,2.6,0.095327,OXBL
4000,8950,2877.5,0.004543,1,LIX,11,0.137048,2.6,0.063359,LAS
3980,8930,2892.5,-99,1,LIX,11,0.096096,2.6,0.04869,LAS
4000,8930,2892.5,0.003,1,LIX,11,0.129626,2.6,0.049751,LAS
3980,8950,2892.5,0.001,3,OXI,22,0.236313,2.6,0.154671,OXML
4000,8950,2892.5,0.002462,-99,NULL,11,0.131255,2.6,0.069043,LAS
4020,8930,2877.5,0.003679,1,LIX,11,0.136504,2.6,0.066901,LAS
4040,8930,2877.5,0.004449,1,LIX,11,0.117454,2.6,0.048797,LAS
4020,8950,2877.5,0.00404,1,LIX,12,0.153479,2.6,0.074047,OXBL
4040,8950,2877.5,0.003789,1,LIX,11,0.147697,2.6,0.075549,LAS
4020,8930,2892.5,0.003,1,LIX,12,0.171889,2.6,0.080218,OXBL
4040,8930,2892.5,0.001,1,LIX,11,0.123439,2.6,0.058646,LAS
4020,8950,2892.5,0.003142,1,LIX,11,0.094838,2.6,0.037855,LAS
4040,8950,2892.5,0.001196,1,LIX,11,0.120772,2.6,0.061342,LAS
4060,8930,2877.5,0.007137,1,LIX,11,0.082054,2.6,0.032764,LAS
4080,8930,2877.5,0.006837,1,LIX,11,0.075665,2.6,0.031498,LAS
4060,8950,2877.5,0.005681,1,LIX,11,0.043523,2.6,0.011098,LAS
4080,8950,2877.5,0.008322,1,LIX,11,0.075459,2.6,0.031376,LAS
4060,8930,2892.5,0.003053,1,LIX,12,0.160692,2.6,0.083637,OXBL
4080,8930,2892.5,0.003715,1,LIX,11,0.134736,2.6,0.085313,LAS
4060,8950,2892.5,0.00379,1,LIX,11,0.047087,2.6,0.016574,LAS
4080,8950,2892.5,0.003564,1,LIX,11,0.068409,2.6,0.038236,LAS
4100,8930,2877.5,0.005256,1,LIX,11,0.13596,2.6,0.051765,LAS
4120,8930,2877.5,0.006696,1,LIX,11,0.070798,2.6,0.033134,LAS
4100,8950,2877.5,0.005377,1,LIX,11,0.142429,2.6,0.05552,LAS
4120,8950,2877.5,0.007104,1,LIX,12,0.16297,2.6,0.075508,OXBL
4100,8930,2892.5,0.010053,1,LIX,11,0.08198,2.6,0.04006,LAS
4120,8930,2892.5,0.00821,1,LIX,11,0.119285,2.6,0.068127,LAS
4100,8950,2892.5,0.002434,1,LIX,11,0.141512,2.6,0.090259,LAS
4120,8950,2892.5,0.002035,1,LIX,22,0.295736,2.6,0.214262,OXML
4160,8930,2877.5,0.007879,1,LIX,23,0.426075,2.6,0.307811,OXAL
4140,8950,2877.5,0.010407,1,LIX,22,0.218608,2.6,0.106686,OXML
4160,8950,2877.5,0.008504,-99,NULL,22,0.351219,2.6,0.218246,OXML
4140,8930,2892.5,0.004088,1,LIX,22,0.226521,2.6,0.150569,OXML
4160,8930,2892.5,0.003886,1,LIX,22,0.379763,2.6,0.258698,OXML
4140,8950,2892.5,0.001462,-99,NULL,22,0.356222,2.6,0.248405,OXML
4160,8950,2892.5,0.004171,-99,NULL,22,0.34714,2.6,0.22979,OXML
4180,8930,2877.5,0.017138,3,OXI,22,0.234628,2.6,0.121218,OXML
4200,8930,2877.5,0.016362,3,OXI,22,0.334476,2.6,0.199791,OXML
4180,8950,2877.5,0.025826,-99,NULL,22,0.309495,2.6,0.177308,OXML
4200,8950,2877.5,0.023603,-99,NULL,22,0.358842,2.6,0.216907,OXML
4180,8930,2892.5,0.005322,-99,NULL,22,0.395903,2.6,0.285842,OXML
4200,8930,2892.5,0.002757,-99,NULL,23,0.446648,2.6,0.326376,OXAL
4180,8950,2892.5,0.004241,-99,NULL,23,0.409862,2.6,0.296026,OXAL
4200,8950,2892.5,0.01,-99,NULL,23,0.401633,2.6,0.287621,OXAL
4220,8930,2877.5,0.011588,-99,NULL,23,1.037136,2.6,0.86996,OXAL
4240,8930,2877.5,0.010593,-99,NULL,23,1.446056,2.6,1.23,OXAL
4220,8950,2877.5,0.014367,-99,NULL,23,0.964023,2.6,0.843495,OXAL
4240,8950,2877.5,0.014057,-99,NULL,23,1.664219,2.6,1.439684,OXAL
4220,8930,2892.5,0.011755,-99,NULL,23,0.410752,2.6,0.290088,OXAL
4240,8930,2892.5,0.016294,-99,NULL,23,2.583712,2.6,2.066292,OXAL
4220,8950,2892.5,0.005734,-99,NULL,23,0.421876,2.6,0.296251,OXAL
4240,8950,2892.5,0.008868,-99,NULL,23,0.672196,2.6,0.540465,OXAL
4260,8930,2877.5,0.003362,-99,NULL,23,0.904391,2.6,0.769782,OXAL
4280,8930,2877.5,0.008495,-99,NULL,23,0.501635,2.6,0.384575,OXAL
4260,8950,2877.5,0.012512,-99,NULL,23,1.137274,2.6,0.957745,OXAL
4280,8950,2877.5,0.011855,-99,NULL,22,0.340901,2.6,0.260058,OXML
4260,8930,2892.5,0.005999,-99,NULL,23,0.926352,2.6,0.723764,OXAL
4280,8930,2892.5,0.002262,-99,NULL,23,0.417549,2.6,0.306192,OXAL
4260,8950,2892.5,0.013987,-99,NULL,23,2.019628,2.6,1.854133,OXAL
4280,8950,2892.5,0.002615,-99,NULL,23,0.643838,2.6,0.516877,OXAL
4300,8930,2877.5,0.002578,-99,NULL,23,1.077872,2.6,0.863493,OXAL
4320,8930,2877.5,0.004021,-99,NULL,23,1.129247,2.6,0.931628,OXAL
4300,8950,2877.5,0.004448,-99,NULL,22,0.38643,2.6,0.29453,OXML
4320,8950,2877.5,0.003191,-99,NULL,23,0.614231,2.6,0.442515,OXAL
4300,8930,2892.5,0.002557,-99,NULL,23,0.594314,2.6,0.457574,OXAL
4320,8930,2892.5,0.004956,-99,NULL,23,0.440967,2.6,0.326244,OXAL
4300,8950,2892.5,0.001098,-99,NULL,23,0.554869,2.6,0.43289,OXAL
4320,8950,2892.5,0.001376,-99,NULL,23,0.511594,2.6,0.394551,OXAL
4340,8930,2877.5,0.00696,-99,NULL,23,0.592104,2.6,0.489977,OXAL
4360,8930,2877.5,0.006285,-99,NULL,23,0.893802,2.6,0.785729,OXAL
4340,8950,2877.5,0.010686,-99,NULL,23,0.541402,2.6,0.397962,OXAL
4360,8950,2877.5,0.009565,-99,NULL,23,0.457793,2.6,0.381666,OXAL
4340,8930,2892.5,0.004811,-99,NULL,23,0.619769,2.6,0.531616,OXAL
4360,8930,2892.5,0.005858,-99,NULL,23,0.722191,2.6,0.628444,OXAL
4340,8950,2892.5,0.006494,-99,NULL,23,0.910379,2.6,0.797811,OXAL
4360,8950,2892.5,0.006172,-99,NULL,23,0.433197,2.6,0.339547,OXAL
4380,8930,2877.5,0.008467,-99,NULL,23,0.516279,2.6,0.440999,OXAL
4400,8930,2877.5,0.005858,-99,NULL,23,1.2355,2.6,1.091743,OXAL
4380,8950,2877.5,0.011457,-99,NULL,23,0.738819,2.6,0.663311,OXAL
4400,8950,2877.5,0.007726,-99,NULL,23,0.805931,2.6,0.691753,OXAL
4380,8930,2892.5,0.005106,-99,NULL,23,0.594899,2.6,0.505305,OXAL
4400,8930,2892.5,0.004268,-99,NULL,23,0.896591,2.6,0.827496,OXAL
4380,8950,2892.5,0.008688,-99,NULL,22,0.397996,2.6,0.311034,OXML
4400,8950,2892.5,0.010659,-99,NULL,23,0.478684,2.6,0.406114,OXAL
4420,8930,2877.5,0.003645,-99,NULL,23,0.952277,2.6,0.808453,OXAL
4440,8930,2877.5,0.003351,-99,NULL,23,0.539177,2.6,0.434212,OXAL
4420,8950,2877.5,0.002197,-99,NULL,23,0.779471,2.6,0.689511,OXAL
4440,8950,2877.5,0.002275,-99,NULL,23,0.759784,2.6,0.654065,OXAL
4420,8930,2892.5,0.013968,-99,NULL,23,1.687458,2.6,1.629917,OXAL
4440,8930,2892.5,0.002727,-99,NULL,23,0.627088,2.6,0.560802,OXAL
4420,8950,2892.5,0.005443,-99,NULL,23,0.67184,2.6,0.625532,OXAL
4440,8950,2892.5,0.002411,-99,NULL,23,0.761981,2.6,0.709151,OXAL
4460,8930,2877.5,0.001,3,OXI,23,0.677507,2.6,0.620001,OXAL
4480,8930,2877.5,0.001,3,OXI,23,0.788409,2.6,0.720568,OXAL
4460,8950,2877.5,0.001,-99,NULL,23,0.881339,2.6,0.799499,OXAL
4480,8950,2877.5,0.001,-99,NULL,23,0.859561,2.6,0.80302,OXAL
4460,8930,2892.5,0.001,-99,NULL,23,0.645775,2.6,0.585514,OXAL
4480,8930,2892.5,0.003501,-99,NULL,23,0.881151,2.6,0.827184,OXAL
4460,8950,2892.5,0.001684,-99,NULL,23,0.617365,2.6,0.570394,OXAL
4480,8950,2892.5,0.001871,-99,NULL,23,0.839009,2.6,0.765907,OXAL
4500,8930,2877.5,0.001,3,OXI,23,0.959204,2.6,0.874365,OXAL
4520,8930,2877.5,0.006716,3,OXI,23,0.953546,2.6,0.776358,OXAL
4500,8950,2877.5,0.001,3,OXI,23,0.639604,2.6,0.564034,OXAL
4520,8950,2877.5,0.001,3,OXI,23,1.084419,2.6,0.999853,OXAL
4500,8930,2892.5,0.0033,3,OXI,23,0.629229,2.6,0.559476,OXAL
4520,8930,2892.5,0.00372,33,OXI,23,1.335619,2.6,1.199516,OXAL
4500,8950,2892.5,0.001696,-99,NULL,23,0.59856,2.6,0.515686,OXAL
4520,8950,2892.5,0.002689,-99,NULL,23,0.74471,2.6,0.652554,OXAL
4540,8930,2877.5,0.014808,3,OXI,23,1.646713,2.6,1.570082,OXAL
4560,8930,2877.5,0.007971,3,OXI,23,1.895766,2.6,1.7946,OXAL
4540,8950,2877.5,0.001154,3,OXI,23,3.077576,2.6,2.934094,OXAL
4540,8930,2892.5,0.013915,3,OXI,23,0.865888,2.6,0.777848,OXAL
